Rb1,5s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1086.82000,655.28,0.78,0.00,0.00
1086.84000,655.25,0.78,0.00,0.00
1086.86000,655.23,0.78,0.00,0.00
1086.88000,655.20,0.78,0.00,0.00
1086.90000,655.18,0.78,0.00,0.00
1086.92000,655.15,0.78,0.00,0.00
1086.94000,655.12,0.78,0.00,0.00
1086.96000,655.10,0.78,0.00,0.00
1086.98000,655.07,0.78,0.00,0.00
1087.00000,655.05,0.78,0.00,0.00
1087.02000,655.02,0.78,0.00,0.00
1087.04000,654.99,0.78,0.00,0.00
1087.06000,654.97,0.78,0.00,0.00
1087.08000,654.94,0.78,0.00,0.00
1087.10000,654.92,0.78,0.00,0.00
1087.12000,654.89,0.78,0.00,0.00
1087.14000,654.86,0.78,0.00,0.00
1087.16000,654.84,0.78,0.00,0.00
1087.18000,654.81,0.78,0.00,0.00
1087.20000,654.79,0.78,0.00,0.00
1087.22000,654.76,0.78,0.00,0.00
1087.24000,654.74,0.78,0.00,0.00
1087.26000,654.71,0.78,0.00,0.00
1087.28000,654.68,0.78,0.00,0.00
1087.30000,654.66,0.78,0.00,0.00
1087.32000,654.63,0.78,0.00,0.00
1087.34000,654.61,0.78,0.00,0.00
1087.36000,654.58,0.78,0.00,0.00
1087.38000,654.55,0.78,0.00,0.00
1087.40000,654.53,0.78,0.00,0.00
1087.42000,654.50,0.78,0.00,0.00
1087.44000,654.48,0.78,0.00,0.00
1087.46000,654.45,0.78,0.00,0.00
1087.48000,654.42,0.78,0.00,0.00
1087.50000,654.40,0.78,0.00,0.00
1087.52000,654.37,0.78,0.00,0.00
1087.54000,654.35,0.78,0.00,0.00
1087.56000,654.32,0.78,0.00,0.00
1087.58000,654.30,0.78,0.00,0.00
1087.60000,654.27,0.78,0.00,0.00
1087.62000,654.24,0.78,0.00,0.00
1087.64000,654.22,0.78,0.00,0.00
1087.66000,654.19,0.78,0.00,0.00
1087.68000,654.17,0.78,0.00,0.00
1087.70000,654.14,0.78,0.00,0.00
1087.72000,654.11,0.78,0.00,0.00
1087.74000,654.09,0.78,0.00,0.00
1087.76000,654.06,0.78,0.00,0.00
1087.78000,654.04,0.78,0.00,0.00
1087.80000,654.01,0.78,0.00,0.00
1087.82000,653.99,0.78,0.00,0.00
1087.84000,653.96,0.78,0.00,0.00
1087.86000,653.93,0.78,0.00,0.00
1087.88000,653.91,0.78,0.00,0.00
1087.90000,653.88,0.78,0.00,0.00
1087.92000,653.86,0.78,0.00,0.00
1087.94000,653.83,0.78,0.00,0.00
1087.96000,653.81,0.78,0.00,0.00
1087.98000,653.78,0.78,0.00,0.00
1088.00000,653.75,0.78,0.00,0.00
1088.02000,653.73,0.78,0.00,0.00
1088.04000,653.70,0.78,0.00,0.00
1088.06000,653.68,0.78,0.00,0.00
1088.08000,653.65,0.78,0.00,0.00
1088.10000,653.63,0.78,0.00,0.00
1088.12000,653.60,0.78,0.00,0.00
1088.14000,653.57,0.78,0.00,0.00
1088.16000,653.55,0.78,0.00,0.00
1088.18000,653.52,0.78,0.00,0.00
1088.20000,653.50,0.78,0.00,0.00
1088.22000,653.47,0.78,0.00,0.00
1088.24000,653.44,0.78,0.00,0.00
1088.26000,653.42,0.78,0.00,0.00
1088.28000,653.39,0.78,0.00,0.00
1088.30000,653.37,0.78,0.00,0.00
1088.32000,653.34,0.78,0.00,0.00
1088.34000,653.32,0.78,0.00,0.00
1088.36000,653.29,0.78,0.00,0.00
1088.38000,653.26,0.78,0.00,0.00
1088.40000,653.24,0.78,0.00,0.00
1088.42000,653.21,0.78,0.00,0.00
1088.44000,653.19,0.78,0.00,0.00
1088.46000,653.16,0.78,0.00,0.00
1088.48000,653.14,0.78,0.00,0.00
1088.50000,653.11,0.78,0.00,0.00
1088.52000,653.09,0.78,0.00,0.00
1088.54000,653.06,0.78,0.00,0.00
1088.56000,653.03,0.78,0.00,0.00
1088.58000,653.01,0.78,0.00,0.00
1088.60000,652.98,0.78,0.00,0.00
1088.62000,652.96,0.78,0.00,0.00
1088.64000,652.93,0.78,0.00,0.00
1088.66000,652.91,0.78,0.00,0.00
1088.68000,652.88,0.78,0.00,0.00
1088.70000,652.85,0.78,0.00,0.00
1088.72000,652.83,0.78,0.00,0.00
1088.74000,652.80,0.78,0.00,0.00
1088.76000,652.78,0.78,0.00,0.00
1088.78000,652.75,0.78,0.00,0.00
1088.80000,652.73,0.78,0.00,0.00
1088.82000,652.70,0.78,0.00,0.00
1088.84000,652.67,0.78,0.00,0.00
1088.86000,652.65,0.78,0.00,0.00
1088.88000,652.62,0.78,0.00,0.00
1088.90000,652.60,0.78,0.00,0.00
1088.92000,652.57,0.78,0.00,0.00
1088.94000,652.55,0.78,0.00,0.00
1088.96000,652.52,0.78,0.00,0.00
1088.98000,652.50,0.78,0.00,0.00
1089.00000,652.47,0.78,0.00,0.00
1089.02000,652.44,0.78,0.00,0.00
1089.04000,652.42,0.78,0.00,0.00
1089.06000,652.39,0.78,0.00,0.00
1089.08000,652.37,0.78,0.00,0.00
1089.10000,652.34,0.78,0.00,0.00
1089.12000,652.32,0.78,0.00,0.00
1089.14000,652.29,0.78,0.00,0.00
1089.16000,652.27,0.78,0.00,0.00
1089.18000,652.24,0.78,0.00,0.00
1089.20000,652.21,0.78,0.00,0.00
1089.22000,652.19,0.78,0.00,0.00
1089.24000,652.16,0.78,0.00,0.00
1089.26000,652.14,0.78,0.00,0.00
1089.28000,652.11,0.78,0.00,0.00
1089.30000,652.09,0.78,0.00,0.00
1089.32000,652.06,0.78,0.00,0.00
1089.34000,652.04,0.78,0.00,0.00
1089.36000,652.01,0.77,0.00,0.00
1089.38000,651.98,0.77,0.00,0.00
1089.40000,651.96,0.77,0.00,0.00
1089.42000,651.93,0.77,0.00,0.00
1089.44000,651.91,0.77,0.00,0.00
1089.46000,651.88,0.77,0.00,0.00
1089.48000,651.86,0.77,0.00,0.00
1089.50000,651.83,0.77,0.00,0.00
1089.52000,651.81,0.77,0.00,0.00
1089.54000,651.78,0.77,0.00,0.00
1089.56000,651.75,0.77,0.00,0.00
1089.58000,651.73,0.77,0.00,0.00
1089.60000,651.70,0.77,0.00,0.00
1089.62000,651.68,0.77,0.00,0.00
1089.64000,651.65,0.77,0.00,0.00
1089.66000,651.63,0.77,0.00,0.00
1089.68000,651.60,0.77,0.00,0.00
1089.70000,651.58,0.77,0.00,0.00
1089.72000,651.55,0.77,0.00,0.00
1089.74000,651.53,0.77,0.00,0.00
1089.76000,651.50,0.77,0.00,0.00
1089.78000,651.47,0.77,0.00,0.00
1089.80000,651.45,0.77,0.00,0.00
1089.82000,651.42,0.77,0.00,0.00
1089.84000,651.40,0.77,0.00,0.00
1089.86000,651.37,0.77,0.00,0.00
1089.88000,651.35,0.77,0.00,0.00
1089.90000,651.32,0.77,0.00,0.00
1089.92000,651.30,0.77,0.00,0.00
1089.94000,651.27,0.77,0.00,0.00
1089.96000,651.25,0.77,0.00,0.00
1089.98000,651.22,0.77,0.00,0.00
1090.00000,651.19,0.77,0.00,0.00
1090.02000,651.17,0.77,0.00,0.00
1090.04000,651.14,0.77,0.00,0.00
1090.06000,651.12,0.77,0.00,0.00
1090.08000,651.09,0.77,0.00,0.00
1090.10000,651.07,0.77,0.00,0.00
1090.12000,651.04,0.77,0.00,0.00
1090.14000,651.02,0.77,0.00,0.00
1090.16000,650.99,0.77,0.00,0.00
1090.18000,650.97,0.77,0.00,0.00
1090.20000,650.94,0.77,0.00,0.00
1090.22000,650.92,0.77,0.00,0.00
1090.24000,650.89,0.77,0.00,0.00
1090.26000,650.86,0.77,0.00,0.00
1090.28000,650.84,0.77,0.00,0.00
1090.30000,650.81,0.77,0.00,0.00
1090.32000,650.79,0.77,0.00,0.00
1090.34000,650.76,0.77,0.00,0.00
1090.36000,650.74,0.77,0.00,0.00
1090.38000,650.71,0.77,0.00,0.00
1090.40000,650.69,0.77,0.00,0.00
1090.42000,650.66,0.77,0.00,0.00
1090.44000,650.64,0.77,0.00,0.00
1090.46000,650.61,0.77,0.00,0.00
1090.48000,650.59,0.77,0.00,0.00
1090.50000,650.56,0.77,0.00,0.00
1090.52000,650.53,0.77,0.00,0.00
1090.54000,650.51,0.77,0.00,0.00
1090.56000,650.48,0.77,0.00,0.00
1090.58000,650.46,0.77,0.00,0.00
1090.60000,650.43,0.77,0.00,0.00
1090.62000,650.41,0.77,0.00,0.00
1090.64000,650.38,0.77,0.00,0.00
1090.66000,650.36,0.77,0.00,0.00
1090.68000,650.33,0.77,0.00,0.00
1090.70000,650.31,0.77,0.00,0.00
1090.72000,650.28,0.77,0.00,0.00
1090.74000,650.26,0.77,0.00,0.00
1090.76000,650.23,0.77,0.00,0.00
1090.78000,650.21,0.77,0.00,0.00
1090.80000,650.18,0.77,0.00,0.00
1090.82000,650.16,0.77,0.00,0.00
1090.84000,650.13,0.77,0.00,0.00
1090.86000,650.10,0.77,0.00,0.00
1090.88000,650.08,0.77,0.00,0.00
1090.90000,650.05,0.77,0.00,0.00
1090.92000,650.03,0.77,0.00,0.00
1090.94000,650.00,0.77,0.00,0.00
1090.96000,649.98,0.77,0.00,0.00
1090.98000,649.95,0.77,0.00,0.00
1091.00000,649.93,0.77,0.00,0.00
1091.02000,649.90,0.77,0.00,0.00
1091.04000,649.88,0.77,0.00,0.00
1091.06000,649.85,0.77,0.00,0.00
1091.08000,649.83,0.77,0.00,0.00
1091.10000,649.80,0.77,0.00,0.00
1091.12000,649.78,0.77,0.00,0.00
1091.14000,649.75,0.77,0.00,0.00
1091.16000,649.73,0.77,0.00,0.00
1091.18000,649.70,0.77,0.00,0.00
1091.20000,649.68,0.77,0.00,0.00
1091.22000,649.65,0.77,0.00,0.00
1091.24000,649.63,0.77,0.00,0.00
1091.26000,649.60,0.77,0.00,0.00
1091.28000,649.57,0.77,0.00,0.00
1091.30000,649.55,0.77,0.00,0.00
1091.32000,649.52,0.77,0.00,0.00
1091.34000,649.50,0.77,0.00,0.00
1091.36000,649.47,0.77,0.00,0.00
1091.38000,649.45,0.77,0.00,0.00
1091.40000,649.42,0.77,0.00,0.00
1091.42000,649.40,0.77,0.00,0.00
1091.44000,649.37,0.77,0.00,0.00
1091.46000,649.35,0.77,0.00,0.00
1091.48000,649.32,0.77,0.00,0.00
1091.50000,649.30,0.77,0.00,0.00
1091.52000,649.27,0.77,0.00,0.00
1091.54000,649.25,0.77,0.00,0.00
1091.56000,649.22,0.77,0.00,0.00
1091.58000,649.20,0.77,0.00,0.00
1091.60000,649.17,0.77,0.00,0.00
1091.62000,649.15,0.77,0.00,0.00
1091.64000,649.12,0.77,0.00,0.00
1091.66000,649.10,0.77,0.00,0.00
1091.68000,649.07,0.77,0.00,0.00
1091.70000,649.05,0.77,0.00,0.00
1091.72000,649.02,0.77,0.00,0.00
1091.74000,649.00,0.77,0.00,0.00
1091.76000,648.97,0.77,0.00,0.00
1091.78000,648.95,0.77,0.00,0.00
1091.80000,648.92,0.77,0.00,0.00
1091.82000,648.90,0.77,0.00,0.00
1091.84000,648.87,0.77,0.00,0.00
1091.86000,648.85,0.77,0.00,0.00
1091.88000,648.82,0.77,0.00,0.00
1091.90000,648.80,0.77,0.00,0.00
1091.92000,648.77,0.77,0.00,0.00
1091.94000,648.75,0.77,0.00,0.00
1091.96000,648.72,0.77,0.00,0.00
1091.98000,648.69,0.77,0.00,0.00
1092.00000,648.67,0.77,0.00,0.00
1092.02000,648.64,0.77,0.00,0.00
1092.04000,648.62,0.77,0.00,0.00
1092.06000,648.59,0.77,0.00,0.00
1092.08000,648.57,0.77,0.00,0.00
1092.10000,648.54,0.77,0.00,0.00
1092.12000,648.52,0.77,0.00,0.00
1092.14000,648.49,0.77,0.00,0.00
1092.16000,648.47,0.77,0.00,0.00
1092.18000,648.44,0.77,0.00,0.00
1092.20000,648.42,0.77,0.00,0.00
1092.22000,648.39,0.77,0.00,0.00
1092.24000,648.37,0.77,0.00,0.00
1092.26000,648.34,0.77,0.00,0.00
1092.28000,648.32,0.77,0.00,0.00
1092.30000,648.29,0.77,0.00,0.00
1092.32000,648.27,0.77,0.00,0.00
1092.34000,648.24,0.77,0.00,0.00
1092.36000,648.22,0.77,0.00,0.00
1092.38000,648.19,0.77,0.00,0.00
1092.40000,648.17,0.77,0.00,0.00
1092.42000,648.14,0.77,0.00,0.00
1092.44000,648.12,0.77,0.00,0.00
1092.46000,648.09,0.77,0.00,0.00
1092.48000,648.07,0.77,0.00,0.00
1092.50000,648.04,0.77,0.00,0.00
1092.52000,648.02,0.77,0.00,0.00
1092.54000,647.99,0.77,0.00,0.00
1092.56000,647.97,0.77,0.00,0.00
1092.58000,647.94,0.77,0.00,0.00
1092.60000,647.92,0.77,0.00,0.00
1092.62000,647.89,0.77,0.00,0.00
1092.64000,647.87,0.77,0.00,0.00
1092.66000,647.84,0.77,0.00,0.00
1092.68000,647.82,0.77,0.00,0.00
1092.70000,647.79,0.77,0.00,0.00
1092.72000,647.77,0.77,0.00,0.00
1092.74000,647.74,0.77,0.00,0.00
1092.76000,647.72,0.77,0.00,0.00
1092.78000,647.69,0.77,0.00,0.00
1092.80000,647.67,0.77,0.00,0.00
1092.82000,647.64,0.77,0.00,0.00
1092.84000,647.62,0.77,0.00,0.00
1092.86000,647.59,0.77,0.00,0.00
1092.88000,647.57,0.77,0.00,0.00
1092.90000,647.54,0.77,0.00,0.00
1092.92000,647.52,0.77,0.00,0.00
1092.94000,647.49,0.77,0.00,0.00
1092.96000,647.47,0.77,0.00,0.00
1092.98000,647.44,0.77,0.00,0.00
1093.00000,647.42,0.77,0.00,0.00
1093.02000,647.39,0.77,0.00,0.00
1093.04000,647.37,0.77,0.00,0.00
1093.06000,647.35,0.77,0.00,0.00
1093.08000,647.32,0.77,0.00,0.00
1093.10000,647.30,0.77,0.00,0.00
1093.12000,647.27,0.77,0.00,0.00
1093.14000,647.25,0.77,0.00,0.00
1093.16000,647.22,0.77,0.00,0.00
1093.18000,647.20,0.77,0.00,0.00
1093.20000,647.17,0.77,0.00,0.00
1093.22000,647.15,0.77,0.00,0.00
1093.24000,647.12,0.77,0.00,0.00
1093.26000,647.10,0.77,0.00,0.00
1093.28000,647.07,0.77,0.00,0.00
1093.30000,647.05,0.77,0.00,0.00
1093.32000,647.02,0.77,0.00,0.00
1093.34000,647.00,0.77,0.00,0.00
1093.36000,646.97,0.77,0.00,0.00
1093.38000,646.95,0.77,0.00,0.00
1093.40000,646.92,0.77,0.00,0.00
1093.42000,646.90,0.77,0.00,0.00
1093.44000,646.87,0.77,0.00,0.00
1093.46000,646.85,0.77,0.00,0.00
1093.48000,646.82,0.77,0.00,0.00
1093.50000,646.80,0.77,0.00,0.00
1093.52000,646.77,0.77,0.00,0.00
1093.54000,646.75,0.77,0.00,0.00
1093.56000,646.72,0.77,0.00,0.00
1093.58000,646.70,0.77,0.00,0.00
1093.60000,646.67,0.77,0.00,0.00
1093.62000,646.65,0.77,0.00,0.00
1093.64000,646.62,0.77,0.00,0.00
1093.66000,646.60,0.77,0.00,0.00
1093.68000,646.57,0.77,0.00,0.00
1093.70000,646.55,0.77,0.00,0.00
1093.72000,646.53,0.77,0.00,0.00
1093.74000,646.50,0.77,0.00,0.00
1093.76000,646.48,0.77,0.00,0.00
1093.78000,646.45,0.77,0.00,0.00
1093.80000,646.43,0.77,0.00,0.00
1093.82000,646.40,0.77,0.00,0.00
1093.84000,646.38,0.77,0.00,0.00
1093.86000,646.35,0.77,0.00,0.00
1093.88000,646.33,0.77,0.00,0.00
1093.90000,646.30,0.77,0.00,0.00
1093.92000,646.28,0.77,0.00,0.00
1093.94000,646.25,0.77,0.00,0.00
1093.96000,646.23,0.77,0.00,0.00
1093.98000,646.20,0.77,0.00,0.00
1094.00000,646.18,0.77,0.00,0.00
1094.02000,646.15,0.77,0.00,0.00
1094.04000,646.13,0.77,0.00,0.00
1094.06000,646.10,0.77,0.00,0.00
1094.08000,646.08,0.77,0.00,0.00
1094.10000,646.05,0.77,0.00,0.00
1094.12000,646.03,0.77,0.00,0.00
1094.14000,646.01,0.77,0.00,0.00
1094.16000,645.98,0.77,0.00,0.00
1094.18000,645.96,0.77,0.00,0.00
1094.20000,645.93,0.77,0.00,0.00
1094.22000,645.91,0.77,0.00,0.00
1094.24000,645.88,0.77,0.00,0.00
1094.26000,645.86,0.77,0.00,0.00
1094.28000,645.83,0.77,0.00,0.00
1094.30000,645.81,0.77,0.00,0.00
1094.32000,645.78,0.77,0.00,0.00
1094.34000,645.76,0.77,0.00,0.00
1094.36000,645.73,0.77,0.00,0.00
1094.38000,645.71,0.77,0.00,0.00
1094.40000,645.68,0.77,0.00,0.00
1094.42000,645.66,0.77,0.00,0.00
1094.44000,645.63,0.77,0.00,0.00
1094.46000,645.61,0.77,0.00,0.00
1094.48000,645.59,0.77,0.00,0.00
1094.50000,645.56,0.77,0.00,0.00
1094.52000,645.54,0.77,0.00,0.00
1094.54000,645.51,0.77,0.00,0.00
1094.56000,645.49,0.77,0.00,0.00
1094.58000,645.46,0.77,0.00,0.00
1094.60000,645.44,0.77,0.00,0.00
1094.62000,645.41,0.77,0.00,0.00
1094.64000,645.39,0.77,0.00,0.00
1094.66000,645.36,0.77,0.00,0.00
1094.68000,645.34,0.77,0.00,0.00
1094.70000,645.31,0.77,0.00,0.00
1094.72000,645.29,0.77,0.00,0.00
1094.74000,645.26,0.77,0.00,0.00
1094.76000,645.24,0.77,0.00,0.00
1094.78000,645.22,0.77,0.00,0.00
1094.80000,645.19,0.77,0.00,0.00
1094.82000,645.17,0.77,0.00,0.00
1094.84000,645.14,0.77,0.00,0.00
1094.86000,645.12,0.77,0.00,0.00
1094.88000,645.09,0.77,0.00,0.00
1094.90000,645.07,0.77,0.00,0.00
1094.92000,645.04,0.77,0.00,0.00
1094.94000,645.02,0.77,0.00,0.00
1094.96000,644.99,0.77,0.00,0.00
1094.98000,644.97,0.77,0.00,0.00
1095.00000,644.94,0.77,0.00,0.00
1095.02000,644.92,0.77,0.00,0.00
1095.04000,644.90,0.77,0.00,0.00
1095.06000,644.87,0.77,0.00,0.00
1095.08000,644.85,0.77,0.00,0.00
1095.10000,644.82,0.77,0.00,0.00
1095.12000,644.80,0.77,0.00,0.00
1095.14000,644.77,0.77,0.00,0.00
1095.16000,644.75,0.77,0.00,0.00
1095.18000,644.72,0.77,0.00,0.00
1095.20000,644.70,0.77,0.00,0.00
1095.22000,644.67,0.77,0.00,0.00
1095.24000,644.65,0.77,0.00,0.00
1095.26000,644.63,0.77,0.00,0.00
1095.28000,644.60,0.77,0.00,0.00
1095.30000,644.58,0.77,0.00,0.00
1095.32000,644.55,0.77,0.00,0.00
1095.34000,644.53,0.77,0.00,0.00
1095.36000,644.50,0.77,0.00,0.00
1095.38000,644.48,0.77,0.00,0.00
1095.40000,644.45,0.77,0.00,0.00
1095.42000,644.43,0.77,0.00,0.00
1095.44000,644.40,0.77,0.00,0.00
1095.46000,644.38,0.77,0.00,0.00
1095.48000,644.36,0.77,0.00,0.00
1095.50000,644.33,0.77,0.00,0.00
1095.52000,644.31,0.77,0.00,0.00
1095.54000,644.28,0.77,0.00,0.00
1095.56000,644.26,0.77,0.00,0.00
1095.58000,644.23,0.77,0.00,0.00
1095.60000,644.21,0.77,0.00,0.00
1095.62000,644.18,0.77,0.00,0.00
1095.64000,644.16,0.77,0.00,0.00
1095.66000,644.14,0.77,0.00,0.00
1095.68000,644.11,0.77,0.00,0.00
1095.70000,644.09,0.77,0.00,0.00
1095.72000,644.06,0.77,0.00,0.00
1095.74000,644.04,0.77,0.00,0.00
1095.76000,644.01,0.77,0.00,0.00
1095.78000,643.99,0.77,0.00,0.00
1095.80000,643.96,0.77,0.00,0.00
1095.82000,643.94,0.77,0.00,0.00
1095.84000,643.92,0.77,0.00,0.00
1095.86000,643.89,0.77,0.00,0.00
1095.88000,643.87,0.77,0.00,0.00
1095.90000,643.84,0.77,0.00,0.00
1095.92000,643.82,0.77,0.00,0.00
1095.94000,643.79,0.77,0.00,0.00
1095.96000,643.77,0.77,0.00,0.00
1095.98000,643.74,0.77,0.00,0.00
1096.00000,643.72,0.77,0.00,0.00
1096.02000,643.70,0.77,0.00,0.00
1096.04000,643.67,0.77,0.00,0.00
1096.06000,643.65,0.77,0.00,0.00
1096.08000,643.62,0.77,0.00,0.00
1096.10000,643.60,0.77,0.00,0.00
1096.12000,643.57,0.77,0.00,0.00
1096.14000,643.55,0.77,0.00,0.00
1096.16000,643.52,0.77,0.00,0.00
1096.18000,643.50,0.77,0.00,0.00
1096.20000,643.48,0.77,0.00,0.00
1096.22000,643.45,0.76,0.00,0.00
1096.24000,643.43,0.76,0.00,0.00
1096.26000,643.40,0.76,0.00,0.00
1096.28000,643.38,0.76,0.00,0.00
1096.30000,643.35,0.76,0.00,0.00
1096.32000,643.33,0.76,0.00,0.00
1096.34000,643.31,0.76,0.00,0.00
1096.36000,643.28,0.76,0.00,0.00
1096.38000,643.26,0.76,0.00,0.00
1096.40000,643.23,0.76,0.00,0.00
1096.42000,643.21,0.76,0.00,0.00
1096.44000,643.18,0.76,0.00,0.00
1096.46000,643.16,0.76,0.00,0.00
1096.48000,643.13,0.76,0.00,0.00
1096.50000,643.11,0.76,0.00,0.00
1096.52000,643.09,0.76,0.00,0.00
1096.54000,643.06,0.76,0.00,0.00
1096.56000,643.04,0.76,0.00,0.00
1096.58000,643.01,0.76,0.00,0.00
1096.60000,642.99,0.76,0.00,0.00
1096.62000,642.96,0.76,0.00,0.00
1096.64000,642.94,0.76,0.00,0.00
1096.66000,642.92,0.76,0.00,0.00
1096.68000,642.89,0.76,0.00,0.00
1096.70000,642.87,0.76,0.00,0.00
1096.72000,642.84,0.76,0.00,0.00
1096.74000,642.82,0.76,0.00,0.00
1096.76000,642.79,0.76,0.00,0.00
1096.78000,642.77,0.76,0.00,0.00
1096.80000,642.75,0.76,0.00,0.00
1096.82000,642.72,0.76,0.00,0.00
1096.84000,642.70,0.76,0.00,0.00
1096.86000,642.67,0.76,0.00,0.00
1096.88000,642.65,0.76,0.00,0.00
1096.90000,642.62,0.76,0.00,0.00
1096.92000,642.60,0.76,0.00,0.00
1096.94000,642.58,0.76,0.00,0.00
1096.96000,642.55,0.76,0.00,0.00
1096.98000,642.53,0.76,0.00,0.00
1097.00000,642.50,0.76,0.00,0.00
1097.02000,642.48,0.76,0.00,0.00
1097.04000,642.45,0.76,0.00,0.00
1097.06000,642.43,0.76,0.00,0.00
1097.08000,642.41,0.76,0.00,0.00
1097.10000,642.38,0.76,0.00,0.00
1097.12000,642.36,0.76,0.00,0.00
1097.14000,642.33,0.76,0.00,0.00
1097.16000,642.31,0.76,0.00,0.00
1097.18000,642.28,0.76,0.00,0.00
1097.20000,642.26,0.76,0.00,0.00
1097.22000,642.24,0.76,0.00,0.00
1097.24000,642.21,0.76,0.00,0.00
1097.26000,642.19,0.76,0.00,0.00
1097.28000,642.16,0.76,0.00,0.00
1097.30000,642.14,0.76,0.00,0.00
1097.32000,642.11,0.76,0.00,0.00
1097.34000,642.09,0.76,0.00,0.00
1097.36000,642.07,0.76,0.00,0.00
1097.38000,642.04,0.76,0.00,0.00
1097.40000,642.02,0.76,0.00,0.00
1097.42000,641.99,0.76,0.00,0.00
1097.44000,641.97,0.76,0.00,0.00
1097.46000,641.95,0.76,0.00,0.00
1097.48000,641.92,0.76,0.00,0.00
1097.50000,641.90,0.76,0.00,0.00
1097.52000,641.87,0.76,0.00,0.00
1097.54000,641.85,0.76,0.00,0.00
1097.56000,641.82,0.76,0.00,0.00
1097.58000,641.80,0.76,0.00,0.00
1097.60000,641.78,0.76,0.00,0.00
1097.62000,641.75,0.76,0.00,0.00
1097.64000,641.73,0.76,0.00,0.00
1097.66000,641.70,0.76,0.00,0.00
1097.68000,641.68,0.76,0.00,0.00
1097.70000,641.66,0.76,0.00,0.00
1097.72000,641.63,0.76,0.00,0.00
1097.74000,641.61,0.76,0.00,0.00
1097.76000,641.58,0.76,0.00,0.00
1097.78000,641.56,0.76,0.00,0.00
1097.80000,641.53,0.76,0.00,0.00
1097.82000,641.51,0.76,0.00,0.00
1097.84000,641.49,0.76,0.00,0.00
1097.86000,641.46,0.76,0.00,0.00
1097.88000,641.44,0.76,0.00,0.00
1097.90000,641.41,0.76,0.00,0.00
1097.92000,641.39,0.76,0.00,0.00
1097.94000,641.37,0.76,0.00,0.00
1097.96000,641.34,0.76,0.00,0.00
1097.98000,641.32,0.76,0.00,0.00
1098.00000,641.29,0.76,0.00,0.00
1098.02000,641.27,0.76,0.00,0.00
1098.04000,641.25,0.76,0.00,0.00
1098.06000,641.22,0.76,0.00,0.00
1098.08000,641.20,0.76,0.00,0.00
1098.10000,641.17,0.76,0.00,0.00
1098.12000,641.15,0.76,0.00,0.00
1098.14000,641.12,0.76,0.00,0.00
1098.16000,641.10,0.76,0.00,0.00
1098.18000,641.08,0.76,0.00,0.00
1098.20000,641.05,0.76,0.00,0.00
1098.22000,641.03,0.76,0.00,0.00
1098.24000,641.00,0.76,0.00,0.00
1098.26000,640.98,0.76,0.00,0.00
1098.28000,640.96,0.76,0.00,0.00
1098.30000,640.93,0.76,0.00,0.00
1098.32000,640.91,0.76,0.00,0.00
1098.34000,640.88,0.76,0.00,0.00
1098.36000,640.86,0.76,0.00,0.00
1098.38000,640.84,0.76,0.00,0.00
1098.40000,640.81,0.76,0.00,0.00
1098.42000,640.79,0.76,0.00,0.00
1098.44000,640.76,0.76,0.00,0.00
1098.46000,640.74,0.76,0.00,0.00
1098.48000,640.72,0.76,0.00,0.00
1098.50000,640.69,0.76,0.00,0.00
1098.52000,640.67,0.76,0.00,0.00
1098.54000,640.64,0.76,0.00,0.00
1098.56000,640.62,0.76,0.00,0.00
1098.58000,640.60,0.76,0.00,0.00
1098.60000,640.57,0.76,0.00,0.00
1098.62000,640.55,0.76,0.00,0.00
1098.64000,640.52,0.76,0.00,0.00
1098.66000,640.50,0.76,0.00,0.00
1098.68000,640.48,0.76,0.00,0.00
1098.70000,640.45,0.76,0.00,0.00
1098.72000,640.43,0.76,0.00,0.00
1098.74000,640.40,0.76,0.00,0.00
1098.76000,640.38,0.76,0.00,0.00
1098.78000,640.36,0.76,0.00,0.00
1098.80000,640.33,0.76,0.00,0.00
1098.82000,640.31,0.76,0.00,0.00
1098.84000,640.28,0.76,0.00,0.00
1098.86000,640.26,0.76,0.00,0.00
1098.88000,640.24,0.76,0.00,0.00
1098.90000,640.21,0.76,0.00,0.00
1098.92000,640.19,0.76,0.00,0.00
1098.94000,640.16,0.76,0.00,0.00
1098.96000,640.14,0.76,0.00,0.00
1098.98000,640.12,0.76,0.00,0.00
1099.00000,640.09,0.76,0.00,0.00
1099.02000,640.07,0.76,0.00,0.00
1099.04000,640.04,0.76,0.00,0.00
1099.06000,640.02,0.76,0.00,0.00
1099.08000,640.00,0.76,0.00,0.00
1099.10000,639.97,0.76,0.00,0.00
1099.12000,639.95,0.76,0.00,0.00
1099.14000,639.92,0.76,0.00,0.00
1099.16000,639.90,0.76,0.00,0.00
1099.18000,639.88,0.76,0.00,0.00
1099.20000,639.85,0.76,0.00,0.00
1099.22000,639.83,0.76,0.00,0.00
1099.24000,639.80,0.76,0.00,0.00
1099.26000,639.78,0.76,0.00,0.00
1099.28000,639.76,0.76,0.00,0.00
1099.30000,639.73,0.76,0.00,0.00
1099.32000,639.71,0.76,0.00,0.00
1099.34000,639.69,0.76,0.00,0.00
1099.36000,639.66,0.76,0.00,0.00
1099.38000,639.64,0.76,0.00,0.00
1099.40000,639.61,0.76,0.00,0.00
1099.42000,639.59,0.76,0.00,0.00
1099.44000,639.57,0.76,0.00,0.00
1099.46000,639.54,0.76,0.00,0.00
1099.48000,639.52,0.76,0.00,0.00
