Rb1,5s1/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
871.82000,1653.23,1.93,0.00,0.00
871.84000,1652.90,1.93,0.00,0.00
871.86000,1652.57,1.93,0.00,0.00
871.88000,1652.24,1.93,0.00,0.00
871.90000,1651.92,1.93,0.00,0.00
871.92000,1651.59,1.93,0.00,0.00
871.94000,1651.26,1.93,0.00,0.00
871.96000,1650.93,1.93,0.00,0.00
871.98000,1650.60,1.92,0.00,0.00
872.00000,1650.28,1.92,0.00,0.00
872.02000,1649.95,1.92,0.00,0.00
872.04000,1649.62,1.92,0.00,0.00
872.06000,1649.29,1.92,0.00,0.00
872.08000,1648.97,1.92,0.00,0.00
872.10000,1648.64,1.92,0.00,0.00
872.12000,1648.31,1.92,0.00,0.00
872.14000,1647.99,1.92,0.00,0.00
872.16000,1647.66,1.92,0.00,0.00
872.18000,1647.33,1.92,0.00,0.00
872.20000,1647.01,1.92,0.00,0.00
872.22000,1646.68,1.92,0.00,0.00
872.24000,1646.35,1.92,0.00,0.00
872.26000,1646.03,1.92,0.00,0.00
872.28000,1645.70,1.92,0.00,0.00
872.30000,1645.38,1.92,0.00,0.00
872.32000,1645.05,1.92,0.00,0.00
872.34000,1644.73,1.92,0.00,0.00
872.36000,1644.40,1.92,0.00,0.00
872.38000,1644.08,1.92,0.00,0.00
872.40000,1643.75,1.92,0.00,0.00
872.42000,1643.43,1.92,0.00,0.00
872.44000,1643.10,1.92,0.00,0.00
872.46000,1642.78,1.92,0.00,0.00
872.48000,1642.45,1.92,0.00,0.00
872.50000,1642.13,1.92,0.00,0.00
872.52000,1641.81,1.91,0.00,0.00
872.54000,1641.48,1.91,0.00,0.00
872.56000,1641.16,1.91,0.00,0.00
872.58000,1640.84,1.91,0.00,0.00
872.60000,1640.51,1.91,0.00,0.00
872.62000,1640.19,1.91,0.00,0.00
872.64000,1639.87,1.91,0.00,0.00
872.66000,1639.54,1.91,0.00,0.00
872.68000,1639.22,1.91,0.00,0.00
872.70000,1638.90,1.91,0.00,0.00
872.72000,1638.58,1.91,0.00,0.00
872.74000,1638.26,1.91,0.00,0.00
872.76000,1637.93,1.91,0.00,0.00
872.78000,1637.61,1.91,0.00,0.00
872.80000,1637.29,1.91,0.00,0.00
872.82000,1636.97,1.91,0.00,0.00
872.84000,1636.65,1.91,0.00,0.00
872.86000,1636.33,1.91,0.00,0.00
872.88000,1636.00,1.91,0.00,0.00
872.90000,1635.68,1.91,0.00,0.00
872.92000,1635.36,1.91,0.00,0.00
872.94000,1635.04,1.91,0.00,0.00
872.96000,1634.72,1.91,0.00,0.00
872.98000,1634.40,1.91,0.00,0.00
873.00000,1634.08,1.91,0.00,0.00
873.02000,1633.76,1.91,0.00,0.00
873.04000,1633.44,1.91,0.00,0.00
873.06000,1633.12,1.91,0.00,0.00
873.08000,1632.80,1.90,0.00,0.00
873.10000,1632.48,1.90,0.00,0.00
873.12000,1632.16,1.90,0.00,0.00
873.14000,1631.84,1.90,0.00,0.00
873.16000,1631.53,1.90,0.00,0.00
873.18000,1631.21,1.90,0.00,0.00
873.20000,1630.89,1.90,0.00,0.00
873.22000,1630.57,1.90,0.00,0.00
873.24000,1630.25,1.90,0.00,0.00
873.26000,1629.93,1.90,0.00,0.00
873.28000,1629.61,1.90,0.00,0.00
873.30000,1629.30,1.90,0.00,0.00
873.32000,1628.98,1.90,0.00,0.00
873.34000,1628.66,1.90,0.00,0.00
873.36000,1628.34,1.90,0.00,0.00
873.38000,1628.03,1.90,0.00,0.00
873.40000,1627.71,1.90,0.00,0.00
873.42000,1627.39,1.90,0.00,0.00
873.44000,1627.08,1.90,0.00,0.00
873.46000,1626.76,1.90,0.00,0.00
873.48000,1626.44,1.90,0.00,0.00
873.50000,1626.13,1.90,0.00,0.00
873.52000,1625.81,1.90,0.00,0.00
873.54000,1625.49,1.90,0.00,0.00
873.56000,1625.18,1.90,0.00,0.00
873.58000,1624.86,1.90,0.00,0.00
873.60000,1624.55,1.90,0.00,0.00
873.62000,1624.23,1.90,0.00,0.00
873.64000,1623.91,1.89,0.00,0.00
873.66000,1623.60,1.89,0.00,0.00
873.68000,1623.28,1.89,0.00,0.00
873.70000,1622.97,1.89,0.00,0.00
873.72000,1622.65,1.89,0.00,0.00
873.74000,1622.34,1.89,0.00,0.00
873.76000,1622.02,1.89,0.00,0.00
873.78000,1621.71,1.89,0.00,0.00
873.80000,1621.40,1.89,0.00,0.00
873.82000,1621.08,1.89,0.00,0.00
873.84000,1620.77,1.89,0.00,0.00
873.86000,1620.45,1.89,0.00,0.00
873.88000,1620.14,1.89,0.00,0.00
873.90000,1619.83,1.89,0.00,0.00
873.92000,1619.51,1.89,0.00,0.00
873.94000,1619.20,1.89,0.00,0.00
873.96000,1618.89,1.89,0.00,0.00
873.98000,1618.57,1.89,0.00,0.00
874.00000,1618.26,1.89,0.00,0.00
874.02000,1617.95,1.89,0.00,0.00
874.04000,1617.64,1.89,0.00,0.00
874.06000,1617.32,1.89,0.00,0.00
874.08000,1617.01,1.89,0.00,0.00
874.10000,1616.70,1.89,0.00,0.00
874.12000,1616.39,1.89,0.00,0.00
874.14000,1616.08,1.89,0.00,0.00
874.16000,1615.76,1.89,0.00,0.00
874.18000,1615.45,1.89,0.00,0.00
874.20000,1615.14,1.88,0.00,0.00
874.22000,1614.83,1.88,0.00,0.00
874.24000,1614.52,1.88,0.00,0.00
874.26000,1614.21,1.88,0.00,0.00
874.28000,1613.90,1.88,0.00,0.00
874.30000,1613.59,1.88,0.00,0.00
874.32000,1613.28,1.88,0.00,0.00
874.34000,1612.97,1.88,0.00,0.00
874.36000,1612.66,1.88,0.00,0.00
874.38000,1612.35,1.88,0.00,0.00
874.40000,1612.04,1.88,0.00,0.00
874.42000,1611.73,1.88,0.00,0.00
874.44000,1611.42,1.88,0.00,0.00
874.46000,1611.11,1.88,0.00,0.00
874.48000,1610.80,1.88,0.00,0.00
874.50000,1610.49,1.88,0.00,0.00
874.52000,1610.18,1.88,0.00,0.00
874.54000,1609.87,1.88,0.00,0.00
874.56000,1609.56,1.88,0.00,0.00
874.58000,1609.25,1.88,0.00,0.00
874.60000,1608.94,1.88,0.00,0.00
874.62000,1608.64,1.88,0.00,0.00
874.64000,1608.33,1.88,0.00,0.00
874.66000,1608.02,1.88,0.00,0.00
874.68000,1607.71,1.88,0.00,0.00
874.70000,1607.40,1.88,0.00,0.00
874.72000,1607.10,1.88,0.00,0.00
874.74000,1606.79,1.88,0.00,0.00
874.76000,1606.48,1.88,0.00,0.00
874.78000,1606.17,1.87,0.00,0.00
874.80000,1605.87,1.87,0.00,0.00
874.82000,1605.56,1.87,0.00,0.00
874.84000,1605.25,1.87,0.00,0.00
874.86000,1604.95,1.87,0.00,0.00
874.88000,1604.64,1.87,0.00,0.00
874.90000,1604.33,1.87,0.00,0.00
874.92000,1604.03,1.87,0.00,0.00
874.94000,1603.72,1.87,0.00,0.00
874.96000,1603.41,1.87,0.00,0.00
874.98000,1603.11,1.87,0.00,0.00
875.00000,1602.80,1.87,0.00,0.00
875.02000,1602.50,1.87,0.00,0.00
875.04000,1602.19,1.87,0.00,0.00
875.06000,1601.89,1.87,0.00,0.00
875.08000,1601.58,1.87,0.00,0.00
875.10000,1601.28,1.87,0.00,0.00
875.12000,1600.97,1.87,0.00,0.00
875.14000,1600.67,1.87,0.00,0.00
875.16000,1600.36,1.87,0.00,0.00
875.18000,1600.06,1.87,0.00,0.00
875.20000,1599.75,1.87,0.00,0.00
875.22000,1599.45,1.87,0.00,0.00
875.24000,1599.14,1.87,0.00,0.00
875.26000,1598.84,1.87,0.00,0.00
875.28000,1598.54,1.87,0.00,0.00
875.30000,1598.23,1.87,0.00,0.00
875.32000,1597.93,1.87,0.00,0.00
875.34000,1597.63,1.86,0.00,0.00
875.36000,1597.32,1.86,0.00,0.00
875.38000,1597.02,1.86,0.00,0.00
875.40000,1596.72,1.86,0.00,0.00
875.42000,1596.41,1.86,0.00,0.00
875.44000,1596.11,1.86,0.00,0.00
875.46000,1595.81,1.86,0.00,0.00
875.48000,1595.51,1.86,0.00,0.00
875.50000,1595.20,1.86,0.00,0.00
875.52000,1594.90,1.86,0.00,0.00
875.54000,1594.60,1.86,0.00,0.00
875.56000,1594.30,1.86,0.00,0.00
875.58000,1594.00,1.86,0.00,0.00
875.60000,1593.70,1.86,0.00,0.00
875.62000,1593.39,1.86,0.00,0.00
875.64000,1593.09,1.86,0.00,0.00
875.66000,1592.79,1.86,0.00,0.00
875.68000,1592.49,1.86,0.00,0.00
875.70000,1592.19,1.86,0.00,0.00
875.72000,1591.89,1.86,0.00,0.00
875.74000,1591.59,1.86,0.00,0.00
875.76000,1591.29,1.86,0.00,0.00
875.78000,1590.99,1.86,0.00,0.00
875.80000,1590.69,1.86,0.00,0.00
875.82000,1590.39,1.86,0.00,0.00
875.84000,1590.09,1.86,0.00,0.00
875.86000,1589.79,1.86,0.00,0.00
875.88000,1589.49,1.86,0.00,0.00
875.90000,1589.19,1.86,0.00,0.00
875.92000,1588.89,1.86,0.00,0.00
875.94000,1588.59,1.85,0.00,0.00
875.96000,1588.29,1.85,0.00,0.00
875.98000,1587.99,1.85,0.00,0.00
876.00000,1587.69,1.85,0.00,0.00
876.02000,1587.39,1.85,0.00,0.00
876.04000,1587.09,1.85,0.00,0.00
876.06000,1586.80,1.85,0.00,0.00
876.08000,1586.50,1.85,0.00,0.00
876.10000,1586.20,1.85,0.00,0.00
876.12000,1585.90,1.85,0.00,0.00
876.14000,1585.60,1.85,0.00,0.00
876.16000,1585.31,1.85,0.00,0.00
876.18000,1585.01,1.85,0.00,0.00
876.20000,1584.71,1.85,0.00,0.00
876.22000,1584.41,1.85,0.00,0.00
876.24000,1584.12,1.85,0.00,0.00
876.26000,1583.82,1.85,0.00,0.00
876.28000,1583.52,1.85,0.00,0.00
876.30000,1583.22,1.85,0.00,0.00
876.32000,1582.93,1.85,0.00,0.00
876.34000,1582.63,1.85,0.00,0.00
876.36000,1582.34,1.85,0.00,0.00
876.38000,1582.04,1.85,0.00,0.00
876.40000,1581.74,1.85,0.00,0.00
876.42000,1581.45,1.85,0.00,0.00
876.44000,1581.15,1.85,0.00,0.00
876.46000,1580.85,1.85,0.00,0.00
876.48000,1580.56,1.85,0.00,0.00
876.50000,1580.26,1.85,0.00,0.00
876.52000,1579.97,1.84,0.00,0.00
876.54000,1579.67,1.84,0.00,0.00
876.56000,1579.38,1.84,0.00,0.00
876.58000,1579.08,1.84,0.00,0.00
876.60000,1578.79,1.84,0.00,0.00
876.62000,1578.49,1.84,0.00,0.00
876.64000,1578.20,1.84,0.00,0.00
876.66000,1577.90,1.84,0.00,0.00
876.68000,1577.61,1.84,0.00,0.00
876.70000,1577.32,1.84,0.00,0.00
876.72000,1577.02,1.84,0.00,0.00
876.74000,1576.73,1.84,0.00,0.00
876.76000,1576.43,1.84,0.00,0.00
876.78000,1576.14,1.84,0.00,0.00
876.80000,1575.85,1.84,0.00,0.00
876.82000,1575.55,1.84,0.00,0.00
876.84000,1575.26,1.84,0.00,0.00
876.86000,1574.97,1.84,0.00,0.00
876.88000,1574.67,1.84,0.00,0.00
876.90000,1574.38,1.84,0.00,0.00
876.92000,1574.09,1.84,0.00,0.00
876.94000,1573.80,1.84,0.00,0.00
876.96000,1573.50,1.84,0.00,0.00
876.98000,1573.21,1.84,0.00,0.00
877.00000,1572.92,1.84,0.00,0.00
877.02000,1572.63,1.84,0.00,0.00
877.04000,1572.33,1.84,0.00,0.00
877.06000,1572.04,1.84,0.00,0.00
877.08000,1571.75,1.84,0.00,0.00
877.10000,1571.46,1.84,0.00,0.00
877.12000,1571.17,1.84,0.00,0.00
877.14000,1570.88,1.83,0.00,0.00
877.16000,1570.59,1.83,0.00,0.00
877.18000,1570.29,1.83,0.00,0.00
877.20000,1570.00,1.83,0.00,0.00
877.22000,1569.71,1.83,0.00,0.00
877.24000,1569.42,1.83,0.00,0.00
877.26000,1569.13,1.83,0.00,0.00
877.28000,1568.84,1.83,0.00,0.00
877.30000,1568.55,1.83,0.00,0.00
877.32000,1568.26,1.83,0.00,0.00
877.34000,1567.97,1.83,0.00,0.00
877.36000,1567.68,1.83,0.00,0.00
877.38000,1567.39,1.83,0.00,0.00
877.40000,1567.10,1.83,0.00,0.00
877.42000,1566.81,1.83,0.00,0.00
877.44000,1566.52,1.83,0.00,0.00
877.46000,1566.23,1.83,0.00,0.00
877.48000,1565.94,1.83,0.00,0.00
877.50000,1565.65,1.83,0.00,0.00
877.52000,1565.37,1.83,0.00,0.00
877.54000,1565.08,1.83,0.00,0.00
877.56000,1564.79,1.83,0.00,0.00
877.58000,1564.50,1.83,0.00,0.00
877.60000,1564.21,1.83,0.00,0.00
877.62000,1563.92,1.83,0.00,0.00
877.64000,1563.63,1.83,0.00,0.00
877.66000,1563.35,1.83,0.00,0.00
877.68000,1563.06,1.83,0.00,0.00
877.70000,1562.77,1.83,0.00,0.00
877.72000,1562.48,1.83,0.00,0.00
877.74000,1562.20,1.82,0.00,0.00
877.76000,1561.91,1.82,0.00,0.00
877.78000,1561.62,1.82,0.00,0.00
877.80000,1561.33,1.82,0.00,0.00
877.82000,1561.05,1.82,0.00,0.00
877.84000,1560.76,1.82,0.00,0.00
877.86000,1560.47,1.82,0.00,0.00
877.88000,1560.19,1.82,0.00,0.00
877.90000,1559.90,1.82,0.00,0.00
877.92000,1559.61,1.82,0.00,0.00
877.94000,1559.33,1.82,0.00,0.00
877.96000,1559.04,1.82,0.00,0.00
877.98000,1558.76,1.82,0.00,0.00
878.00000,1558.47,1.82,0.00,0.00
878.02000,1558.18,1.82,0.00,0.00
878.04000,1557.90,1.82,0.00,0.00
878.06000,1557.61,1.82,0.00,0.00
878.08000,1557.33,1.82,0.00,0.00
878.10000,1557.04,1.82,0.00,0.00
878.12000,1556.76,1.82,0.00,0.00
878.14000,1556.47,1.82,0.00,0.00
878.16000,1556.19,1.82,0.00,0.00
878.18000,1555.90,1.82,0.00,0.00
878.20000,1555.62,1.82,0.00,0.00
878.22000,1555.33,1.82,0.00,0.00
878.24000,1555.05,1.82,0.00,0.00
878.26000,1554.77,1.82,0.00,0.00
878.28000,1554.48,1.82,0.00,0.00
878.30000,1554.20,1.82,0.00,0.00
878.32000,1553.91,1.82,0.00,0.00
878.34000,1553.63,1.82,0.00,0.00
878.36000,1553.35,1.81,0.00,0.00
878.38000,1553.06,1.81,0.00,0.00
878.40000,1552.78,1.81,0.00,0.00
878.42000,1552.50,1.81,0.00,0.00
878.44000,1552.21,1.81,0.00,0.00
878.46000,1551.93,1.81,0.00,0.00
878.48000,1551.65,1.81,0.00,0.00
878.50000,1551.37,1.81,0.00,0.00
878.52000,1551.08,1.81,0.00,0.00
878.54000,1550.80,1.81,0.00,0.00
878.56000,1550.52,1.81,0.00,0.00
878.58000,1550.24,1.81,0.00,0.00
878.60000,1549.95,1.81,0.00,0.00
878.62000,1549.67,1.81,0.00,0.00
878.64000,1549.39,1.81,0.00,0.00
878.66000,1549.11,1.81,0.00,0.00
878.68000,1548.83,1.81,0.00,0.00
878.70000,1548.54,1.81,0.00,0.00
878.72000,1548.26,1.81,0.00,0.00
878.74000,1547.98,1.81,0.00,0.00
878.76000,1547.70,1.81,0.00,0.00
878.78000,1547.42,1.81,0.00,0.00
878.80000,1547.14,1.81,0.00,0.00
878.82000,1546.86,1.81,0.00,0.00
878.84000,1546.58,1.81,0.00,0.00
878.86000,1546.30,1.81,0.00,0.00
878.88000,1546.02,1.81,0.00,0.00
878.90000,1545.74,1.81,0.00,0.00
878.92000,1545.46,1.81,0.00,0.00
878.94000,1545.18,1.81,0.00,0.00
878.96000,1544.90,1.81,0.00,0.00
878.98000,1544.62,1.80,0.00,0.00
879.00000,1544.34,1.80,0.00,0.00
879.02000,1544.06,1.80,0.00,0.00
879.04000,1543.78,1.80,0.00,0.00
879.06000,1543.50,1.80,0.00,0.00
879.08000,1543.22,1.80,0.00,0.00
879.10000,1542.94,1.80,0.00,0.00
879.12000,1542.66,1.80,0.00,0.00
879.14000,1542.38,1.80,0.00,0.00
879.16000,1542.10,1.80,0.00,0.00
879.18000,1541.83,1.80,0.00,0.00
879.20000,1541.55,1.80,0.00,0.00
879.22000,1541.27,1.80,0.00,0.00
879.24000,1540.99,1.80,0.00,0.00
879.26000,1540.71,1.80,0.00,0.00
879.28000,1540.44,1.80,0.00,0.00
879.30000,1540.16,1.80,0.00,0.00
879.32000,1539.88,1.80,0.00,0.00
879.34000,1539.60,1.80,0.00,0.00
879.36000,1539.32,1.80,0.00,0.00
879.38000,1539.05,1.80,0.00,0.00
879.40000,1538.77,1.80,0.00,0.00
879.42000,1538.49,1.80,0.00,0.00
879.44000,1538.22,1.80,0.00,0.00
879.46000,1537.94,1.80,0.00,0.00
879.48000,1537.66,1.80,0.00,0.00
879.50000,1537.39,1.80,0.00,0.00
879.52000,1537.11,1.80,0.00,0.00
879.54000,1536.83,1.80,0.00,0.00
879.56000,1536.56,1.80,0.00,0.00
879.58000,1536.28,1.80,0.00,0.00
879.60000,1536.00,1.80,0.00,0.00
879.62000,1535.73,1.79,0.00,0.00
879.64000,1535.45,1.79,0.00,0.00
879.66000,1535.18,1.79,0.00,0.00
879.68000,1534.90,1.79,0.00,0.00
879.70000,1534.63,1.79,0.00,0.00
879.72000,1534.35,1.79,0.00,0.00
879.74000,1534.08,1.79,0.00,0.00
879.76000,1533.80,1.79,0.00,0.00
879.78000,1533.53,1.79,0.00,0.00
879.80000,1533.25,1.79,0.00,0.00
879.82000,1532.98,1.79,0.00,0.00
879.84000,1532.70,1.79,0.00,0.00
879.86000,1532.43,1.79,0.00,0.00
879.88000,1532.15,1.79,0.00,0.00
879.90000,1531.88,1.79,0.00,0.00
879.92000,1531.60,1.79,0.00,0.00
879.94000,1531.33,1.79,0.00,0.00
879.96000,1531.06,1.79,0.00,0.00
879.98000,1530.78,1.79,0.00,0.00
880.00000,1530.51,1.79,0.00,0.00
880.02000,1530.24,1.79,0.00,0.00
880.04000,1529.96,1.79,0.00,0.00
880.06000,1529.69,1.79,0.00,0.00
880.08000,1529.42,1.79,0.00,0.00
880.10000,1529.14,1.79,0.00,0.00
880.12000,1528.87,1.79,0.00,0.00
880.14000,1528.60,1.79,0.00,0.00
880.16000,1528.32,1.79,0.00,0.00
880.18000,1528.05,1.79,0.00,0.00
880.20000,1527.78,1.79,0.00,0.00
880.22000,1527.51,1.79,0.00,0.00
880.24000,1527.23,1.79,0.00,0.00
880.26000,1526.96,1.78,0.00,0.00
880.28000,1526.69,1.78,0.00,0.00
880.30000,1526.42,1.78,0.00,0.00
880.32000,1526.15,1.78,0.00,0.00
880.34000,1525.88,1.78,0.00,0.00
880.36000,1525.60,1.78,0.00,0.00
880.38000,1525.33,1.78,0.00,0.00
880.40000,1525.06,1.78,0.00,0.00
880.42000,1524.79,1.78,0.00,0.00
880.44000,1524.52,1.78,0.00,0.00
880.46000,1524.25,1.78,0.00,0.00
880.48000,1523.98,1.78,0.00,0.00
880.50000,1523.71,1.78,0.00,0.00
880.52000,1523.44,1.78,0.00,0.00
880.54000,1523.17,1.78,0.00,0.00
880.56000,1522.89,1.78,0.00,0.00
880.58000,1522.62,1.78,0.00,0.00
880.60000,1522.35,1.78,0.00,0.00
880.62000,1522.08,1.78,0.00,0.00
880.64000,1521.81,1.78,0.00,0.00
880.66000,1521.54,1.78,0.00,0.00
880.68000,1521.28,1.78,0.00,0.00
880.70000,1521.01,1.78,0.00,0.00
880.72000,1520.74,1.78,0.00,0.00
880.74000,1520.47,1.78,0.00,0.00
880.76000,1520.20,1.78,0.00,0.00
880.78000,1519.93,1.78,0.00,0.00
880.80000,1519.66,1.78,0.00,0.00
880.82000,1519.39,1.78,0.00,0.00
880.84000,1519.12,1.78,0.00,0.00
880.86000,1518.85,1.78,0.00,0.00
880.88000,1518.58,1.78,0.00,0.00
880.90000,1518.32,1.78,0.00,0.00
880.92000,1518.05,1.77,0.00,0.00
880.94000,1517.78,1.77,0.00,0.00
880.96000,1517.51,1.77,0.00,0.00
880.98000,1517.24,1.77,0.00,0.00
881.00000,1516.98,1.77,0.00,0.00
881.02000,1516.71,1.77,0.00,0.00
881.04000,1516.44,1.77,0.00,0.00
881.06000,1516.17,1.77,0.00,0.00
881.08000,1515.91,1.77,0.00,0.00
881.10000,1515.64,1.77,0.00,0.00
881.12000,1515.37,1.77,0.00,0.00
881.14000,1515.10,1.77,0.00,0.00
881.16000,1514.84,1.77,0.00,0.00
881.18000,1514.57,1.77,0.00,0.00
881.20000,1514.30,1.77,0.00,0.00
881.22000,1514.04,1.77,0.00,0.00
881.24000,1513.77,1.77,0.00,0.00
881.26000,1513.50,1.77,0.00,0.00
881.28000,1513.24,1.77,0.00,0.00
881.30000,1512.97,1.77,0.00,0.00
881.32000,1512.71,1.77,0.00,0.00
881.34000,1512.44,1.77,0.00,0.00
881.36000,1512.17,1.77,0.00,0.00
881.38000,1511.91,1.77,0.00,0.00
881.40000,1511.64,1.77,0.00,0.00
881.42000,1511.38,1.77,0.00,0.00
881.44000,1511.11,1.77,0.00,0.00
881.46000,1510.85,1.77,0.00,0.00
881.48000,1510.58,1.77,0.00,0.00
881.50000,1510.32,1.77,0.00,0.00
881.52000,1510.05,1.77,0.00,0.00
881.54000,1509.79,1.77,0.00,0.00
881.56000,1509.52,1.77,0.00,0.00
881.58000,1509.26,1.76,0.00,0.00
881.60000,1508.99,1.76,0.00,0.00
881.62000,1508.73,1.76,0.00,0.00
881.64000,1508.47,1.76,0.00,0.00
881.66000,1508.20,1.76,0.00,0.00
881.68000,1507.94,1.76,0.00,0.00
881.70000,1507.67,1.76,0.00,0.00
881.72000,1507.41,1.76,0.00,0.00
881.74000,1507.15,1.76,0.00,0.00
881.76000,1506.88,1.76,0.00,0.00
881.78000,1506.62,1.76,0.00,0.00
881.80000,1506.36,1.76,0.00,0.00
881.82000,1506.09,1.76,0.00,0.00
881.84000,1505.83,1.76,0.00,0.00
881.86000,1505.57,1.76,0.00,0.00
881.88000,1505.30,1.76,0.00,0.00
881.90000,1505.04,1.76,0.00,0.00
881.92000,1504.78,1.76,0.00,0.00
881.94000,1504.52,1.76,0.00,0.00
881.96000,1504.25,1.76,0.00,0.00
881.98000,1503.99,1.76,0.00,0.00
882.00000,1503.73,1.76,0.00,0.00
882.02000,1503.47,1.76,0.00,0.00
882.04000,1503.20,1.76,0.00,0.00
882.06000,1502.94,1.76,0.00,0.00
882.08000,1502.68,1.76,0.00,0.00
882.10000,1502.42,1.76,0.00,0.00
882.12000,1502.16,1.76,0.00,0.00
882.14000,1501.90,1.76,0.00,0.00
882.16000,1501.63,1.76,0.00,0.00
882.18000,1501.37,1.76,0.00,0.00
882.20000,1501.11,1.76,0.00,0.00
882.22000,1500.85,1.76,0.00,0.00
882.24000,1500.59,1.75,0.00,0.00
882.26000,1500.33,1.75,0.00,0.00
882.28000,1500.07,1.75,0.00,0.00
882.30000,1499.81,1.75,0.00,0.00
882.32000,1499.55,1.75,0.00,0.00
882.34000,1499.29,1.75,0.00,0.00
882.36000,1499.03,1.75,0.00,0.00
882.38000,1498.77,1.75,0.00,0.00
882.40000,1498.51,1.75,0.00,0.00
882.42000,1498.25,1.75,0.00,0.00
882.44000,1497.99,1.75,0.00,0.00
882.46000,1497.73,1.75,0.00,0.00
882.48000,1497.47,1.75,0.00,0.00
882.50000,1497.21,1.75,0.00,0.00
882.52000,1496.95,1.75,0.00,0.00
882.54000,1496.69,1.75,0.00,0.00
882.56000,1496.43,1.75,0.00,0.00
882.58000,1496.17,1.75,0.00,0.00
882.60000,1495.91,1.75,0.00,0.00
882.62000,1495.65,1.75,0.00,0.00
882.64000,1495.40,1.75,0.00,0.00
882.66000,1495.14,1.75,0.00,0.00
882.68000,1494.88,1.75,0.00,0.00
882.70000,1494.62,1.75,0.00,0.00
882.72000,1494.36,1.75,0.00,0.00
882.74000,1494.10,1.75,0.00,0.00
882.76000,1493.85,1.75,0.00,0.00
882.78000,1493.59,1.75,0.00,0.00
882.80000,1493.33,1.75,0.00,0.00
882.82000,1493.07,1.75,0.00,0.00
882.84000,1492.81,1.75,0.00,0.00
882.86000,1492.56,1.75,0.00,0.00
882.88000,1492.30,1.75,0.00,0.00
882.90000,1492.04,1.75,0.00,0.00
882.92000,1491.79,1.74,0.00,0.00
882.94000,1491.53,1.74,0.00,0.00
882.96000,1491.27,1.74,0.00,0.00
882.98000,1491.01,1.74,0.00,0.00
883.00000,1490.76,1.74,0.00,0.00
883.02000,1490.50,1.74,0.00,0.00
883.04000,1490.24,1.74,0.00,0.00
883.06000,1489.99,1.74,0.00,0.00
883.08000,1489.73,1.74,0.00,0.00
883.10000,1489.48,1.74,0.00,0.00
883.12000,1489.22,1.74,0.00,0.00
883.14000,1488.96,1.74,0.00,0.00
883.16000,1488.71,1.74,0.00,0.00
883.18000,1488.45,1.74,0.00,0.00
883.20000,1488.20,1.74,0.00,0.00
883.22000,1487.94,1.74,0.00,0.00
883.24000,1487.68,1.74,0.00,0.00
883.26000,1487.43,1.74,0.00,0.00
883.28000,1487.17,1.74,0.00,0.00
883.30000,1486.92,1.74,0.00,0.00
883.32000,1486.66,1.74,0.00,0.00
883.34000,1486.41,1.74,0.00,0.00
883.36000,1486.15,1.74,0.00,0.00
883.38000,1485.90,1.74,0.00,0.00
883.40000,1485.64,1.74,0.00,0.00
883.42000,1485.39,1.74,0.00,0.00
883.44000,1485.14,1.74,0.00,0.00
883.46000,1484.88,1.74,0.00,0.00
883.48000,1484.63,1.74,0.00,0.00
883.50000,1484.37,1.74,0.00,0.00
883.52000,1484.12,1.74,0.00,0.00
883.54000,1483.87,1.74,0.00,0.00
883.56000,1483.61,1.74,0.00,0.00
883.58000,1483.36,1.74,0.00,0.00
883.60000,1483.10,1.74,0.00,0.00
883.62000,1482.85,1.73,0.00,0.00
883.64000,1482.60,1.73,0.00,0.00
883.66000,1482.34,1.73,0.00,0.00
883.68000,1482.09,1.73,0.00,0.00
883.70000,1481.84,1.73,0.00,0.00
883.72000,1481.58,1.73,0.00,0.00
883.74000,1481.33,1.73,0.00,0.00
883.76000,1481.08,1.73,0.00,0.00
883.78000,1480.83,1.73,0.00,0.00
883.80000,1480.57,1.73,0.00,0.00
883.82000,1480.32,1.73,0.00,0.00
883.84000,1480.07,1.73,0.00,0.00
883.86000,1479.82,1.73,0.00,0.00
883.88000,1479.56,1.73,0.00,0.00
883.90000,1479.31,1.73,0.00,0.00
883.92000,1479.06,1.73,0.00,0.00
883.94000,1478.81,1.73,0.00,0.00
883.96000,1478.56,1.73,0.00,0.00
883.98000,1478.31,1.73,0.00,0.00
884.00000,1478.05,1.73,0.00,0.00
884.02000,1477.80,1.73,0.00,0.00
884.04000,1477.55,1.73,0.00,0.00
884.06000,1477.30,1.73,0.00,0.00
884.08000,1477.05,1.73,0.00,0.00
884.10000,1476.80,1.73,0.00,0.00
884.12000,1476.55,1.73,0.00,0.00
884.14000,1476.30,1.73,0.00,0.00
884.16000,1476.05,1.73,0.00,0.00
884.18000,1475.80,1.73,0.00,0.00
884.20000,1475.55,1.73,0.00,0.00
884.22000,1475.29,1.73,0.00,0.00
884.24000,1475.04,1.73,0.00,0.00
884.26000,1474.79,1.73,0.00,0.00
884.28000,1474.54,1.73,0.00,0.00
884.30000,1474.29,1.73,0.00,0.00
884.32000,1474.04,1.72,0.00,0.00
884.34000,1473.80,1.72,0.00,0.00
884.36000,1473.55,1.72,0.00,0.00
884.38000,1473.30,1.72,0.00,0.00
884.40000,1473.05,1.72,0.00,0.00
884.42000,1472.80,1.72,0.00,0.00
884.44000,1472.55,1.72,0.00,0.00
884.46000,1472.30,1.72,0.00,0.00
884.48000,1472.05,1.72,0.00,0.00
