Rb1,5p1/2,,,
1493.76600,29454.81,174.38,0.00,0.00
1493.78600,29423.60,174.19,0.00,0.00
1493.80600,29392.46,174.00,0.00,0.00
1493.82600,29361.38,173.82,0.00,0.00
1493.84600,29330.37,173.63,0.00,0.00
1493.86600,29299.43,173.44,0.00,0.00
1493.88600,29268.56,173.26,0.00,0.00
1493.90600,29237.76,173.07,0.00,0.00
1493.92600,29207.02,172.89,0.00,0.00
1493.94600,29176.35,172.70,0.00,0.00
1493.96600,29145.75,172.52,0.00,0.00
1493.98600,29115.21,172.33,0.00,0.00
1494.00600,29084.74,172.15,0.00,0.00
1494.02600,29054.34,171.97,0.00,0.00
1494.04600,29024.00,171.78,0.00,0.00
1494.06600,28993.73,171.60,0.00,0.00
1494.08600,28963.52,171.42,0.00,0.00
1494.10600,28933.38,171.24,0.00,0.00
1494.12600,28903.30,171.06,0.00,0.00
1494.14600,28873.29,170.88,0.00,0.00
1494.16600,28843.34,170.70,0.00,0.00
1494.18600,28813.46,170.52,0.00,0.00
1494.20600,28783.64,170.34,0.00,0.00
1494.22600,28753.89,170.16,0.00,0.00
1494.24600,28724.20,169.98,0.00,0.00
1494.26600,28694.57,169.80,0.00,0.00
1494.28600,28665.01,169.62,0.00,0.00
1494.30600,28635.51,169.44,0.00,0.00
1494.32600,28606.07,169.27,0.00,0.00
1494.34600,28576.70,169.09,0.00,0.00
1494.36600,28547.39,168.91,0.00,0.00
1494.38600,28518.14,168.74,0.00,0.00
1494.40600,28488.95,168.56,0.00,0.00
1494.42600,28459.82,168.39,0.00,0.00
1494.44600,28430.76,168.21,0.00,0.00
1494.46600,28401.76,168.04,0.00,0.00
1494.48600,28372.82,167.86,0.00,0.00
1494.50600,28343.94,167.69,0.00,0.00
1494.52600,28315.12,167.52,0.00,0.00
1494.54600,28286.37,167.34,0.00,0.00
1494.56600,28257.67,167.17,0.00,0.00
1494.58600,28229.03,167.00,0.00,0.00
1494.60600,28200.46,166.82,0.00,0.00
1494.62600,28171.94,166.65,0.00,0.00
1494.64600,28143.49,166.48,0.00,0.00
1494.66600,28115.09,166.31,0.00,0.00
1494.68600,28086.76,166.14,0.00,0.00
1494.70600,28058.48,165.97,0.00,0.00
1494.72600,28030.26,165.80,0.00,0.00
1494.74600,28002.10,165.63,0.00,0.00
1494.76600,27974.00,165.46,0.00,0.00
1494.78600,27945.96,165.29,0.00,0.00
1494.80600,27917.98,165.12,0.00,0.00
1494.82600,27890.05,164.96,0.00,0.00
1494.84600,27862.19,164.79,0.00,0.00
1494.86600,27834.38,164.62,0.00,0.00
1494.88600,27806.63,164.45,0.00,0.00
1494.90600,27778.93,164.29,0.00,0.00
1494.92600,27751.30,164.12,0.00,0.00
1494.94600,27723.72,163.96,0.00,0.00
1494.96600,27696.19,163.79,0.00,0.00
1494.98600,27668.73,163.62,0.00,0.00
1495.00600,27641.32,163.46,0.00,0.00
1495.02600,27613.97,163.29,0.00,0.00
1495.04600,27586.67,163.13,0.00,0.00
1495.06600,27559.43,162.97,0.00,0.00
1495.08600,27532.25,162.80,0.00,0.00
1495.10600,27505.12,162.64,0.00,0.00
1495.12600,27478.05,162.48,0.00,0.00
1495.14600,27451.03,162.31,0.00,0.00
1495.16600,27424.07,162.15,0.00,0.00
1495.18600,27397.16,161.99,0.00,0.00
1495.20600,27370.31,161.83,0.00,0.00
1495.22600,27343.51,161.67,0.00,0.00
1495.24600,27316.76,161.51,0.00,0.00
1495.26600,27290.08,161.35,0.00,0.00
1495.28600,27263.44,161.18,0.00,0.00
1495.30600,27236.86,161.02,0.00,0.00
1495.32600,27210.33,160.87,0.00,0.00
1495.34600,27183.86,160.71,0.00,0.00
1495.36600,27157.44,160.55,0.00,0.00
1495.38600,27131.08,160.39,0.00,0.00
1495.40600,27104.76,160.23,0.00,0.00
1495.42600,27078.50,160.07,0.00,0.00
1495.44600,27052.30,159.91,0.00,0.00
1495.46600,27026.14,159.76,0.00,0.00
1495.48600,27000.04,159.60,0.00,0.00
1495.50600,26973.99,159.44,0.00,0.00
1495.52600,26948.00,159.29,0.00,0.00
1495.54600,26922.05,159.13,0.00,0.00
1495.56600,26896.16,158.97,0.00,0.00
1495.58600,26870.32,158.82,0.00,0.00
1495.60600,26844.53,158.66,0.00,0.00
1495.62600,26818.79,158.51,0.00,0.00
1495.64600,26793.11,158.35,0.00,0.00
1495.66600,26767.47,158.20,0.00,0.00
1495.68600,26741.89,158.05,0.00,0.00
1495.70600,26716.36,157.89,0.00,0.00
1495.72600,26690.87,157.74,0.00,0.00
1495.74600,26665.44,157.59,0.00,0.00
1495.76600,26640.06,157.43,0.00,0.00
1495.78600,26614.73,157.28,0.00,0.00
1495.80600,26589.45,157.13,0.00,0.00
1495.82600,26564.22,156.98,0.00,0.00
1495.84600,26539.04,156.83,0.00,0.00
1495.86600,26513.91,156.67,0.00,0.00
1495.88600,26488.82,156.52,0.00,0.00
1495.90600,26463.79,156.37,0.00,0.00
1495.92600,26438.81,156.22,0.00,0.00
1495.94600,26413.87,156.07,0.00,0.00
1495.96600,26388.99,155.92,0.00,0.00
1495.98600,26364.15,155.77,0.00,0.00
1496.00600,26339.36,155.62,0.00,0.00
1496.02600,26314.63,155.48,0.00,0.00
1496.04600,26289.93,155.33,0.00,0.00
1496.06600,26265.29,155.18,0.00,0.00
1496.08600,26240.70,155.03,0.00,0.00
1496.10600,26216.15,154.88,0.00,0.00
1496.12600,26191.65,154.74,0.00,0.00
1496.14600,26167.20,154.59,0.00,0.00
1496.16600,26142.80,154.44,0.00,0.00
1496.18600,26118.44,154.30,0.00,0.00
1496.20600,26094.13,154.15,0.00,0.00
1496.22600,26069.87,154.00,0.00,0.00
1496.24600,26045.66,153.86,0.00,0.00
1496.26600,26021.49,153.71,0.00,0.00
1496.28600,25997.37,153.57,0.00,0.00
1496.30600,25973.29,153.42,0.00,0.00
1496.32600,25949.27,153.28,0.00,0.00
1496.34600,25925.28,153.13,0.00,0.00
1496.36600,25901.35,152.99,0.00,0.00
1496.38600,25877.46,152.85,0.00,0.00
1496.40600,25853.62,152.70,0.00,0.00
1496.42600,25829.82,152.56,0.00,0.00
1496.44600,25806.07,152.42,0.00,0.00
1496.46600,25782.36,152.27,0.00,0.00
1496.48600,25758.70,152.13,0.00,0.00
1496.50600,25735.08,151.99,0.00,0.00
1496.52600,25711.51,151.85,0.00,0.00
1496.54600,25687.98,151.71,0.00,0.00
1496.56600,25664.50,151.56,0.00,0.00
1496.58600,25641.07,151.42,0.00,0.00
1496.60600,25617.67,151.28,0.00,0.00
1496.62600,25594.33,151.14,0.00,0.00
1496.64600,25571.02,151.00,0.00,0.00
1496.66600,25547.77,150.86,0.00,0.00
1496.68600,25524.55,150.72,0.00,0.00
1496.70600,25501.38,150.58,0.00,0.00
1496.72600,25478.25,150.44,0.00,0.00
1496.74600,25455.17,150.31,0.00,0.00
1496.76600,25432.13,150.17,0.00,0.00
1496.78600,25409.14,150.03,0.00,0.00
1496.80600,25386.18,149.89,0.00,0.00
1496.82600,25363.27,149.75,0.00,0.00
1496.84600,25340.41,149.62,0.00,0.00
1496.86600,25317.58,149.48,0.00,0.00
1496.88600,25294.80,149.34,0.00,0.00
1496.90600,25272.06,149.20,0.00,0.00
1496.92600,25249.37,149.07,0.00,0.00
1496.94600,25226.72,148.93,0.00,0.00
1496.96600,25204.11,148.80,0.00,0.00
1496.98600,25181.54,148.66,0.00,0.00
1497.00600,25159.01,148.53,0.00,0.00
1497.02600,25136.53,148.39,0.00,0.00
1497.04600,25114.09,148.25,0.00,0.00
1497.06600,25091.69,148.12,0.00,0.00
1497.08600,25069.33,147.99,0.00,0.00
1497.10600,25047.01,147.85,0.00,0.00
1497.12600,25024.74,147.72,0.00,0.00
1497.14600,25002.50,147.58,0.00,0.00
1497.16600,24980.31,147.45,0.00,0.00
1497.18600,24958.16,147.32,0.00,0.00
1497.20600,24936.05,147.18,0.00,0.00
1497.22600,24913.98,147.05,0.00,0.00
1497.24600,24891.95,146.92,0.00,0.00
1497.26600,24869.96,146.79,0.00,0.00
1497.28600,24848.01,146.66,0.00,0.00
1497.30600,24826.10,146.52,0.00,0.00
1497.32600,24804.24,146.39,0.00,0.00
1497.34600,24782.41,146.26,0.00,0.00
1497.36600,24760.62,146.13,0.00,0.00
1497.38600,24738.87,146.00,0.00,0.00
1497.40600,24717.17,145.87,0.00,0.00
1497.42600,24695.50,145.74,0.00,0.00
1497.44600,24673.87,145.61,0.00,0.00
1497.46600,24652.28,145.48,0.00,0.00
1497.48600,24630.74,145.35,0.00,0.00
1497.50600,24609.23,145.22,0.00,0.00
1497.52600,24587.76,145.09,0.00,0.00
1497.54600,24566.32,144.96,0.00,0.00
1497.56600,24544.93,144.83,0.00,0.00
1497.58600,24523.58,144.70,0.00,0.00
1497.60600,24502.26,144.58,0.00,0.00
1497.62600,24480.99,144.45,0.00,0.00
1497.64600,24459.75,144.32,0.00,0.00
1497.66600,24438.55,144.19,0.00,0.00
1497.68600,24417.39,144.07,0.00,0.00
1497.70600,24396.27,143.94,0.00,0.00
1497.72600,24375.18,143.81,0.00,0.00
1497.74600,24354.14,143.69,0.00,0.00
1497.76600,24333.13,143.56,0.00,0.00
1497.78600,24312.16,143.43,0.00,0.00
1497.80600,24291.23,143.31,0.00,0.00
1497.82600,24270.33,143.18,0.00,0.00
1497.84600,24249.48,143.06,0.00,0.00
1497.86600,24228.66,142.93,0.00,0.00
1497.88600,24207.87,142.81,0.00,0.00
1497.90600,24187.13,142.68,0.00,0.00
1497.92600,24166.42,142.56,0.00,0.00
1497.94600,24145.75,142.43,0.00,0.00
1497.96600,24125.11,142.31,0.00,0.00
1497.98600,24104.52,142.19,0.00,0.00
1498.00600,24083.96,142.06,0.00,0.00
1498.02600,24063.43,141.94,0.00,0.00
1498.04600,24042.94,141.82,0.00,0.00
1498.06600,24022.49,141.69,0.00,0.00
1498.08600,24002.08,141.57,0.00,0.00
1498.10600,23981.70,141.45,0.00,0.00
1498.12600,23961.36,141.33,0.00,0.00
1498.14600,23941.05,141.20,0.00,0.00
1498.16600,23920.78,141.08,0.00,0.00
1498.18600,23900.55,140.96,0.00,0.00
1498.20600,23880.35,140.84,0.00,0.00
1498.22600,23860.19,140.72,0.00,0.00
1498.24600,23840.06,140.60,0.00,0.00
1498.26600,23819.97,140.48,0.00,0.00
1498.28600,23799.91,140.36,0.00,0.00
1498.30600,23779.89,140.24,0.00,0.00
1498.32600,23759.90,140.11,0.00,0.00
1498.34600,23739.95,140.00,0.00,0.00
1498.36600,23720.04,139.88,0.00,0.00
1498.38600,23700.15,139.76,0.00,0.00
1498.40600,23680.31,139.64,0.00,0.00
1498.42600,23660.50,139.52,0.00,0.00
1498.44600,23640.72,139.40,0.00,0.00
1498.46600,23620.98,139.28,0.00,0.00
1498.48600,23601.27,139.16,0.00,0.00
1498.50600,23581.60,139.04,0.00,0.00
1498.52600,23561.96,138.93,0.00,0.00
1498.54600,23542.35,138.81,0.00,0.00
1498.56600,23522.78,138.69,0.00,0.00
1498.58600,23503.24,138.57,0.00,0.00
1498.60600,23483.74,138.46,0.00,0.00
1498.62600,23464.27,138.34,0.00,0.00
1498.64600,23444.84,138.22,0.00,0.00
1498.66600,23425.44,138.11,0.00,0.00
1498.68600,23406.07,137.99,0.00,0.00
1498.70600,23386.73,137.87,0.00,0.00
1498.72600,23367.43,137.76,0.00,0.00
1498.74600,23348.16,137.64,0.00,0.00
1498.76600,23328.93,137.53,0.00,0.00
1498.78600,23309.73,137.41,0.00,0.00
1498.80600,23290.56,137.30,0.00,0.00
1498.82600,23271.42,137.18,0.00,0.00
1498.84600,23252.32,137.07,0.00,0.00
1498.86600,23233.25,136.95,0.00,0.00
1498.88600,23214.22,136.84,0.00,0.00
1498.90600,23195.21,136.72,0.00,0.00
1498.92600,23176.24,136.61,0.00,0.00
1498.94600,23157.30,136.49,0.00,0.00
1498.96600,23138.39,136.38,0.00,0.00
1498.98600,23119.52,136.27,0.00,0.00
1499.00600,23100.68,136.15,0.00,0.00
1499.02600,23081.87,136.04,0.00,0.00
1499.04600,23063.09,135.93,0.00,0.00
1499.06600,23044.34,135.82,0.00,0.00
1499.08600,23025.63,135.70,0.00,0.00
1499.10600,23006.94,135.59,0.00,0.00
1499.12600,22988.29,135.48,0.00,0.00
1499.14600,22969.67,135.37,0.00,0.00
1499.16600,22951.09,135.26,0.00,0.00
1499.18600,22932.53,135.14,0.00,0.00
1499.20600,22914.01,135.03,0.00,0.00
1499.22600,22895.51,134.92,0.00,0.00
1499.24600,22877.05,134.81,0.00,0.00
1499.26600,22858.62,134.70,0.00,0.00
1499.28600,22840.22,134.59,0.00,0.00
1499.30600,22821.85,134.48,0.00,0.00
1499.32600,22803.51,134.37,0.00,0.00
1499.34600,22785.20,134.26,0.00,0.00
1499.36600,22766.93,134.15,0.00,0.00
1499.38600,22748.68,134.04,0.00,0.00
1499.40600,22730.47,133.93,0.00,0.00
1499.42600,22712.28,133.82,0.00,0.00
1499.44600,22694.13,133.71,0.00,0.00
1499.46600,22676.00,133.60,0.00,0.00
1499.48600,22657.91,133.50,0.00,0.00
1499.50600,22639.85,133.39,0.00,0.00
1499.52600,22621.82,133.28,0.00,0.00
1499.54600,22603.81,133.17,0.00,0.00
1499.56600,22585.84,133.06,0.00,0.00
1499.58600,22567.90,132.95,0.00,0.00
1499.60600,22549.98,132.85,0.00,0.00
1499.62600,22532.10,132.74,0.00,0.00
1499.64600,22514.25,132.63,0.00,0.00
1499.66600,22496.42,132.53,0.00,0.00
1499.68600,22478.63,132.42,0.00,0.00
1499.70600,22460.86,132.31,0.00,0.00
1499.72600,22443.13,132.21,0.00,0.00
1499.74600,22425.42,132.10,0.00,0.00
1499.76600,22407.74,131.99,0.00,0.00
1499.78600,22390.10,131.89,0.00,0.00
1499.80600,22372.48,131.78,0.00,0.00
1499.82600,22354.89,131.68,0.00,0.00
1499.84600,22337.33,131.57,0.00,0.00
1499.86600,22319.80,131.47,0.00,0.00
1499.88600,22302.29,131.36,0.00,0.00
1499.90600,22284.82,131.26,0.00,0.00
1499.92600,22267.37,131.15,0.00,0.00
1499.94600,22249.96,131.05,0.00,0.00
1499.96600,22232.57,130.94,0.00,0.00
1499.98600,22215.21,130.84,0.00,0.00
1500.00600,22197.88,130.73,0.00,0.00
1500.02600,22180.57,130.63,0.00,0.00
1500.04600,22163.30,130.53,0.00,0.00
1500.06600,22146.05,130.42,0.00,0.00
1500.08600,22128.83,130.32,0.00,0.00
1500.10600,22111.64,130.22,0.00,0.00
1500.12600,22094.48,130.11,0.00,0.00
1500.14600,22077.35,130.01,0.00,0.00
1500.16600,22060.24,129.91,0.00,0.00
1500.18600,22043.16,129.80,0.00,0.00
1500.20600,22026.11,129.70,0.00,0.00
1500.22600,22009.09,129.60,0.00,0.00
1500.24600,21992.09,129.50,0.00,0.00
1500.26600,21975.12,129.40,0.00,0.00
1500.28600,21958.18,129.29,0.00,0.00
1500.30600,21941.27,129.19,0.00,0.00
1500.32600,21924.38,129.09,0.00,0.00
1500.34600,21907.52,128.99,0.00,0.00
1500.36600,21890.69,128.89,0.00,0.00
1500.38600,21873.89,128.79,0.00,0.00
1500.40600,21857.11,128.69,0.00,0.00
1500.42600,21840.36,128.59,0.00,0.00
1500.44600,21823.63,128.49,0.00,0.00
1500.46600,21806.94,128.39,0.00,0.00
1500.48600,21790.27,128.29,0.00,0.00
1500.50600,21773.62,128.19,0.00,0.00
1500.52600,21757.01,128.09,0.00,0.00
1500.54600,21740.42,127.99,0.00,0.00
1500.56600,21723.85,127.89,0.00,0.00
1500.58600,21707.32,127.79,0.00,0.00
1500.60600,21690.80,127.69,0.00,0.00
1500.62600,21674.32,127.59,0.00,0.00
1500.64600,21657.86,127.49,0.00,0.00
1500.66600,21641.43,127.39,0.00,0.00
1500.68600,21625.02,127.29,0.00,0.00
1500.70600,21608.65,127.20,0.00,0.00
1500.72600,21592.29,127.10,0.00,0.00
1500.74600,21575.96,127.00,0.00,0.00
1500.76600,21559.66,126.90,0.00,0.00
1500.78600,21543.39,126.80,0.00,0.00
1500.80600,21527.14,126.71,0.00,0.00
1500.82600,21510.91,126.61,0.00,0.00
1500.84600,21494.71,126.51,0.00,0.00
1500.86600,21478.54,126.42,0.00,0.00
1500.88600,21462.39,126.32,0.00,0.00
1500.90600,21446.27,126.22,0.00,0.00
1500.92600,21430.17,126.13,0.00,0.00
1500.94600,21414.10,126.03,0.00,0.00
1500.96600,21398.06,125.93,0.00,0.00
1500.98600,21382.04,125.84,0.00,0.00
1501.00600,21366.04,125.74,0.00,0.00
1501.02600,21350.07,125.64,0.00,0.00
1501.04600,21334.12,125.55,0.00,0.00
1501.06600,21318.20,125.45,0.00,0.00
1501.08600,21302.31,125.36,0.00,0.00
1501.10600,21286.44,125.26,0.00,0.00
1501.12600,21270.59,125.17,0.00,0.00
1501.14600,21254.77,125.07,0.00,0.00
1501.16600,21238.97,124.98,0.00,0.00
1501.18600,21223.20,124.88,0.00,0.00
1501.20600,21207.46,124.79,0.00,0.00
1501.22600,21191.73,124.69,0.00,0.00
1501.24600,21176.04,124.60,0.00,0.00
1501.26600,21160.36,124.51,0.00,0.00
1501.28600,21144.71,124.41,0.00,0.00
1501.30600,21129.09,124.32,0.00,0.00
1501.32600,21113.49,124.23,0.00,0.00
1501.34600,21097.91,124.13,0.00,0.00
1501.36600,21082.36,124.04,0.00,0.00
1501.38600,21066.83,123.95,0.00,0.00
1501.40600,21051.33,123.85,0.00,0.00
1501.42600,21035.85,123.76,0.00,0.00
1501.44600,21020.39,123.67,0.00,0.00
1501.46600,21004.96,123.57,0.00,0.00
1501.48600,20989.55,123.48,0.00,0.00
1501.50600,20974.16,123.39,0.00,0.00
1501.52600,20958.80,123.30,0.00,0.00
1501.54600,20943.46,123.21,0.00,0.00
1501.56600,20928.15,123.11,0.00,0.00
1501.58600,20912.86,123.02,0.00,0.00
1501.60600,20897.59,122.93,0.00,0.00
1501.62600,20882.35,122.84,0.00,0.00
1501.64600,20867.13,122.75,0.00,0.00
1501.66600,20851.93,122.66,0.00,0.00
1501.68600,20836.76,122.57,0.00,0.00
1501.70600,20821.61,122.47,0.00,0.00
1501.72600,20806.48,122.38,0.00,0.00
1501.74600,20791.37,122.29,0.00,0.00
1501.76600,20776.29,122.20,0.00,0.00
1501.78600,20761.23,122.11,0.00,0.00
1501.80600,20746.20,122.02,0.00,0.00
1501.82600,20731.19,121.93,0.00,0.00
1501.84600,20716.20,121.84,0.00,0.00
1501.86600,20701.23,121.75,0.00,0.00
1501.88600,20686.29,121.66,0.00,0.00
1501.90600,20671.37,121.57,0.00,0.00
1501.92600,20656.47,121.48,0.00,0.00
1501.94600,20641.59,121.40,0.00,0.00
1501.96600,20626.74,121.31,0.00,0.00
1501.98600,20611.90,121.22,0.00,0.00
1502.00600,20597.10,121.13,0.00,0.00
1502.02600,20582.31,121.04,0.00,0.00
1502.04600,20567.55,120.95,0.00,0.00
1502.06600,20552.80,120.86,0.00,0.00
1502.08600,20538.08,120.77,0.00,0.00
1502.10600,20523.39,120.69,0.00,0.00
1502.12600,20508.71,120.60,0.00,0.00
1502.14600,20494.06,120.51,0.00,0.00
1502.16600,20479.43,120.42,0.00,0.00
1502.18600,20464.82,120.34,0.00,0.00
1502.20600,20450.23,120.25,0.00,0.00
1502.22600,20435.66,120.16,0.00,0.00
1502.24600,20421.12,120.07,0.00,0.00
1502.26600,20406.60,119.99,0.00,0.00
1502.28600,20392.10,119.90,0.00,0.00
1502.30600,20377.62,119.81,0.00,0.00
1502.32600,20363.16,119.73,0.00,0.00
1502.34600,20348.73,119.64,0.00,0.00
1502.36600,20334.31,119.55,0.00,0.00
1502.38600,20319.92,119.47,0.00,0.00
1502.40600,20305.55,119.38,0.00,0.00
1502.42600,20291.20,119.29,0.00,0.00
1502.44600,20276.87,119.21,0.00,0.00
1502.46600,20262.56,119.12,0.00,0.00
1502.48600,20248.28,119.04,0.00,0.00
1502.50600,20234.01,118.95,0.00,0.00
1502.52600,20219.77,118.87,0.00,0.00
1502.54600,20205.55,118.78,0.00,0.00
1502.56600,20191.35,118.70,0.00,0.00
1502.58600,20177.17,118.61,0.00,0.00
1502.60600,20163.01,118.53,0.00,0.00
1502.62600,20148.87,118.44,0.00,0.00
1502.64600,20134.75,118.36,0.00,0.00
1502.66600,20120.66,118.27,0.00,0.00
1502.68600,20106.58,118.19,0.00,0.00
1502.70600,20092.52,118.10,0.00,0.00
1502.72600,20078.49,118.02,0.00,0.00
1502.74600,20064.48,117.94,0.00,0.00
1502.76600,20050.48,117.85,0.00,0.00
1502.78600,20036.51,117.77,0.00,0.00
1502.80600,20022.56,117.68,0.00,0.00
1502.82600,20008.63,117.60,0.00,0.00
1502.84600,19994.71,117.52,0.00,0.00
1502.86600,19980.82,117.43,0.00,0.00
1502.88600,19966.95,117.35,0.00,0.00
1502.90600,19953.10,117.27,0.00,0.00
1502.92600,19939.27,117.18,0.00,0.00
1502.94600,19925.46,117.10,0.00,0.00
1502.96600,19911.67,117.02,0.00,0.00
1502.98600,19897.90,116.94,0.00,0.00
1503.00600,19884.15,116.85,0.00,0.00
1503.02600,19870.42,116.77,0.00,0.00
1503.04600,19856.71,116.69,0.00,0.00
1503.06600,19843.02,116.61,0.00,0.00
1503.08600,19829.35,116.53,0.00,0.00
1503.10600,19815.70,116.44,0.00,0.00
1503.12600,19802.07,116.36,0.00,0.00
1503.14600,19788.46,116.28,0.00,0.00
1503.16600,19774.87,116.20,0.00,0.00
1503.18600,19761.30,116.12,0.00,0.00
1503.20600,19747.75,116.04,0.00,0.00
1503.22600,19734.21,115.96,0.00,0.00
1503.24600,19720.70,115.88,0.00,0.00
1503.26600,19707.21,115.79,0.00,0.00
1503.28600,19693.74,115.71,0.00,0.00
1503.30600,19680.28,115.63,0.00,0.00
1503.32600,19666.85,115.55,0.00,0.00
1503.34600,19653.43,115.47,0.00,0.00
1503.36600,19640.03,115.39,0.00,0.00
1503.38600,19626.66,115.31,0.00,0.00
1503.40600,19613.30,115.23,0.00,0.00
1503.42600,19599.96,115.15,0.00,0.00
1503.44600,19586.64,115.07,0.00,0.00
1503.46600,19573.34,114.99,0.00,0.00
1503.48600,19560.06,114.91,0.00,0.00
1503.50600,19546.80,114.83,0.00,0.00
1503.52600,19533.55,114.75,0.00,0.00
1503.54600,19520.33,114.67,0.00,0.00
1503.56600,19507.12,114.60,0.00,0.00
1503.58600,19493.94,114.52,0.00,0.00
1503.60600,19480.77,114.44,0.00,0.00
1503.62600,19467.62,114.36,0.00,0.00
1503.64600,19454.49,114.28,0.00,0.00
1503.66600,19441.37,114.20,0.00,0.00
1503.68600,19428.28,114.12,0.00,0.00
1503.70600,19415.21,114.04,0.00,0.00
1503.72600,19402.15,113.97,0.00,0.00
1503.74600,19389.11,113.89,0.00,0.00
1503.76600,19376.09,113.81,0.00,0.00
1503.78600,19363.09,113.73,0.00,0.00
1503.80600,19350.11,113.66,0.00,0.00
1503.82600,19337.15,113.58,0.00,0.00
1503.84600,19324.20,113.50,0.00,0.00
1503.86600,19311.27,113.42,0.00,0.00
1503.88600,19298.36,113.35,0.00,0.00
1503.90600,19285.47,113.27,0.00,0.00
1503.92600,19272.60,113.19,0.00,0.00
1503.94600,19259.74,113.11,0.00,0.00
1503.96600,19246.91,113.04,0.00,0.00
1503.98600,19234.09,112.96,0.00,0.00
1504.00600,19221.29,112.88,0.00,0.00
1504.02600,19208.50,112.81,0.00,0.00
1504.04600,19195.74,112.73,0.00,0.00
1504.06600,19182.99,112.65,0.00,0.00
1504.08600,19170.26,112.58,0.00,0.00
1504.10600,19157.55,112.50,0.00,0.00
1504.12600,19144.86,112.43,0.00,0.00
1504.14600,19132.18,112.35,0.00,0.00
1504.16600,19119.52,112.27,0.00,0.00
1504.18600,19106.88,112.20,0.00,0.00
1504.20600,19094.26,112.12,0.00,0.00
1504.22600,19081.66,112.05,0.00,0.00
1504.24600,19069.07,111.97,0.00,0.00
1504.26600,19056.50,111.90,0.00,0.00
1504.28600,19043.95,111.82,0.00,0.00
1504.30600,19031.41,111.75,0.00,0.00
1504.32600,19018.89,111.67,0.00,0.00
1504.34600,19006.39,111.60,0.00,0.00
1504.36600,18993.91,111.52,0.00,0.00
1504.38600,18981.44,111.45,0.00,0.00
1504.40600,18968.99,111.37,0.00,0.00
1504.42600,18956.56,111.30,0.00,0.00
1504.44600,18944.15,111.22,0.00,0.00
1504.46600,18931.75,111.15,0.00,0.00
1504.48600,18919.37,111.08,0.00,0.00
1504.50600,18907.01,111.00,0.00,0.00
1504.52600,18894.66,110.93,0.00,0.00
1504.54600,18882.33,110.85,0.00,0.00
1504.56600,18870.02,110.78,0.00,0.00
1504.58600,18857.73,110.71,0.00,0.00
1504.60600,18845.45,110.63,0.00,0.00
1504.62600,18833.19,110.56,0.00,0.00
1504.64600,18820.94,110.49,0.00,0.00
1504.66600,18808.72,110.41,0.00,0.00
1504.68600,18796.51,110.34,0.00,0.00
1504.70600,18784.31,110.27,0.00,0.00
1504.72600,18772.14,110.19,0.00,0.00
1504.74600,18759.98,110.12,0.00,0.00
1504.76600,18747.83,110.05,0.00,0.00
1504.78600,18735.70,109.98,0.00,0.00
1504.80600,18723.59,109.90,0.00,0.00
1504.82600,18711.50,109.83,0.00,0.00
1504.84600,18699.42,109.76,0.00,0.00
1504.86600,18687.36,109.69,0.00,0.00
1504.88600,18675.31,109.61,0.00,0.00
1504.90600,18663.29,109.54,0.00,0.00
1504.92600,18651.27,109.47,0.00,0.00
1504.94600,18639.28,109.40,0.00,0.00
1504.96600,18627.30,109.33,0.00,0.00
1504.98600,18615.34,109.26,0.00,0.00
1505.00600,18603.39,109.18,0.00,0.00
1505.02600,18591.46,109.11,0.00,0.00
1505.04600,18579.54,109.04,0.00,0.00
1505.06600,18567.64,108.97,0.00,0.00
1505.08600,18555.76,108.90,0.00,0.00
1505.10600,18543.90,108.83,0.00,0.00
1505.12600,18532.05,108.76,0.00,0.00
1505.14600,18520.21,108.69,0.00,0.00
1505.16600,18508.39,108.62,0.00,0.00
1505.18600,18496.59,108.54,0.00,0.00
1505.20600,18484.80,108.47,0.00,0.00
1505.22600,18473.03,108.40,0.00,0.00
1505.24600,18461.28,108.33,0.00,0.00
1505.26600,18449.54,108.26,0.00,0.00
1505.28600,18437.82,108.19,0.00,0.00
1505.30600,18426.11,108.12,0.00,0.00
1505.32600,18414.42,108.05,0.00,0.00
1505.34600,18402.74,107.98,0.00,0.00
1505.36600,18391.08,107.91,0.00,0.00
1505.38600,18379.43,107.84,0.00,0.00
1505.40600,18367.81,107.77,0.00,0.00
1505.42600,18356.19,107.70,0.00,0.00
1505.44600,18344.59,107.64,0.00,0.00
1505.46600,18333.01,107.57,0.00,0.00
1505.48600,18321.44,107.50,0.00,0.00
1505.50600,18309.89,107.43,0.00,0.00
1505.52600,18298.35,107.36,0.00,0.00
1505.54600,18286.83,107.29,0.00,0.00
1505.56600,18275.33,107.22,0.00,0.00
1505.58600,18263.84,107.15,0.00,0.00
1505.60600,18252.36,107.08,0.00,0.00
1505.62600,18240.90,107.01,0.00,0.00
1505.64600,18229.46,106.95,0.00,0.00
1505.66600,18218.03,106.88,0.00,0.00
1505.68600,18206.61,106.81,0.00,0.00
1505.70600,18195.21,106.74,0.00,0.00
1505.72600,18183.83,106.67,0.00,0.00
1505.74600,18172.46,106.61,0.00,0.00
1505.76600,18161.11,106.54,0.00,0.00
1505.78600,18149.77,106.47,0.00,0.00
1505.80600,18138.44,106.40,0.00,0.00
1505.82600,18127.13,106.33,0.00,0.00
1505.84600,18115.84,106.27,0.00,0.00
1505.86600,18104.56,106.20,0.00,0.00
1505.88600,18093.29,106.13,0.00,0.00
1505.90600,18082.04,106.06,0.00,0.00
