Rb1,5p3/2,,,
Wavelength,alpha_0,     Uncertainty,alpha_2,     Uncertainty
1919.24600,2316.63,16.06,-463.92,3.83
1919.26600,2316.55,16.06,-463.91,3.83
1919.28600,2316.47,16.06,-463.89,3.83
1919.30600,2316.39,16.06,-463.88,3.83
1919.32600,2316.31,16.06,-463.86,3.83
1919.34600,2316.23,16.06,-463.85,3.83
1919.36600,2316.15,16.06,-463.83,3.83
1919.38600,2316.07,16.06,-463.82,3.83
1919.40600,2315.99,16.06,-463.80,3.83
1919.42600,2315.91,16.06,-463.79,3.83
1919.44600,2315.82,16.06,-463.77,3.83
1919.46600,2315.74,16.06,-463.76,3.83
1919.48600,2315.66,16.06,-463.74,3.83
1919.50600,2315.58,16.06,-463.73,3.83
1919.52600,2315.50,16.06,-463.71,3.83
1919.54600,2315.42,16.06,-463.70,3.83
1919.56600,2315.34,16.06,-463.68,3.83
1919.58600,2315.26,16.06,-463.67,3.83
1919.60600,2315.18,16.06,-463.66,3.83
1919.62600,2315.10,16.06,-463.64,3.83
1919.64600,2315.02,16.06,-463.63,3.83
1919.66600,2314.94,16.06,-463.61,3.83
1919.68600,2314.86,16.06,-463.60,3.83
1919.70600,2314.78,16.06,-463.58,3.83
1919.72600,2314.70,16.06,-463.57,3.83
1919.74600,2314.62,16.06,-463.55,3.83
1919.76600,2314.54,16.05,-463.54,3.83
1919.78600,2314.46,16.05,-463.52,3.83
1919.80600,2314.38,16.05,-463.51,3.83
1919.82600,2314.30,16.05,-463.49,3.83
1919.84600,2314.22,16.05,-463.48,3.83
1919.86600,2314.14,16.05,-463.46,3.83
1919.88600,2314.06,16.05,-463.45,3.83
1919.90600,2313.98,16.05,-463.43,3.83
1919.92600,2313.90,16.05,-463.42,3.83
1919.94600,2313.82,16.05,-463.40,3.83
1919.96600,2313.74,16.05,-463.39,3.83
1919.98600,2313.66,16.05,-463.37,3.83
1920.00600,2313.58,16.05,-463.36,3.83
1920.02600,2313.50,16.05,-463.35,3.83
1920.04600,2313.42,16.05,-463.33,3.83
1920.06600,2313.34,16.05,-463.32,3.83
1920.08600,2313.26,16.05,-463.30,3.83
1920.10600,2313.18,16.05,-463.29,3.83
1920.12600,2313.10,16.05,-463.27,3.83
1920.14600,2313.02,16.05,-463.26,3.83
1920.16600,2312.94,16.05,-463.24,3.83
1920.18600,2312.86,16.05,-463.23,3.83
1920.20600,2312.78,16.05,-463.21,3.83
1920.22600,2312.70,16.05,-463.20,3.83
1920.24600,2312.62,16.05,-463.18,3.83
1920.26600,2312.54,16.05,-463.17,3.83
1920.28600,2312.46,16.05,-463.15,3.83
1920.30600,2312.38,16.05,-463.14,3.83
1920.32600,2312.30,16.04,-463.12,3.83
1920.34600,2312.22,16.04,-463.11,3.83
1920.36600,2312.14,16.04,-463.09,3.83
1920.38600,2312.06,16.04,-463.08,3.83
1920.40600,2311.98,16.04,-463.07,3.83
1920.42600,2311.90,16.04,-463.05,3.83
1920.44600,2311.82,16.04,-463.04,3.83
1920.46600,2311.74,16.04,-463.02,3.83
1920.48600,2311.66,16.04,-463.01,3.83
1920.50600,2311.58,16.04,-462.99,3.83
1920.52600,2311.50,16.04,-462.98,3.83
1920.54600,2311.42,16.04,-462.96,3.83
1920.56600,2311.34,16.04,-462.95,3.83
1920.58600,2311.26,16.04,-462.93,3.83
1920.60600,2311.18,16.04,-462.92,3.83
1920.62600,2311.10,16.04,-462.90,3.83
1920.64600,2311.02,16.04,-462.89,3.83
1920.66600,2310.94,16.04,-462.87,3.83
1920.68600,2310.86,16.04,-462.86,3.83
1920.70600,2310.78,16.04,-462.85,3.83
1920.72600,2310.70,16.04,-462.83,3.83
1920.74600,2310.62,16.04,-462.82,3.83
1920.76600,2310.54,16.04,-462.80,3.83
1920.78600,2310.46,16.04,-462.79,3.83
1920.80600,2310.38,16.04,-462.77,3.83
1920.82600,2310.30,16.04,-462.76,3.82
1920.84600,2310.22,16.04,-462.74,3.82
1920.86600,2310.14,16.04,-462.73,3.82
1920.88600,2310.06,16.04,-462.71,3.82
1920.90600,2309.98,16.03,-462.70,3.82
1920.92600,2309.90,16.03,-462.68,3.82
1920.94600,2309.82,16.03,-462.67,3.82
1920.96600,2309.74,16.03,-462.65,3.82
1920.98600,2309.66,16.03,-462.64,3.82
1921.00600,2309.58,16.03,-462.62,3.82
1921.02600,2309.50,16.03,-462.61,3.82
1921.04600,2309.42,16.03,-462.60,3.82
1921.06600,2309.34,16.03,-462.58,3.82
1921.08600,2309.26,16.03,-462.57,3.82
1921.10600,2309.18,16.03,-462.55,3.82
1921.12600,2309.11,16.03,-462.54,3.82
1921.14600,2309.03,16.03,-462.52,3.82
1921.16600,2308.95,16.03,-462.51,3.82
1921.18600,2308.87,16.03,-462.49,3.82
1921.20600,2308.79,16.03,-462.48,3.82
1921.22600,2308.71,16.03,-462.46,3.82
1921.24600,2308.63,16.03,-462.45,3.82
1921.26600,2308.55,16.03,-462.43,3.82
1921.28600,2308.47,16.03,-462.42,3.82
1921.30600,2308.39,16.03,-462.40,3.82
1921.32600,2308.31,16.03,-462.39,3.82
1921.34600,2308.23,16.03,-462.38,3.82
1921.36600,2308.15,16.03,-462.36,3.82
1921.38600,2308.07,16.03,-462.35,3.82
1921.40600,2307.99,16.03,-462.33,3.82
1921.42600,2307.91,16.03,-462.32,3.82
1921.44600,2307.83,16.03,-462.30,3.82
1921.46600,2307.75,16.02,-462.29,3.82
1921.48600,2307.67,16.02,-462.27,3.82
1921.50600,2307.59,16.02,-462.26,3.82
1921.52600,2307.51,16.02,-462.24,3.82
1921.54600,2307.43,16.02,-462.23,3.82
1921.56600,2307.35,16.02,-462.21,3.82
1921.58600,2307.28,16.02,-462.20,3.82
1921.60600,2307.20,16.02,-462.19,3.82
1921.62600,2307.12,16.02,-462.17,3.82
1921.64600,2307.04,16.02,-462.16,3.82
1921.66600,2306.96,16.02,-462.14,3.82
1921.68600,2306.88,16.02,-462.13,3.82
1921.70600,2306.80,16.02,-462.11,3.82
1921.72600,2306.72,16.02,-462.10,3.82
1921.74600,2306.64,16.02,-462.08,3.82
1921.76600,2306.56,16.02,-462.07,3.82
1921.78600,2306.48,16.02,-462.05,3.82
1921.80600,2306.40,16.02,-462.04,3.82
1921.82600,2306.32,16.02,-462.02,3.82
1921.84600,2306.24,16.02,-462.01,3.82
1921.86600,2306.16,16.02,-462.00,3.82
1921.88600,2306.08,16.02,-461.98,3.82
1921.90600,2306.00,16.02,-461.97,3.82
1921.92600,2305.93,16.02,-461.95,3.82
1921.94600,2305.85,16.02,-461.94,3.82
1921.96600,2305.77,16.02,-461.92,3.82
1921.98600,2305.69,16.02,-461.91,3.82
1922.00600,2305.61,16.02,-461.89,3.82
1922.02600,2305.53,16.02,-461.88,3.82
1922.04600,2305.45,16.01,-461.86,3.82
1922.06600,2305.37,16.01,-461.85,3.82
1922.08600,2305.29,16.01,-461.83,3.82
1922.10600,2305.21,16.01,-461.82,3.82
1922.12600,2305.13,16.01,-461.81,3.82
1922.14600,2305.05,16.01,-461.79,3.82
1922.16600,2304.97,16.01,-461.78,3.82
1922.18600,2304.89,16.01,-461.76,3.82
1922.20600,2304.82,16.01,-461.75,3.82
1922.22600,2304.74,16.01,-461.73,3.82
1922.24600,2304.66,16.01,-461.72,3.82
1922.26600,2304.58,16.01,-461.70,3.82
1922.28600,2304.50,16.01,-461.69,3.82
1922.30600,2304.42,16.01,-461.67,3.82
1922.32600,2304.34,16.01,-461.66,3.82
1922.34600,2304.26,16.01,-461.64,3.82
1922.36600,2304.18,16.01,-461.63,3.82
1922.38600,2304.10,16.01,-461.62,3.82
1922.40600,2304.02,16.01,-461.60,3.82
1922.42600,2303.94,16.01,-461.59,3.82
1922.44600,2303.87,16.01,-461.57,3.82
1922.46600,2303.79,16.01,-461.56,3.82
1922.48600,2303.71,16.01,-461.54,3.82
1922.50600,2303.63,16.01,-461.53,3.82
1922.52600,2303.55,16.01,-461.51,3.82
1922.54600,2303.47,16.01,-461.50,3.82
1922.56600,2303.39,16.01,-461.48,3.82
1922.58600,2303.31,16.01,-461.47,3.82
1922.60600,2303.23,16.01,-461.46,3.82
1922.62600,2303.15,16.00,-461.44,3.82
1922.64600,2303.07,16.00,-461.43,3.82
1922.66600,2303.00,16.00,-461.41,3.82
1922.68600,2302.92,16.00,-461.40,3.82
1922.70600,2302.84,16.00,-461.38,3.82
1922.72600,2302.76,16.00,-461.37,3.82
1922.74600,2302.68,16.00,-461.35,3.82
1922.76600,2302.60,16.00,-461.34,3.82
1922.78600,2302.52,16.00,-461.32,3.82
1922.80600,2302.44,16.00,-461.31,3.82
1922.82600,2302.36,16.00,-461.29,3.82
1922.84600,2302.28,16.00,-461.28,3.82
1922.86600,2302.21,16.00,-461.27,3.82
1922.88600,2302.13,16.00,-461.25,3.82
1922.90600,2302.05,16.00,-461.24,3.82
1922.92600,2301.97,16.00,-461.22,3.82
1922.94600,2301.89,16.00,-461.21,3.82
1922.96600,2301.81,16.00,-461.19,3.82
1922.98600,2301.73,16.00,-461.18,3.82
1923.00600,2301.65,16.00,-461.16,3.82
1923.02600,2301.57,16.00,-461.15,3.82
1923.04600,2301.50,16.00,-461.13,3.82
1923.06600,2301.42,16.00,-461.12,3.82
1923.08600,2301.34,16.00,-461.11,3.82
1923.10600,2301.26,16.00,-461.09,3.82
1923.12600,2301.18,16.00,-461.08,3.82
1923.14600,2301.10,16.00,-461.06,3.82
1923.16600,2301.02,16.00,-461.05,3.82
1923.18600,2300.94,16.00,-461.03,3.82
1923.20600,2300.86,15.99,-461.02,3.82
1923.22600,2300.79,15.99,-461.00,3.82
1923.24600,2300.71,15.99,-460.99,3.82
1923.26600,2300.63,15.99,-460.98,3.81
1923.28600,2300.55,15.99,-460.96,3.81
1923.30600,2300.47,15.99,-460.95,3.81
1923.32600,2300.39,15.99,-460.93,3.81
1923.34600,2300.31,15.99,-460.92,3.81
1923.36600,2300.23,15.99,-460.90,3.81
1923.38600,2300.16,15.99,-460.89,3.81
1923.40600,2300.08,15.99,-460.87,3.81
1923.42600,2300.00,15.99,-460.86,3.81
1923.44600,2299.92,15.99,-460.84,3.81
1923.46600,2299.84,15.99,-460.83,3.81
1923.48600,2299.76,15.99,-460.82,3.81
1923.50600,2299.68,15.99,-460.80,3.81
1923.52600,2299.60,15.99,-460.79,3.81
1923.54600,2299.53,15.99,-460.77,3.81
1923.56600,2299.45,15.99,-460.76,3.81
1923.58600,2299.37,15.99,-460.74,3.81
1923.60600,2299.29,15.99,-460.73,3.81
1923.62600,2299.21,15.99,-460.71,3.81
1923.64600,2299.13,15.99,-460.70,3.81
1923.66600,2299.05,15.99,-460.68,3.81
1923.68600,2298.97,15.99,-460.67,3.81
1923.70600,2298.90,15.99,-460.66,3.81
1923.72600,2298.82,15.99,-460.64,3.81
1923.74600,2298.74,15.99,-460.63,3.81
1923.76600,2298.66,15.99,-460.61,3.81
1923.78600,2298.58,15.98,-460.60,3.81
1923.80600,2298.50,15.98,-460.58,3.81
1923.82600,2298.42,15.98,-460.57,3.81
1923.84600,2298.35,15.98,-460.55,3.81
1923.86600,2298.27,15.98,-460.54,3.81
1923.88600,2298.19,15.98,-460.53,3.81
1923.90600,2298.11,15.98,-460.51,3.81
1923.92600,2298.03,15.98,-460.50,3.81
1923.94600,2297.95,15.98,-460.48,3.81
1923.96600,2297.87,15.98,-460.47,3.81
1923.98600,2297.80,15.98,-460.45,3.81
1924.00600,2297.72,15.98,-460.44,3.81
1924.02600,2297.64,15.98,-460.42,3.81
1924.04600,2297.56,15.98,-460.41,3.81
1924.06600,2297.48,15.98,-460.40,3.81
1924.08600,2297.40,15.98,-460.38,3.81
1924.10600,2297.33,15.98,-460.37,3.81
1924.12600,2297.25,15.98,-460.35,3.81
1924.14600,2297.17,15.98,-460.34,3.81
1924.16600,2297.09,15.98,-460.32,3.81
1924.18600,2297.01,15.98,-460.31,3.81
1924.20600,2296.93,15.98,-460.29,3.81
1924.22600,2296.85,15.98,-460.28,3.81
1924.24600,2296.78,15.98,-460.26,3.81
1924.26600,2296.70,15.98,-460.25,3.81
1924.28600,2296.62,15.98,-460.24,3.81
1924.30600,2296.54,15.98,-460.22,3.81
1924.32600,2296.46,15.98,-460.21,3.81
1924.34600,2296.38,15.98,-460.19,3.81
1924.36600,2296.31,15.97,-460.18,3.81
1924.38600,2296.23,15.97,-460.16,3.81
1924.40600,2296.15,15.97,-460.15,3.81
1924.42600,2296.07,15.97,-460.13,3.81
1924.44600,2295.99,15.97,-460.12,3.81
1924.46600,2295.91,15.97,-460.11,3.81
1924.48600,2295.84,15.97,-460.09,3.81
1924.50600,2295.76,15.97,-460.08,3.81
1924.52600,2295.68,15.97,-460.06,3.81
1924.54600,2295.60,15.97,-460.05,3.81
1924.56600,2295.52,15.97,-460.03,3.81
1924.58600,2295.44,15.97,-460.02,3.81
1924.60600,2295.37,15.97,-460.00,3.81
1924.62600,2295.29,15.97,-459.99,3.81
1924.64600,2295.21,15.97,-459.98,3.81
1924.66600,2295.13,15.97,-459.96,3.81
1924.68600,2295.05,15.97,-459.95,3.81
1924.70600,2294.97,15.97,-459.93,3.81
1924.72600,2294.90,15.97,-459.92,3.81
1924.74600,2294.82,15.97,-459.90,3.81
1924.76600,2294.74,15.97,-459.89,3.81
1924.78600,2294.66,15.97,-459.87,3.81
1924.80600,2294.58,15.97,-459.86,3.81
1924.82600,2294.51,15.97,-459.85,3.81
1924.84600,2294.43,15.97,-459.83,3.81
1924.86600,2294.35,15.97,-459.82,3.81
1924.88600,2294.27,15.97,-459.80,3.81
1924.90600,2294.19,15.97,-459.79,3.81
1924.92600,2294.11,15.97,-459.77,3.81
1924.94600,2294.04,15.96,-459.76,3.81
1924.96600,2293.96,15.96,-459.74,3.81
1924.98600,2293.88,15.96,-459.73,3.81
1925.00600,2293.80,15.96,-459.72,3.81
1925.02600,2293.72,15.96,-459.70,3.81
1925.04600,2293.65,15.96,-459.69,3.81
1925.06600,2293.57,15.96,-459.67,3.81
1925.08600,2293.49,15.96,-459.66,3.81
1925.10600,2293.41,15.96,-459.64,3.81
1925.12600,2293.33,15.96,-459.63,3.81
1925.14600,2293.26,15.96,-459.62,3.81
1925.16600,2293.18,15.96,-459.60,3.81
1925.18600,2293.10,15.96,-459.59,3.81
1925.20600,2293.02,15.96,-459.57,3.81
1925.22600,2292.94,15.96,-459.56,3.81
1925.24600,2292.87,15.96,-459.54,3.81
1925.26600,2292.79,15.96,-459.53,3.81
1925.28600,2292.71,15.96,-459.51,3.81
1925.30600,2292.63,15.96,-459.50,3.81
1925.32600,2292.55,15.96,-459.49,3.81
1925.34600,2292.47,15.96,-459.47,3.81
1925.36600,2292.40,15.96,-459.46,3.81
1925.38600,2292.32,15.96,-459.44,3.81
1925.40600,2292.24,15.96,-459.43,3.81
1925.42600,2292.16,15.96,-459.41,3.81
1925.44600,2292.09,15.96,-459.40,3.81
1925.46600,2292.01,15.96,-459.38,3.81
1925.48600,2291.93,15.96,-459.37,3.81
1925.50600,2291.85,15.96,-459.36,3.81
1925.52600,2291.77,15.96,-459.34,3.81
1925.54600,2291.70,15.95,-459.33,3.81
1925.56600,2291.62,15.95,-459.31,3.81
1925.58600,2291.54,15.95,-459.30,3.81
1925.60600,2291.46,15.95,-459.28,3.81
1925.62600,2291.38,15.95,-459.27,3.81
1925.64600,2291.31,15.95,-459.26,3.81
1925.66600,2291.23,15.95,-459.24,3.81
1925.68600,2291.15,15.95,-459.23,3.81
1925.70600,2291.07,15.95,-459.21,3.81
1925.72600,2290.99,15.95,-459.20,3.80
1925.74600,2290.92,15.95,-459.18,3.80
1925.76600,2290.84,15.95,-459.17,3.80
1925.78600,2290.76,15.95,-459.15,3.80
1925.80600,2290.68,15.95,-459.14,3.80
1925.82600,2290.61,15.95,-459.13,3.80
1925.84600,2290.53,15.95,-459.11,3.80
1925.86600,2290.45,15.95,-459.10,3.80
1925.88600,2290.37,15.95,-459.08,3.80
1925.90600,2290.29,15.95,-459.07,3.80
1925.92600,2290.22,15.95,-459.05,3.80
1925.94600,2290.14,15.95,-459.04,3.80
1925.96600,2290.06,15.95,-459.03,3.80
1925.98600,2289.98,15.95,-459.01,3.80
1926.00600,2289.91,15.95,-459.00,3.80
1926.02600,2289.83,15.95,-458.98,3.80
1926.04600,2289.75,15.95,-458.97,3.80
1926.06600,2289.67,15.95,-458.95,3.80
1926.08600,2289.59,15.95,-458.94,3.80
1926.10600,2289.52,15.95,-458.93,3.80
1926.12600,2289.44,15.94,-458.91,3.80
1926.14600,2289.36,15.94,-458.90,3.80
1926.16600,2289.28,15.94,-458.88,3.80
1926.18600,2289.21,15.94,-458.87,3.80
1926.20600,2289.13,15.94,-458.85,3.80
1926.22600,2289.05,15.94,-458.84,3.80
1926.24600,2288.97,15.94,-458.82,3.80
1926.26600,2288.90,15.94,-458.81,3.80
1926.28600,2288.82,15.94,-458.80,3.80
1926.30600,2288.74,15.94,-458.78,3.80
1926.32600,2288.66,15.94,-458.77,3.80
1926.34600,2288.59,15.94,-458.75,3.80
1926.36600,2288.51,15.94,-458.74,3.80
1926.38600,2288.43,15.94,-458.72,3.80
1926.40600,2288.35,15.94,-458.71,3.80
1926.42600,2288.27,15.94,-458.70,3.80
1926.44600,2288.20,15.94,-458.68,3.80
1926.46600,2288.12,15.94,-458.67,3.80
1926.48600,2288.04,15.94,-458.65,3.80
1926.50600,2287.96,15.94,-458.64,3.80
1926.52600,2287.89,15.94,-458.62,3.80
1926.54600,2287.81,15.94,-458.61,3.80
1926.56600,2287.73,15.94,-458.60,3.80
1926.58600,2287.65,15.94,-458.58,3.80
1926.60600,2287.58,15.94,-458.57,3.80
1926.62600,2287.50,15.94,-458.55,3.80
1926.64600,2287.42,15.94,-458.54,3.80
1926.66600,2287.34,15.94,-458.52,3.80
1926.68600,2287.27,15.94,-458.51,3.80
1926.70600,2287.19,15.94,-458.50,3.80
1926.72600,2287.11,15.93,-458.48,3.80
1926.74600,2287.03,15.93,-458.47,3.80
1926.76600,2286.96,15.93,-458.45,3.80
1926.78600,2286.88,15.93,-458.44,3.80
1926.80600,2286.80,15.93,-458.42,3.80
1926.82600,2286.73,15.93,-458.41,3.80
1926.84600,2286.65,15.93,-458.40,3.80
1926.86600,2286.57,15.93,-458.38,3.80
1926.88600,2286.49,15.93,-458.37,3.80
1926.90600,2286.42,15.93,-458.35,3.80
1926.92600,2286.34,15.93,-458.34,3.80
1926.94600,2286.26,15.93,-458.32,3.80
1926.96600,2286.18,15.93,-458.31,3.80
1926.98600,2286.11,15.93,-458.30,3.80
1927.00600,2286.03,15.93,-458.28,3.80
1927.02600,2285.95,15.93,-458.27,3.80
1927.04600,2285.87,15.93,-458.25,3.80
1927.06600,2285.80,15.93,-458.24,3.80
1927.08600,2285.72,15.93,-458.22,3.80
1927.10600,2285.64,15.93,-458.21,3.80
1927.12600,2285.56,15.93,-458.20,3.80
1927.14600,2285.49,15.93,-458.18,3.80
1927.16600,2285.41,15.93,-458.17,3.80
1927.18600,2285.33,15.93,-458.15,3.80
1927.20600,2285.26,15.93,-458.14,3.80
1927.22600,2285.18,15.93,-458.12,3.80
1927.24600,2285.10,15.93,-458.11,3.80
1927.26600,2285.02,15.93,-458.10,3.80
1927.28600,2284.95,15.93,-458.08,3.80
1927.30600,2284.87,15.92,-458.07,3.80
1927.32600,2284.79,15.92,-458.05,3.80
1927.34600,2284.71,15.92,-458.04,3.80
1927.36600,2284.64,15.92,-458.02,3.80
1927.38600,2284.56,15.92,-458.01,3.80
1927.40600,2284.48,15.92,-458.00,3.80
1927.42600,2284.41,15.92,-457.98,3.80
1927.44600,2284.33,15.92,-457.97,3.80
1927.46600,2284.25,15.92,-457.95,3.80
1927.48600,2284.17,15.92,-457.94,3.80
1927.50600,2284.10,15.92,-457.92,3.80
1927.52600,2284.02,15.92,-457.91,3.80
1927.54600,2283.94,15.92,-457.90,3.80
1927.56600,2283.87,15.92,-457.88,3.80
1927.58600,2283.79,15.92,-457.87,3.80
1927.60600,2283.71,15.92,-457.85,3.80
1927.62600,2283.63,15.92,-457.84,3.80
1927.64600,2283.56,15.92,-457.82,3.80
1927.66600,2283.48,15.92,-457.81,3.80
1927.68600,2283.40,15.92,-457.80,3.80
1927.70600,2283.33,15.92,-457.78,3.80
1927.72600,2283.25,15.92,-457.77,3.80
1927.74600,2283.17,15.92,-457.75,3.80
1927.76600,2283.09,15.92,-457.74,3.80
1927.78600,2283.02,15.92,-457.72,3.80
1927.80600,2282.94,15.92,-457.71,3.80
1927.82600,2282.86,15.92,-457.70,3.80
1927.84600,2282.79,15.92,-457.68,3.80
1927.86600,2282.71,15.92,-457.67,3.80
1927.88600,2282.63,15.92,-457.65,3.80
1927.90600,2282.56,15.91,-457.64,3.80
1927.92600,2282.48,15.91,-457.63,3.80
1927.94600,2282.40,15.91,-457.61,3.80
1927.96600,2282.32,15.91,-457.60,3.80
1927.98600,2282.25,15.91,-457.58,3.80
1928.00600,2282.17,15.91,-457.57,3.80
1928.02600,2282.09,15.91,-457.55,3.80
1928.04600,2282.02,15.91,-457.54,3.80
1928.06600,2281.94,15.91,-457.53,3.80
1928.08600,2281.86,15.91,-457.51,3.80
1928.10600,2281.79,15.91,-457.50,3.80
1928.12600,2281.71,15.91,-457.48,3.80
1928.14600,2281.63,15.91,-457.47,3.80
1928.16600,2281.56,15.91,-457.45,3.80
1928.18600,2281.48,15.91,-457.44,3.80
1928.20600,2281.40,15.91,-457.43,3.80
1928.22600,2281.32,15.91,-457.41,3.79
1928.24600,2281.25,15.91,-457.40,3.79
1928.26600,2281.17,15.91,-457.38,3.79
1928.28600,2281.09,15.91,-457.37,3.79
1928.30600,2281.02,15.91,-457.36,3.79
1928.32600,2280.94,15.91,-457.34,3.79
1928.34600,2280.86,15.91,-457.33,3.79
1928.36600,2280.79,15.91,-457.31,3.79
1928.38600,2280.71,15.91,-457.30,3.79
1928.40600,2280.63,15.91,-457.28,3.79
1928.42600,2280.56,15.91,-457.27,3.79
1928.44600,2280.48,15.91,-457.26,3.79
1928.46600,2280.40,15.91,-457.24,3.79
1928.48600,2280.33,15.91,-457.23,3.79
1928.50600,2280.25,15.90,-457.21,3.79
1928.52600,2280.17,15.90,-457.20,3.79
1928.54600,2280.10,15.90,-457.18,3.79
1928.56600,2280.02,15.90,-457.17,3.79
1928.58600,2279.94,15.90,-457.16,3.79
1928.60600,2279.87,15.90,-457.14,3.79
1928.62600,2279.79,15.90,-457.13,3.79
1928.64600,2279.71,15.90,-457.11,3.79
1928.66600,2279.64,15.90,-457.10,3.79
1928.68600,2279.56,15.90,-457.09,3.79
1928.70600,2279.48,15.90,-457.07,3.79
1928.72600,2279.40,15.90,-457.06,3.79
1928.74600,2279.33,15.90,-457.04,3.79
1928.76600,2279.25,15.90,-457.03,3.79
1928.78600,2279.17,15.90,-457.01,3.79
1928.80600,2279.10,15.90,-457.00,3.79
1928.82600,2279.02,15.90,-456.99,3.79
1928.84600,2278.94,15.90,-456.97,3.79
1928.86600,2278.87,15.90,-456.96,3.79
1928.88600,2278.79,15.90,-456.94,3.79
1928.90600,2278.72,15.90,-456.93,3.79
1928.92600,2278.64,15.90,-456.92,3.79
1928.94600,2278.56,15.90,-456.90,3.79
1928.96600,2278.49,15.90,-456.89,3.79
1928.98600,2278.41,15.90,-456.87,3.79
1929.00600,2278.33,15.90,-456.86,3.79
1929.02600,2278.26,15.90,-456.84,3.79
1929.04600,2278.18,15.90,-456.83,3.79
1929.06600,2278.10,15.90,-456.82,3.79
1929.08600,2278.03,15.90,-456.80,3.79
1929.10600,2277.95,15.89,-456.79,3.79
1929.12600,2277.87,15.89,-456.77,3.79
1929.14600,2277.80,15.89,-456.76,3.79
1929.16600,2277.72,15.89,-456.75,3.79
1929.18600,2277.64,15.89,-456.73,3.79
1929.20600,2277.57,15.89,-456.72,3.79
1929.22600,2277.49,15.89,-456.70,3.79
1929.24600,2277.41,15.89,-456.69,3.79
1929.26600,2277.34,15.89,-456.67,3.79
1929.28600,2277.26,15.89,-456.66,3.79
1929.30600,2277.18,15.89,-456.65,3.79
1929.32600,2277.11,15.89,-456.63,3.79
1929.34600,2277.03,15.89,-456.62,3.79
1929.36600,2276.95,15.89,-456.60,3.79
1929.38600,2276.88,15.89,-456.59,3.79
1929.40600,2276.80,15.89,-456.58,3.79
1929.42600,2276.73,15.89,-456.56,3.79
1929.44600,2276.65,15.89,-456.55,3.79
1929.46600,2276.57,15.89,-456.53,3.79
1929.48600,2276.50,15.89,-456.52,3.79
1929.50600,2276.42,15.89,-456.50,3.79
1929.52600,2276.34,15.89,-456.49,3.79
1929.54600,2276.27,15.89,-456.48,3.79
1929.56600,2276.19,15.89,-456.46,3.79
1929.58600,2276.11,15.89,-456.45,3.79
1929.60600,2276.04,15.89,-456.43,3.79
1929.62600,2275.96,15.89,-456.42,3.79
1929.64600,2275.89,15.89,-456.41,3.79
1929.66600,2275.81,15.89,-456.39,3.79
1929.68600,2275.73,15.89,-456.38,3.79
1929.70600,2275.66,15.88,-456.36,3.79
1929.72600,2275.58,15.88,-456.35,3.79
1929.74600,2275.50,15.88,-456.34,3.79
1929.76600,2275.43,15.88,-456.32,3.79
1929.78600,2275.35,15.88,-456.31,3.79
1929.80600,2275.27,15.88,-456.29,3.79
1929.82600,2275.20,15.88,-456.28,3.79
1929.84600,2275.12,15.88,-456.26,3.79
1929.86600,2275.05,15.88,-456.25,3.79
1929.88600,2274.97,15.88,-456.24,3.79
1929.90600,2274.89,15.88,-456.22,3.79
1929.92600,2274.82,15.88,-456.21,3.79
1929.94600,2274.74,15.88,-456.19,3.79
1929.96600,2274.66,15.88,-456.18,3.79
1929.98600,2274.59,15.88,-456.17,3.79
1930.00600,2274.51,15.88,-456.15,3.79
1930.02600,2274.44,15.88,-456.14,3.79
1930.04600,2274.36,15.88,-456.12,3.79
1930.06600,2274.28,15.88,-456.11,3.79
1930.08600,2274.21,15.88,-456.10,3.79
1930.10600,2274.13,15.88,-456.08,3.79
1930.12600,2274.06,15.88,-456.07,3.79
1930.14600,2273.98,15.88,-456.05,3.79
1930.16600,2273.90,15.88,-456.04,3.79
1930.18600,2273.83,15.88,-456.03,3.79
1930.20600,2273.75,15.88,-456.01,3.79
1930.22600,2273.67,15.88,-456.00,3.79
1930.24600,2273.60,15.88,-455.98,3.79
1930.26600,2273.52,15.88,-455.97,3.79
1930.28600,2273.45,15.88,-455.95,3.79
1930.30600,2273.37,15.87,-455.94,3.79
1930.32600,2273.29,15.87,-455.93,3.79
1930.34600,2273.22,15.87,-455.91,3.79
1930.36600,2273.14,15.87,-455.90,3.79
1930.38600,2273.07,15.87,-455.88,3.79
1930.40600,2272.99,15.87,-455.87,3.79
1930.42600,2272.91,15.87,-455.86,3.79
1930.44600,2272.84,15.87,-455.84,3.79
1930.46600,2272.76,15.87,-455.83,3.79
1930.48600,2272.69,15.87,-455.81,3.79
1930.50600,2272.61,15.87,-455.80,3.79
1930.52600,2272.53,15.87,-455.79,3.79
1930.54600,2272.46,15.87,-455.77,3.79
1930.56600,2272.38,15.87,-455.76,3.79
1930.58600,2272.31,15.87,-455.74,3.79
1930.60600,2272.23,15.87,-455.73,3.79
1930.62600,2272.15,15.87,-455.72,3.79
1930.64600,2272.08,15.87,-455.70,3.79
1930.66600,2272.00,15.87,-455.69,3.79
1930.68600,2271.93,15.87,-455.67,3.79
1930.70600,2271.85,15.87,-455.66,3.79
1930.72600,2271.77,15.87,-455.65,3.79
1930.74600,2271.70,15.87,-455.63,3.79
1930.76600,2271.62,15.87,-455.62,3.78
1930.78600,2271.55,15.87,-455.60,3.78
1930.80600,2271.47,15.87,-455.59,3.78
1930.82600,2271.39,15.87,-455.58,3.78
1930.84600,2271.32,15.87,-455.56,3.78
