Cs1,6s1/2,,,
Wavelength,alpha_0,Uncertainty,alpha_2,Uncertainty
1460.37400,608.56,0.83,0.00,0.00
1460.39400,608.55,0.83,0.00,0.00
1460.41400,608.54,0.83,0.00,0.00
1460.43400,608.53,0.83,0.00,0.00
1460.45400,608.52,0.83,0.00,0.00
1460.47400,608.51,0.83,0.00,0.00
1460.49400,608.50,0.83,0.00,0.00
1460.51400,608.50,0.83,0.00,0.00
1460.53400,608.49,0.83,0.00,0.00
1460.55400,608.48,0.83,0.00,0.00
1460.57400,608.47,0.83,0.00,0.00
1460.59400,608.46,0.83,0.00,0.00
1460.61400,608.45,0.83,0.00,0.00
1460.63400,608.44,0.83,0.00,0.00
1460.65400,608.43,0.83,0.00,0.00
1460.67400,608.42,0.83,0.00,0.00
1460.69400,608.42,0.83,0.00,0.00
1460.71400,608.41,0.83,0.00,0.00
1460.73400,608.40,0.83,0.00,0.00
1460.75400,608.39,0.83,0.00,0.00
1460.77400,608.38,0.83,0.00,0.00
1460.79400,608.37,0.83,0.00,0.00
1460.81400,608.36,0.83,0.00,0.00
1460.83400,608.35,0.83,0.00,0.00
1460.85400,608.35,0.83,0.00,0.00
1460.87400,608.34,0.83,0.00,0.00
1460.89400,608.33,0.83,0.00,0.00
1460.91400,608.32,0.83,0.00,0.00
1460.93400,608.31,0.83,0.00,0.00
1460.95400,608.30,0.83,0.00,0.00
1460.97400,608.29,0.83,0.00,0.00
1460.99400,608.28,0.83,0.00,0.00
1461.01400,608.27,0.83,0.00,0.00
1461.03400,608.27,0.83,0.00,0.00
1461.05400,608.26,0.83,0.00,0.00
1461.07400,608.25,0.83,0.00,0.00
1461.09400,608.24,0.83,0.00,0.00
1461.11400,608.23,0.83,0.00,0.00
1461.13400,608.22,0.83,0.00,0.00
1461.15400,608.21,0.83,0.00,0.00
1461.17400,608.20,0.83,0.00,0.00
1461.19400,608.19,0.83,0.00,0.00
1461.21400,608.19,0.83,0.00,0.00
1461.23400,608.18,0.83,0.00,0.00
1461.25400,608.17,0.83,0.00,0.00
1461.27400,608.16,0.83,0.00,0.00
1461.29400,608.15,0.83,0.00,0.00
1461.31400,608.14,0.83,0.00,0.00
1461.33400,608.13,0.83,0.00,0.00
1461.35400,608.12,0.83,0.00,0.00
1461.37400,608.12,0.83,0.00,0.00
1461.39400,608.11,0.83,0.00,0.00
1461.41400,608.10,0.83,0.00,0.00
1461.43400,608.09,0.83,0.00,0.00
1461.45400,608.08,0.83,0.00,0.00
1461.47400,608.07,0.83,0.00,0.00
1461.49400,608.06,0.83,0.00,0.00
1461.51400,608.05,0.83,0.00,0.00
1461.53400,608.04,0.83,0.00,0.00
1461.55400,608.04,0.83,0.00,0.00
1461.57400,608.03,0.83,0.00,0.00
1461.59400,608.02,0.83,0.00,0.00
1461.61400,608.01,0.83,0.00,0.00
1461.63400,608.00,0.83,0.00,0.00
1461.65400,607.99,0.83,0.00,0.00
1461.67400,607.98,0.83,0.00,0.00
1461.69400,607.97,0.83,0.00,0.00
1461.71400,607.97,0.83,0.00,0.00
1461.73400,607.96,0.83,0.00,0.00
1461.75400,607.95,0.83,0.00,0.00
1461.77400,607.94,0.83,0.00,0.00
1461.79400,607.93,0.83,0.00,0.00
1461.81400,607.92,0.83,0.00,0.00
1461.83400,607.91,0.83,0.00,0.00
1461.85400,607.90,0.83,0.00,0.00
1461.87400,607.89,0.83,0.00,0.00
1461.89400,607.89,0.83,0.00,0.00
1461.91400,607.88,0.83,0.00,0.00
1461.93400,607.87,0.83,0.00,0.00
1461.95400,607.86,0.83,0.00,0.00
1461.97400,607.85,0.83,0.00,0.00
1461.99400,607.84,0.83,0.00,0.00
1462.01400,607.83,0.83,0.00,0.00
1462.03400,607.82,0.83,0.00,0.00
1462.05400,607.82,0.83,0.00,0.00
1462.07400,607.81,0.83,0.00,0.00
1462.09400,607.80,0.83,0.00,0.00
1462.11400,607.79,0.83,0.00,0.00
1462.13400,607.78,0.83,0.00,0.00
1462.15400,607.77,0.83,0.00,0.00
1462.17400,607.76,0.83,0.00,0.00
1462.19400,607.75,0.83,0.00,0.00
1462.21400,607.75,0.83,0.00,0.00
1462.23400,607.74,0.83,0.00,0.00
1462.25400,607.73,0.83,0.00,0.00
1462.27400,607.72,0.83,0.00,0.00
1462.29400,607.71,0.83,0.00,0.00
1462.31400,607.70,0.83,0.00,0.00
1462.33400,607.69,0.83,0.00,0.00
1462.35400,607.68,0.83,0.00,0.00
1462.37400,607.67,0.83,0.00,0.00
1462.39400,607.67,0.83,0.00,0.00
1462.41400,607.66,0.83,0.00,0.00
1462.43400,607.65,0.83,0.00,0.00
1462.45400,607.64,0.83,0.00,0.00
1462.47400,607.63,0.83,0.00,0.00
1462.49400,607.62,0.83,0.00,0.00
1462.51400,607.61,0.83,0.00,0.00
1462.53400,607.60,0.83,0.00,0.00
1462.55400,607.60,0.83,0.00,0.00
1462.57400,607.59,0.83,0.00,0.00
1462.59400,607.58,0.83,0.00,0.00
1462.61400,607.57,0.83,0.00,0.00
1462.63400,607.56,0.83,0.00,0.00
1462.65400,607.55,0.83,0.00,0.00
1462.67400,607.54,0.83,0.00,0.00
1462.69400,607.53,0.83,0.00,0.00
1462.71400,607.53,0.83,0.00,0.00
1462.73400,607.52,0.83,0.00,0.00
1462.75400,607.51,0.83,0.00,0.00
1462.77400,607.50,0.83,0.00,0.00
1462.79400,607.49,0.83,0.00,0.00
1462.81400,607.48,0.83,0.00,0.00
1462.83400,607.47,0.83,0.00,0.00
1462.85400,607.46,0.83,0.00,0.00
1462.87400,607.45,0.83,0.00,0.00
1462.89400,607.45,0.83,0.00,0.00
1462.91400,607.44,0.83,0.00,0.00
1462.93400,607.43,0.83,0.00,0.00
1462.95400,607.42,0.83,0.00,0.00
1462.97400,607.41,0.83,0.00,0.00
1462.99400,607.40,0.83,0.00,0.00
1463.01400,607.39,0.83,0.00,0.00
1463.03400,607.38,0.83,0.00,0.00
1463.05400,607.38,0.83,0.00,0.00
1463.07400,607.37,0.83,0.00,0.00
1463.09400,607.36,0.83,0.00,0.00
1463.11400,607.35,0.83,0.00,0.00
1463.13400,607.34,0.83,0.00,0.00
1463.15400,607.33,0.83,0.00,0.00
1463.17400,607.32,0.83,0.00,0.00
1463.19400,607.31,0.83,0.00,0.00
1463.21400,607.31,0.83,0.00,0.00
1463.23400,607.30,0.83,0.00,0.00
1463.25400,607.29,0.83,0.00,0.00
1463.27400,607.28,0.83,0.00,0.00
1463.29400,607.27,0.83,0.00,0.00
1463.31400,607.26,0.83,0.00,0.00
1463.33400,607.25,0.83,0.00,0.00
1463.35400,607.24,0.83,0.00,0.00
1463.37400,607.24,0.83,0.00,0.00
1463.39400,607.23,0.83,0.00,0.00
1463.41400,607.22,0.83,0.00,0.00
1463.43400,607.21,0.83,0.00,0.00
1463.45400,607.20,0.83,0.00,0.00
1463.47400,607.19,0.83,0.00,0.00
1463.49400,607.18,0.83,0.00,0.00
1463.51400,607.17,0.83,0.00,0.00
1463.53400,607.17,0.83,0.00,0.00
1463.55400,607.16,0.83,0.00,0.00
1463.57400,607.15,0.83,0.00,0.00
1463.59400,607.14,0.83,0.00,0.00
1463.61400,607.13,0.83,0.00,0.00
1463.63400,607.12,0.83,0.00,0.00
1463.65400,607.11,0.83,0.00,0.00
1463.67400,607.10,0.83,0.00,0.00
1463.69400,607.10,0.83,0.00,0.00
1463.71400,607.09,0.83,0.00,0.00
1463.73400,607.08,0.83,0.00,0.00
1463.75400,607.07,0.83,0.00,0.00
1463.77400,607.06,0.83,0.00,0.00
1463.79400,607.05,0.83,0.00,0.00
1463.81400,607.04,0.83,0.00,0.00
1463.83400,607.03,0.83,0.00,0.00
1463.85400,607.03,0.83,0.00,0.00
1463.87400,607.02,0.83,0.00,0.00
1463.89400,607.01,0.83,0.00,0.00
1463.91400,607.00,0.83,0.00,0.00
1463.93400,606.99,0.83,0.00,0.00
1463.95400,606.98,0.83,0.00,0.00
1463.97400,606.97,0.83,0.00,0.00
1463.99400,606.96,0.83,0.00,0.00
1464.01400,606.96,0.83,0.00,0.00
1464.03400,606.95,0.83,0.00,0.00
1464.05400,606.94,0.83,0.00,0.00
1464.07400,606.93,0.83,0.00,0.00
1464.09400,606.92,0.83,0.00,0.00
1464.11400,606.91,0.83,0.00,0.00
1464.13400,606.90,0.83,0.00,0.00
1464.15400,606.89,0.83,0.00,0.00
1464.17400,606.89,0.83,0.00,0.00
1464.19400,606.88,0.83,0.00,0.00
1464.21400,606.87,0.83,0.00,0.00
1464.23400,606.86,0.83,0.00,0.00
1464.25400,606.85,0.83,0.00,0.00
1464.27400,606.84,0.83,0.00,0.00
1464.29400,606.83,0.83,0.00,0.00
1464.31400,606.82,0.83,0.00,0.00
1464.33400,606.82,0.83,0.00,0.00
1464.35400,606.81,0.83,0.00,0.00
1464.37400,606.80,0.83,0.00,0.00
1464.39400,606.79,0.83,0.00,0.00
1464.41400,606.78,0.83,0.00,0.00
1464.43400,606.77,0.83,0.00,0.00
1464.45400,606.76,0.83,0.00,0.00
1464.47400,606.75,0.83,0.00,0.00
1464.49400,606.75,0.83,0.00,0.00
1464.51400,606.74,0.83,0.00,0.00
1464.53400,606.73,0.83,0.00,0.00
1464.55400,606.72,0.83,0.00,0.00
1464.57400,606.71,0.83,0.00,0.00
1464.59400,606.70,0.83,0.00,0.00
1464.61400,606.69,0.83,0.00,0.00
1464.63400,606.68,0.83,0.00,0.00
1464.65400,606.68,0.83,0.00,0.00
1464.67400,606.67,0.83,0.00,0.00
1464.69400,606.66,0.83,0.00,0.00
1464.71400,606.65,0.83,0.00,0.00
1464.73400,606.64,0.83,0.00,0.00
1464.75400,606.63,0.83,0.00,0.00
1464.77400,606.62,0.83,0.00,0.00
1464.79400,606.61,0.83,0.00,0.00
1464.81400,606.61,0.83,0.00,0.00
1464.83400,606.60,0.83,0.00,0.00
1464.85400,606.59,0.83,0.00,0.00
1464.87400,606.58,0.83,0.00,0.00
1464.89400,606.57,0.83,0.00,0.00
1464.91400,606.56,0.83,0.00,0.00
1464.93400,606.55,0.83,0.00,0.00
1464.95400,606.54,0.83,0.00,0.00
1464.97400,606.54,0.83,0.00,0.00
1464.99400,606.53,0.83,0.00,0.00
1465.01400,606.52,0.83,0.00,0.00
1465.03400,606.51,0.83,0.00,0.00
1465.05400,606.50,0.83,0.00,0.00
1465.07400,606.49,0.83,0.00,0.00
1465.09400,606.48,0.83,0.00,0.00
1465.11400,606.47,0.83,0.00,0.00
1465.13400,606.47,0.83,0.00,0.00
1465.15400,606.46,0.83,0.00,0.00
1465.17400,606.45,0.83,0.00,0.00
1465.19400,606.44,0.83,0.00,0.00
1465.21400,606.43,0.83,0.00,0.00
1465.23400,606.42,0.83,0.00,0.00
1465.25400,606.41,0.83,0.00,0.00
1465.27400,606.41,0.83,0.00,0.00
1465.29400,606.40,0.83,0.00,0.00
1465.31400,606.39,0.83,0.00,0.00
1465.33400,606.38,0.83,0.00,0.00
1465.35400,606.37,0.83,0.00,0.00
1465.37400,606.36,0.83,0.00,0.00
1465.39400,606.35,0.83,0.00,0.00
1465.41400,606.34,0.83,0.00,0.00
1465.43400,606.34,0.83,0.00,0.00
1465.45400,606.33,0.83,0.00,0.00
1465.47400,606.32,0.83,0.00,0.00
1465.49400,606.31,0.83,0.00,0.00
1465.51400,606.30,0.83,0.00,0.00
1465.53400,606.29,0.83,0.00,0.00
1465.55400,606.28,0.83,0.00,0.00
1465.57400,606.27,0.83,0.00,0.00
1465.59400,606.27,0.83,0.00,0.00
1465.61400,606.26,0.83,0.00,0.00
1465.63400,606.25,0.83,0.00,0.00
1465.65400,606.24,0.83,0.00,0.00
1465.67400,606.23,0.83,0.00,0.00
1465.69400,606.22,0.83,0.00,0.00
1465.71400,606.21,0.83,0.00,0.00
1465.73400,606.21,0.83,0.00,0.00
1465.75400,606.20,0.83,0.00,0.00
1465.77400,606.19,0.83,0.00,0.00
1465.79400,606.18,0.83,0.00,0.00
1465.81400,606.17,0.83,0.00,0.00
1465.83400,606.16,0.83,0.00,0.00
1465.85400,606.15,0.83,0.00,0.00
1465.87400,606.14,0.83,0.00,0.00
1465.89400,606.14,0.83,0.00,0.00
1465.91400,606.13,0.83,0.00,0.00
1465.93400,606.12,0.83,0.00,0.00
1465.95400,606.11,0.83,0.00,0.00
1465.97400,606.10,0.83,0.00,0.00
1465.99400,606.09,0.83,0.00,0.00
1466.01400,606.08,0.83,0.00,0.00
1466.03400,606.07,0.83,0.00,0.00
1466.05400,606.07,0.83,0.00,0.00
1466.07400,606.06,0.83,0.00,0.00
1466.09400,606.05,0.83,0.00,0.00
1466.11400,606.04,0.83,0.00,0.00
1466.13400,606.03,0.83,0.00,0.00
1466.15400,606.02,0.83,0.00,0.00
1466.17400,606.01,0.83,0.00,0.00
1466.19400,606.01,0.83,0.00,0.00
1466.21400,606.00,0.83,0.00,0.00
1466.23400,605.99,0.83,0.00,0.00
1466.25400,605.98,0.83,0.00,0.00
1466.27400,605.97,0.83,0.00,0.00
1466.29400,605.96,0.83,0.00,0.00
1466.31400,605.95,0.83,0.00,0.00
1466.33400,605.94,0.83,0.00,0.00
1466.35400,605.94,0.83,0.00,0.00
1466.37400,605.93,0.83,0.00,0.00
1466.39400,605.92,0.83,0.00,0.00
1466.41400,605.91,0.83,0.00,0.00
1466.43400,605.90,0.83,0.00,0.00
1466.45400,605.89,0.83,0.00,0.00
1466.47400,605.88,0.83,0.00,0.00
1466.49400,605.88,0.83,0.00,0.00
1466.51400,605.87,0.83,0.00,0.00
1466.53400,605.86,0.83,0.00,0.00
1466.55400,605.85,0.83,0.00,0.00
1466.57400,605.84,0.83,0.00,0.00
1466.59400,605.83,0.83,0.00,0.00
1466.61400,605.82,0.83,0.00,0.00
1466.63400,605.81,0.83,0.00,0.00
1466.65400,605.81,0.83,0.00,0.00
1466.67400,605.80,0.83,0.00,0.00
1466.69400,605.79,0.83,0.00,0.00
1466.71400,605.78,0.83,0.00,0.00
1466.73400,605.77,0.83,0.00,0.00
1466.75400,605.76,0.83,0.00,0.00
1466.77400,605.75,0.83,0.00,0.00
1466.79400,605.75,0.83,0.00,0.00
1466.81400,605.74,0.83,0.00,0.00
1466.83400,605.73,0.83,0.00,0.00
1466.85400,605.72,0.83,0.00,0.00
1466.87400,605.71,0.83,0.00,0.00
1466.89400,605.70,0.83,0.00,0.00
1466.91400,605.69,0.83,0.00,0.00
1466.93400,605.68,0.83,0.00,0.00
1466.95400,605.68,0.83,0.00,0.00
1466.97400,605.67,0.83,0.00,0.00
1466.99400,605.66,0.83,0.00,0.00
1467.01400,605.65,0.83,0.00,0.00
1467.03400,605.64,0.83,0.00,0.00
1467.05400,605.63,0.83,0.00,0.00
1467.07400,605.62,0.83,0.00,0.00
1467.09400,605.62,0.83,0.00,0.00
1467.11400,605.61,0.83,0.00,0.00
1467.13400,605.60,0.83,0.00,0.00
1467.15400,605.59,0.83,0.00,0.00
1467.17400,605.58,0.83,0.00,0.00
1467.19400,605.57,0.83,0.00,0.00
1467.21400,605.56,0.83,0.00,0.00
1467.23400,605.55,0.83,0.00,0.00
1467.25400,605.55,0.83,0.00,0.00
1467.27400,605.54,0.83,0.00,0.00
1467.29400,605.53,0.83,0.00,0.00
1467.31400,605.52,0.83,0.00,0.00
1467.33400,605.51,0.83,0.00,0.00
1467.35400,605.50,0.83,0.00,0.00
1467.37400,605.49,0.83,0.00,0.00
1467.39400,605.49,0.83,0.00,0.00
1467.41400,605.48,0.83,0.00,0.00
1467.43400,605.47,0.83,0.00,0.00
1467.45400,605.46,0.83,0.00,0.00
1467.47400,605.45,0.83,0.00,0.00
1467.49400,605.44,0.83,0.00,0.00
1467.51400,605.43,0.83,0.00,0.00
1467.53400,605.42,0.83,0.00,0.00
1467.55400,605.42,0.83,0.00,0.00
1467.57400,605.41,0.83,0.00,0.00
1467.59400,605.40,0.83,0.00,0.00
1467.61400,605.39,0.83,0.00,0.00
1467.63400,605.38,0.83,0.00,0.00
1467.65400,605.37,0.83,0.00,0.00
1467.67400,605.36,0.83,0.00,0.00
1467.69400,605.36,0.83,0.00,0.00
1467.71400,605.35,0.83,0.00,0.00
1467.73400,605.34,0.83,0.00,0.00
1467.75400,605.33,0.83,0.00,0.00
1467.77400,605.32,0.83,0.00,0.00
1467.79400,605.31,0.83,0.00,0.00
1467.81400,605.30,0.83,0.00,0.00
1467.83400,605.30,0.83,0.00,0.00
1467.85400,605.29,0.83,0.00,0.00
1467.87400,605.28,0.83,0.00,0.00
1467.89400,605.27,0.83,0.00,0.00
1467.91400,605.26,0.83,0.00,0.00
1467.93400,605.25,0.83,0.00,0.00
1467.95400,605.24,0.83,0.00,0.00
1467.97400,605.23,0.83,0.00,0.00
1467.99400,605.23,0.83,0.00,0.00
1468.01400,605.22,0.83,0.00,0.00
1468.03400,605.21,0.83,0.00,0.00
1468.05400,605.20,0.83,0.00,0.00
1468.07400,605.19,0.83,0.00,0.00
1468.09400,605.18,0.83,0.00,0.00
1468.11400,605.17,0.83,0.00,0.00
1468.13400,605.17,0.83,0.00,0.00
1468.15400,605.16,0.83,0.00,0.00
1468.17400,605.15,0.83,0.00,0.00
1468.19400,605.14,0.83,0.00,0.00
1468.21400,605.13,0.83,0.00,0.00
1468.23400,605.12,0.83,0.00,0.00
1468.25400,605.11,0.83,0.00,0.00
1468.27400,605.11,0.83,0.00,0.00
1468.29400,605.10,0.83,0.00,0.00
1468.31400,605.09,0.83,0.00,0.00
1468.33400,605.08,0.83,0.00,0.00
1468.35400,605.07,0.83,0.00,0.00
1468.37400,605.06,0.83,0.00,0.00
1468.39400,605.05,0.83,0.00,0.00
1468.41400,605.05,0.83,0.00,0.00
1468.43400,605.04,0.83,0.00,0.00
1468.45400,605.03,0.83,0.00,0.00
1468.47400,605.02,0.83,0.00,0.00
1468.49400,605.01,0.83,0.00,0.00
1468.51400,605.00,0.83,0.00,0.00
1468.53400,604.99,0.83,0.00,0.00
1468.55400,604.99,0.83,0.00,0.00
1468.57400,604.98,0.83,0.00,0.00
1468.59400,604.97,0.83,0.00,0.00
1468.61400,604.96,0.83,0.00,0.00
1468.63400,604.95,0.83,0.00,0.00
1468.65400,604.94,0.83,0.00,0.00
1468.67400,604.93,0.83,0.00,0.00
1468.69400,604.92,0.83,0.00,0.00
1468.71400,604.92,0.83,0.00,0.00
1468.73400,604.91,0.83,0.00,0.00
1468.75400,604.90,0.83,0.00,0.00
1468.77400,604.89,0.83,0.00,0.00
1468.79400,604.88,0.83,0.00,0.00
1468.81400,604.87,0.83,0.00,0.00
1468.83400,604.86,0.83,0.00,0.00
1468.85400,604.86,0.83,0.00,0.00
1468.87400,604.85,0.83,0.00,0.00
1468.89400,604.84,0.83,0.00,0.00
1468.91400,604.83,0.83,0.00,0.00
1468.93400,604.82,0.83,0.00,0.00
1468.95400,604.81,0.83,0.00,0.00
1468.97400,604.80,0.83,0.00,0.00
1468.99400,604.80,0.83,0.00,0.00
1469.01400,604.79,0.83,0.00,0.00
1469.03400,604.78,0.83,0.00,0.00
1469.05400,604.77,0.83,0.00,0.00
1469.07400,604.76,0.83,0.00,0.00
1469.09400,604.75,0.83,0.00,0.00
1469.11400,604.74,0.83,0.00,0.00
1469.13400,604.74,0.83,0.00,0.00
1469.15400,604.73,0.83,0.00,0.00
1469.17400,604.72,0.83,0.00,0.00
1469.19400,604.71,0.83,0.00,0.00
1469.21400,604.70,0.83,0.00,0.00
1469.23400,604.69,0.83,0.00,0.00
1469.25400,604.68,0.83,0.00,0.00
1469.27400,604.68,0.83,0.00,0.00
1469.29400,604.67,0.83,0.00,0.00
1469.31400,604.66,0.83,0.00,0.00
1469.33400,604.65,0.83,0.00,0.00
1469.35400,604.64,0.83,0.00,0.00
1469.37400,604.63,0.83,0.00,0.00
1469.39400,604.62,0.83,0.00,0.00
1469.41400,604.62,0.83,0.00,0.00
1469.43400,604.61,0.83,0.00,0.00
1469.45400,604.60,0.83,0.00,0.00
1469.47400,604.59,0.83,0.00,0.00
1469.49400,604.58,0.83,0.00,0.00
1469.51400,604.57,0.83,0.00,0.00
1469.53400,604.56,0.83,0.00,0.00
1469.55400,604.56,0.83,0.00,0.00
1469.57400,604.55,0.83,0.00,0.00
1469.59400,604.54,0.83,0.00,0.00
1469.61400,604.53,0.83,0.00,0.00
1469.63400,604.52,0.83,0.00,0.00
1469.65400,604.51,0.83,0.00,0.00
1469.67400,604.50,0.83,0.00,0.00
1469.69400,604.50,0.83,0.00,0.00
1469.71400,604.49,0.83,0.00,0.00
1469.73400,604.48,0.83,0.00,0.00
1469.75400,604.47,0.83,0.00,0.00
1469.77400,604.46,0.83,0.00,0.00
1469.79400,604.45,0.83,0.00,0.00
1469.81400,604.44,0.83,0.00,0.00
1469.83400,604.44,0.83,0.00,0.00
1469.85400,604.43,0.83,0.00,0.00
1469.87400,604.42,0.83,0.00,0.00
1469.89400,604.41,0.83,0.00,0.00
1469.91400,604.40,0.83,0.00,0.00
1469.93400,604.39,0.83,0.00,0.00
1469.95400,604.38,0.83,0.00,0.00
1469.97400,604.38,0.83,0.00,0.00
1469.99400,604.37,0.83,0.00,0.00
1470.01400,604.36,0.83,0.00,0.00
1470.03400,604.35,0.83,0.00,0.00
1470.05400,604.34,0.83,0.00,0.00
1470.07400,604.33,0.83,0.00,0.00
1470.09400,604.32,0.83,0.00,0.00
1470.11400,604.32,0.83,0.00,0.00
1470.13400,604.31,0.83,0.00,0.00
1470.15400,604.30,0.83,0.00,0.00
1470.17400,604.29,0.83,0.00,0.00
1470.19400,604.28,0.83,0.00,0.00
1470.21400,604.27,0.83,0.00,0.00
1470.23400,604.26,0.83,0.00,0.00
1470.25400,604.26,0.83,0.00,0.00
1470.27400,604.25,0.83,0.00,0.00
1470.29400,604.24,0.83,0.00,0.00
1470.31400,604.23,0.83,0.00,0.00
1470.33400,604.22,0.83,0.00,0.00
1470.35400,604.21,0.83,0.00,0.00
1470.37400,604.20,0.83,0.00,0.00
1470.39400,604.20,0.83,0.00,0.00
1470.41400,604.19,0.83,0.00,0.00
1470.43400,604.18,0.83,0.00,0.00
1470.45400,604.17,0.83,0.00,0.00
1470.47400,604.16,0.83,0.00,0.00
1470.49400,604.15,0.83,0.00,0.00
1470.51400,604.14,0.83,0.00,0.00
1470.53400,604.14,0.83,0.00,0.00
1470.55400,604.13,0.83,0.00,0.00
1470.57400,604.12,0.83,0.00,0.00
1470.59400,604.11,0.83,0.00,0.00
1470.61400,604.10,0.83,0.00,0.00
1470.63400,604.09,0.83,0.00,0.00
1470.65400,604.08,0.83,0.00,0.00
1470.67400,604.08,0.83,0.00,0.00
1470.69400,604.07,0.83,0.00,0.00
1470.71400,604.06,0.83,0.00,0.00
1470.73400,604.05,0.83,0.00,0.00
1470.75400,604.04,0.83,0.00,0.00
1470.77400,604.03,0.83,0.00,0.00
1470.79400,604.02,0.83,0.00,0.00
1470.81400,604.02,0.83,0.00,0.00
1470.83400,604.01,0.83,0.00,0.00
1470.85400,604.00,0.83,0.00,0.00
1470.87400,603.99,0.83,0.00,0.00
1470.89400,603.98,0.83,0.00,0.00
1470.91400,603.97,0.83,0.00,0.00
1470.93400,603.96,0.83,0.00,0.00
1470.95400,603.96,0.83,0.00,0.00
1470.97400,603.95,0.83,0.00,0.00
1470.99400,603.94,0.83,0.00,0.00
1471.01400,603.93,0.83,0.00,0.00
1471.03400,603.92,0.83,0.00,0.00
1471.05400,603.91,0.83,0.00,0.00
1471.07400,603.90,0.83,0.00,0.00
1471.09400,603.90,0.83,0.00,0.00
1471.11400,603.89,0.83,0.00,0.00
1471.13400,603.88,0.83,0.00,0.00
1471.15400,603.87,0.83,0.00,0.00
1471.17400,603.86,0.83,0.00,0.00
1471.19400,603.85,0.83,0.00,0.00
1471.21400,603.85,0.83,0.00,0.00
1471.23400,603.84,0.83,0.00,0.00
1471.25400,603.83,0.83,0.00,0.00
1471.27400,603.82,0.83,0.00,0.00
1471.29400,603.81,0.83,0.00,0.00
1471.31400,603.80,0.83,0.00,0.00
1471.33400,603.79,0.83,0.00,0.00
1471.35400,603.79,0.83,0.00,0.00
1471.37400,603.78,0.83,0.00,0.00
1471.39400,603.77,0.83,0.00,0.00
1471.41400,603.76,0.83,0.00,0.00
1471.43400,603.75,0.83,0.00,0.00
1471.45400,603.74,0.83,0.00,0.00
1471.47400,603.73,0.83,0.00,0.00
1471.49400,603.73,0.83,0.00,0.00
1471.51400,603.72,0.83,0.00,0.00
1471.53400,603.71,0.83,0.00,0.00
1471.55400,603.70,0.83,0.00,0.00
1471.57400,603.69,0.83,0.00,0.00
1471.59400,603.68,0.83,0.00,0.00
1471.61400,603.67,0.83,0.00,0.00
1471.63400,603.67,0.83,0.00,0.00
1471.65400,603.66,0.83,0.00,0.00
1471.67400,603.65,0.83,0.00,0.00
1471.69400,603.64,0.83,0.00,0.00
1471.71400,603.63,0.83,0.00,0.00
1471.73400,603.62,0.83,0.00,0.00
1471.75400,603.62,0.83,0.00,0.00
1471.77400,603.61,0.83,0.00,0.00
1471.79400,603.60,0.83,0.00,0.00
1471.81400,603.59,0.83,0.00,0.00
1471.83400,603.58,0.83,0.00,0.00
1471.85400,603.57,0.83,0.00,0.00
1471.87400,603.56,0.83,0.00,0.00
1471.89400,603.56,0.83,0.00,0.00
1471.91400,603.55,0.83,0.00,0.00
1471.93400,603.54,0.83,0.00,0.00
1471.95400,603.53,0.83,0.00,0.00
1471.97400,603.52,0.83,0.00,0.00
1471.99400,603.51,0.83,0.00,0.00
1472.01400,603.50,0.83,0.00,0.00
1472.03400,603.50,0.83,0.00,0.00
1472.05400,603.49,0.83,0.00,0.00
1472.07400,603.48,0.83,0.00,0.00
1472.09400,603.47,0.83,0.00,0.00
1472.11400,603.46,0.83,0.00,0.00
1472.13400,603.45,0.83,0.00,0.00
1472.15400,603.44,0.83,0.00,0.00
1472.17400,603.44,0.83,0.00,0.00
1472.19400,603.43,0.83,0.00,0.00
1472.21400,603.42,0.83,0.00,0.00
1472.23400,603.41,0.83,0.00,0.00
1472.25400,603.40,0.83,0.00,0.00
1472.27400,603.39,0.83,0.00,0.00
1472.29400,603.39,0.83,0.00,0.00
1472.31400,603.38,0.83,0.00,0.00
1472.33400,603.37,0.83,0.00,0.00
1472.35400,603.36,0.83,0.00,0.00
1472.37400,603.35,0.83,0.00,0.00
1472.39400,603.34,0.83,0.00,0.00
1472.41400,603.33,0.83,0.00,0.00
1472.43400,603.33,0.83,0.00,0.00
1472.45400,603.32,0.83,0.00,0.00
1472.47400,603.31,0.83,0.00,0.00
1472.49400,603.30,0.83,0.00,0.00
1472.51400,603.29,0.83,0.00,0.00
1472.53400,603.28,0.83,0.00,0.00
1472.55400,603.28,0.83,0.00,0.00
1472.57400,603.27,0.83,0.00,0.00
1472.59400,603.26,0.83,0.00,0.00
1472.61400,603.25,0.83,0.00,0.00
1472.63400,603.24,0.82,0.00,0.00
1472.65400,603.23,0.82,0.00,0.00
1472.67400,603.22,0.82,0.00,0.00
1472.69400,603.22,0.82,0.00,0.00
1472.71400,603.21,0.82,0.00,0.00
1472.73400,603.20,0.82,0.00,0.00
1472.75400,603.19,0.82,0.00,0.00
1472.77400,603.18,0.82,0.00,0.00
1472.79400,603.17,0.82,0.00,0.00
1472.81400,603.16,0.82,0.00,0.00
1472.83400,603.16,0.82,0.00,0.00
1472.85400,603.15,0.82,0.00,0.00
1472.87400,603.14,0.82,0.00,0.00
1472.89400,603.13,0.82,0.00,0.00
1472.91400,603.12,0.82,0.00,0.00
1472.93400,603.11,0.82,0.00,0.00
1472.95400,603.11,0.82,0.00,0.00
1472.97400,603.10,0.82,0.00,0.00
1472.99400,603.09,0.82,0.00,0.00
1473.01400,603.08,0.82,0.00,0.00
1473.03400,603.07,0.82,0.00,0.00
