Cs1,6p1/2,,,
1626.38200,206.67,18.44,0.00,0.00
1626.40200,206.62,18.45,0.00,0.00
1626.42200,206.57,18.45,0.00,0.00
1626.44200,206.52,18.45,0.00,0.00
1626.46200,206.47,18.45,0.00,0.00
1626.48200,206.42,18.45,0.00,0.00
1626.50200,206.37,18.45,0.00,0.00
1626.52200,206.32,18.45,0.00,0.00
1626.54200,206.27,18.45,0.00,0.00
1626.56200,206.22,18.45,0.00,0.00
1626.58200,206.18,18.45,0.00,0.00
1626.60200,206.13,18.45,0.00,0.00
1626.62200,206.08,18.45,0.00,0.00
1626.64200,206.03,18.45,0.00,0.00
1626.66200,205.98,18.45,0.00,0.00
1626.68200,205.93,18.45,0.00,0.00
1626.70200,205.88,18.45,0.00,0.00
1626.72200,205.83,18.45,0.00,0.00
1626.74200,205.78,18.45,0.00,0.00
1626.76200,205.73,18.46,0.00,0.00
1626.78200,205.68,18.46,0.00,0.00
1626.80200,205.63,18.46,0.00,0.00
1626.82200,205.58,18.46,0.00,0.00
1626.84200,205.53,18.46,0.00,0.00
1626.86200,205.48,18.46,0.00,0.00
1626.88200,205.43,18.46,0.00,0.00
1626.90200,205.38,18.46,0.00,0.00
1626.92200,205.33,18.46,0.00,0.00
1626.94200,205.29,18.46,0.00,0.00
1626.96200,205.24,18.46,0.00,0.00
1626.98200,205.19,18.46,0.00,0.00
1627.00200,205.14,18.46,0.00,0.00
1627.02200,205.09,18.46,0.00,0.00
1627.04200,205.04,18.46,0.00,0.00
1627.06200,204.99,18.46,0.00,0.00
1627.08200,204.94,18.46,0.00,0.00
1627.10200,204.89,18.46,0.00,0.00
1627.12200,204.84,18.47,0.00,0.00
1627.14200,204.79,18.47,0.00,0.00
1627.16200,204.74,18.47,0.00,0.00
1627.18200,204.69,18.47,0.00,0.00
1627.20200,204.64,18.47,0.00,0.00
1627.22200,204.59,18.47,0.00,0.00
1627.24200,204.54,18.47,0.00,0.00
1627.26200,204.50,18.47,0.00,0.00
1627.28200,204.45,18.47,0.00,0.00
1627.30200,204.40,18.47,0.00,0.00
1627.32200,204.35,18.47,0.00,0.00
1627.34200,204.30,18.47,0.00,0.00
1627.36200,204.25,18.47,0.00,0.00
1627.38200,204.20,18.47,0.00,0.00
1627.40200,204.15,18.47,0.00,0.00
1627.42200,204.10,18.47,0.00,0.00
1627.44200,204.05,18.47,0.00,0.00
1627.46200,204.00,18.47,0.00,0.00
1627.48200,203.95,18.47,0.00,0.00
1627.50200,203.90,18.48,0.00,0.00
1627.52200,203.85,18.48,0.00,0.00
1627.54200,203.81,18.48,0.00,0.00
1627.56200,203.76,18.48,0.00,0.00
1627.58200,203.71,18.48,0.00,0.00
1627.60200,203.66,18.48,0.00,0.00
1627.62200,203.61,18.48,0.00,0.00
1627.64200,203.56,18.48,0.00,0.00
1627.66200,203.51,18.48,0.00,0.00
1627.68200,203.46,18.48,0.00,0.00
1627.70200,203.41,18.48,0.00,0.00
1627.72200,203.36,18.48,0.00,0.00
1627.74200,203.31,18.48,0.00,0.00
1627.76200,203.26,18.48,0.00,0.00
1627.78200,203.21,18.48,0.00,0.00
1627.80200,203.17,18.48,0.00,0.00
1627.82200,203.12,18.48,0.00,0.00
1627.84200,203.07,18.48,0.00,0.00
1627.86200,203.02,18.49,0.00,0.00
1627.88200,202.97,18.49,0.00,0.00
1627.90200,202.92,18.49,0.00,0.00
1627.92200,202.87,18.49,0.00,0.00
1627.94200,202.82,18.49,0.00,0.00
1627.96200,202.77,18.49,0.00,0.00
1627.98200,202.72,18.49,0.00,0.00
1628.00200,202.67,18.49,0.00,0.00
1628.02200,202.62,18.49,0.00,0.00
1628.04200,202.57,18.49,0.00,0.00
1628.06200,202.53,18.49,0.00,0.00
1628.08200,202.48,18.49,0.00,0.00
1628.10200,202.43,18.49,0.00,0.00
1628.12200,202.38,18.49,0.00,0.00
1628.14200,202.33,18.49,0.00,0.00
1628.16200,202.28,18.49,0.00,0.00
1628.18200,202.23,18.49,0.00,0.00
1628.20200,202.18,18.49,0.00,0.00
1628.22200,202.13,18.50,0.00,0.00
1628.24200,202.08,18.50,0.00,0.00
1628.26200,202.03,18.50,0.00,0.00
1628.28200,201.99,18.50,0.00,0.00
1628.30200,201.94,18.50,0.00,0.00
1628.32200,201.89,18.50,0.00,0.00
1628.34200,201.84,18.50,0.00,0.00
1628.36200,201.79,18.50,0.00,0.00
1628.38200,201.74,18.50,0.00,0.00
1628.40200,201.69,18.50,0.00,0.00
1628.42200,201.64,18.50,0.00,0.00
1628.44200,201.59,18.50,0.00,0.00
1628.46200,201.54,18.50,0.00,0.00
1628.48200,201.49,18.50,0.00,0.00
1628.50200,201.45,18.50,0.00,0.00
1628.52200,201.40,18.50,0.00,0.00
1628.54200,201.35,18.50,0.00,0.00
1628.56200,201.30,18.50,0.00,0.00
1628.58200,201.25,18.51,0.00,0.00
1628.60200,201.20,18.51,0.00,0.00
1628.62200,201.15,18.51,0.00,0.00
1628.64200,201.10,18.51,0.00,0.00
1628.66200,201.05,18.51,0.00,0.00
1628.68200,201.00,18.51,0.00,0.00
1628.70200,200.96,18.51,0.00,0.00
1628.72200,200.91,18.51,0.00,0.00
1628.74200,200.86,18.51,0.00,0.00
1628.76200,200.81,18.51,0.00,0.00
1628.78200,200.76,18.51,0.00,0.00
1628.80200,200.71,18.51,0.00,0.00
1628.82200,200.66,18.51,0.00,0.00
1628.84200,200.61,18.51,0.00,0.00
1628.86200,200.56,18.51,0.00,0.00
1628.88200,200.51,18.51,0.00,0.00
1628.90200,200.47,18.51,0.00,0.00
1628.92200,200.42,18.51,0.00,0.00
1628.94200,200.37,18.52,0.00,0.00
1628.96200,200.32,18.52,0.00,0.00
1628.98200,200.27,18.52,0.00,0.00
1629.00200,200.22,18.52,0.00,0.00
1629.02200,200.17,18.52,0.00,0.00
1629.04200,200.12,18.52,0.00,0.00
1629.06200,200.07,18.52,0.00,0.00
1629.08200,200.02,18.52,0.00,0.00
1629.10200,199.98,18.52,0.00,0.00
1629.12200,199.93,18.52,0.00,0.00
1629.14200,199.88,18.52,0.00,0.00
1629.16200,199.83,18.52,0.00,0.00
1629.18200,199.78,18.52,0.00,0.00
1629.20200,199.73,18.52,0.00,0.00
1629.22200,199.68,18.52,0.00,0.00
1629.24200,199.63,18.52,0.00,0.00
1629.26200,199.58,18.52,0.00,0.00
1629.28200,199.54,18.53,0.00,0.00
1629.30200,199.49,18.53,0.00,0.00
1629.32200,199.44,18.53,0.00,0.00
1629.34200,199.39,18.53,0.00,0.00
1629.36200,199.34,18.53,0.00,0.00
1629.38200,199.29,18.53,0.00,0.00
1629.40200,199.24,18.53,0.00,0.00
1629.42200,199.19,18.53,0.00,0.00
1629.44200,199.15,18.53,0.00,0.00
1629.46200,199.10,18.53,0.00,0.00
1629.48200,199.05,18.53,0.00,0.00
1629.50200,199.00,18.53,0.00,0.00
1629.52200,198.95,18.53,0.00,0.00
1629.54200,198.90,18.53,0.00,0.00
1629.56200,198.85,18.53,0.00,0.00
1629.58200,198.80,18.53,0.00,0.00
1629.60200,198.75,18.53,0.00,0.00
1629.62200,198.71,18.53,0.00,0.00
1629.64200,198.66,18.54,0.00,0.00
1629.66200,198.61,18.54,0.00,0.00
1629.68200,198.56,18.54,0.00,0.00
1629.70200,198.51,18.54,0.00,0.00
1629.72200,198.46,18.54,0.00,0.00
1629.74200,198.41,18.54,0.00,0.00
1629.76200,198.36,18.54,0.00,0.00
1629.78200,198.32,18.54,0.00,0.00
1629.80200,198.27,18.54,0.00,0.00
1629.82200,198.22,18.54,0.00,0.00
1629.84200,198.17,18.54,0.00,0.00
1629.86200,198.12,18.54,0.00,0.00
1629.88200,198.07,18.54,0.00,0.00
1629.90200,198.02,18.54,0.00,0.00
1629.92200,197.97,18.54,0.00,0.00
1629.94200,197.93,18.54,0.00,0.00
1629.96200,197.88,18.54,0.00,0.00
1629.98200,197.83,18.54,0.00,0.00
1630.00200,197.78,18.55,0.00,0.00
1630.02200,197.73,18.55,0.00,0.00
1630.04200,197.68,18.55,0.00,0.00
1630.06200,197.63,18.55,0.00,0.00
1630.08200,197.58,18.55,0.00,0.00
1630.10200,197.54,18.55,0.00,0.00
1630.12200,197.49,18.55,0.00,0.00
1630.14200,197.44,18.55,0.00,0.00
1630.16200,197.39,18.55,0.00,0.00
1630.18200,197.34,18.55,0.00,0.00
1630.20200,197.29,18.55,0.00,0.00
1630.22200,197.24,18.55,0.00,0.00
1630.24200,197.19,18.55,0.00,0.00
1630.26200,197.15,18.55,0.00,0.00
1630.28200,197.10,18.55,0.00,0.00
1630.30200,197.05,18.55,0.00,0.00
1630.32200,197.00,18.55,0.00,0.00
1630.34200,196.95,18.55,0.00,0.00
1630.36200,196.90,18.56,0.00,0.00
1630.38200,196.85,18.56,0.00,0.00
1630.40200,196.81,18.56,0.00,0.00
1630.42200,196.76,18.56,0.00,0.00
1630.44200,196.71,18.56,0.00,0.00
1630.46200,196.66,18.56,0.00,0.00
1630.48200,196.61,18.56,0.00,0.00
1630.50200,196.56,18.56,0.00,0.00
1630.52200,196.51,18.56,0.00,0.00
1630.54200,196.47,18.56,0.00,0.00
1630.56200,196.42,18.56,0.00,0.00
1630.58200,196.37,18.56,0.00,0.00
1630.60200,196.32,18.56,0.00,0.00
1630.62200,196.27,18.56,0.00,0.00
1630.64200,196.22,18.56,0.00,0.00
1630.66200,196.17,18.56,0.00,0.00
1630.68200,196.13,18.56,0.00,0.00
1630.70200,196.08,18.56,0.00,0.00
1630.72200,196.03,18.57,0.00,0.00
1630.74200,195.98,18.57,0.00,0.00
1630.76200,195.93,18.57,0.00,0.00
1630.78200,195.88,18.57,0.00,0.00
1630.80200,195.83,18.57,0.00,0.00
1630.82200,195.79,18.57,0.00,0.00
1630.84200,195.74,18.57,0.00,0.00
1630.86200,195.69,18.57,0.00,0.00
1630.88200,195.64,18.57,0.00,0.00
1630.90200,195.59,18.57,0.00,0.00
1630.92200,195.54,18.57,0.00,0.00
1630.94200,195.49,18.57,0.00,0.00
1630.96200,195.45,18.57,0.00,0.00
1630.98200,195.40,18.57,0.00,0.00
1631.00200,195.35,18.57,0.00,0.00
1631.02200,195.30,18.57,0.00,0.00
1631.04200,195.25,18.57,0.00,0.00
1631.06200,195.20,18.57,0.00,0.00
1631.08200,195.15,18.58,0.00,0.00
1631.10200,195.11,18.58,0.00,0.00
1631.12200,195.06,18.58,0.00,0.00
1631.14200,195.01,18.58,0.00,0.00
1631.16200,194.96,18.58,0.00,0.00
1631.18200,194.91,18.58,0.00,0.00
1631.20200,194.86,18.58,0.00,0.00
1631.22200,194.82,18.58,0.00,0.00
1631.24200,194.77,18.58,0.00,0.00
1631.26200,194.72,18.58,0.00,0.00
1631.28200,194.67,18.58,0.00,0.00
1631.30200,194.62,18.58,0.00,0.00
1631.32200,194.57,18.58,0.00,0.00
1631.34200,194.52,18.58,0.00,0.00
1631.36200,194.48,18.58,0.00,0.00
1631.38200,194.43,18.58,0.00,0.00
1631.40200,194.38,18.58,0.00,0.00
1631.42200,194.33,18.58,0.00,0.00
1631.44200,194.28,18.59,0.00,0.00
1631.46200,194.23,18.59,0.00,0.00
1631.48200,194.19,18.59,0.00,0.00
1631.50200,194.14,18.59,0.00,0.00
1631.52200,194.09,18.59,0.00,0.00
1631.54200,194.04,18.59,0.00,0.00
1631.56200,193.99,18.59,0.00,0.00
1631.58200,193.94,18.59,0.00,0.00
1631.60200,193.90,18.59,0.00,0.00
1631.62200,193.85,18.59,0.00,0.00
1631.64200,193.80,18.59,0.00,0.00
1631.66200,193.75,18.59,0.00,0.00
1631.68200,193.70,18.59,0.00,0.00
1631.70200,193.65,18.59,0.00,0.00
1631.72200,193.61,18.59,0.00,0.00
1631.74200,193.56,18.59,0.00,0.00
1631.76200,193.51,18.59,0.00,0.00
1631.78200,193.46,18.59,0.00,0.00
1631.80200,193.41,18.60,0.00,0.00
1631.82200,193.36,18.60,0.00,0.00
1631.84200,193.32,18.60,0.00,0.00
1631.86200,193.27,18.60,0.00,0.00
1631.88200,193.22,18.60,0.00,0.00
1631.90200,193.17,18.60,0.00,0.00
1631.92200,193.12,18.60,0.00,0.00
1631.94200,193.07,18.60,0.00,0.00
1631.96200,193.03,18.60,0.00,0.00
1631.98200,192.98,18.60,0.00,0.00
1632.00200,192.93,18.60,0.00,0.00
1632.02200,192.88,18.60,0.00,0.00
1632.04200,192.83,18.60,0.00,0.00
1632.06200,192.78,18.60,0.00,0.00
1632.08200,192.74,18.60,0.00,0.00
1632.10200,192.69,18.60,0.00,0.00
1632.12200,192.64,18.60,0.00,0.00
1632.14200,192.59,18.60,0.00,0.00
1632.16200,192.54,18.61,0.00,0.00
1632.18200,192.49,18.61,0.00,0.00
1632.20200,192.45,18.61,0.00,0.00
1632.22200,192.40,18.61,0.00,0.00
1632.24200,192.35,18.61,0.00,0.00
1632.26200,192.30,18.61,0.00,0.00
1632.28200,192.25,18.61,0.00,0.00
1632.30200,192.21,18.61,0.00,0.00
1632.32200,192.16,18.61,0.00,0.00
1632.34200,192.11,18.61,0.00,0.00
1632.36200,192.06,18.61,0.00,0.00
1632.38200,192.01,18.61,0.00,0.00
1632.40200,191.96,18.61,0.00,0.00
1632.42200,191.92,18.61,0.00,0.00
1632.44200,191.87,18.61,0.00,0.00
1632.46200,191.82,18.61,0.00,0.00
1632.48200,191.77,18.61,0.00,0.00
1632.50200,191.72,18.61,0.00,0.00
1632.52200,191.68,18.62,0.00,0.00
1632.54200,191.63,18.62,0.00,0.00
1632.56200,191.58,18.62,0.00,0.00
1632.58200,191.53,18.62,0.00,0.00
1632.60200,191.48,18.62,0.00,0.00
1632.62200,191.43,18.62,0.00,0.00
1632.64200,191.39,18.62,0.00,0.00
1632.66200,191.34,18.62,0.00,0.00
1632.68200,191.29,18.62,0.00,0.00
1632.70200,191.24,18.62,0.00,0.00
1632.72200,191.19,18.62,0.00,0.00
1632.74200,191.15,18.62,0.00,0.00
1632.76200,191.10,18.62,0.00,0.00
1632.78200,191.05,18.62,0.00,0.00
1632.80200,191.00,18.62,0.00,0.00
1632.82200,190.95,18.62,0.00,0.00
1632.84200,190.90,18.62,0.00,0.00
1632.86200,190.86,18.63,0.00,0.00
1632.88200,190.81,18.63,0.00,0.00
1632.90200,190.76,18.63,0.00,0.00
1632.92200,190.71,18.63,0.00,0.00
1632.94200,190.66,18.63,0.00,0.00
1632.96200,190.62,18.63,0.00,0.00
1632.98200,190.57,18.63,0.00,0.00
1633.00200,190.52,18.63,0.00,0.00
1633.02200,190.47,18.63,0.00,0.00
1633.04200,190.42,18.63,0.00,0.00
1633.06200,190.38,18.63,0.00,0.00
1633.08200,190.33,18.63,0.00,0.00
1633.10200,190.28,18.63,0.00,0.00
1633.12200,190.23,18.63,0.00,0.00
1633.14200,190.18,18.63,0.00,0.00
1633.16200,190.14,18.63,0.00,0.00
1633.18200,190.09,18.63,0.00,0.00
1633.20200,190.04,18.63,0.00,0.00
1633.22200,189.99,18.64,0.00,0.00
1633.24200,189.94,18.64,0.00,0.00
1633.26200,189.90,18.64,0.00,0.00
1633.28200,189.85,18.64,0.00,0.00
1633.30200,189.80,18.64,0.00,0.00
1633.32200,189.75,18.64,0.00,0.00
1633.34200,189.70,18.64,0.00,0.00
1633.36200,189.66,18.64,0.00,0.00
1633.38200,189.61,18.64,0.00,0.00
1633.40200,189.56,18.64,0.00,0.00
1633.42200,189.51,18.64,0.00,0.00
1633.44200,189.46,18.64,0.00,0.00
1633.46200,189.42,18.64,0.00,0.00
1633.48200,189.37,18.64,0.00,0.00
1633.50200,189.32,18.64,0.00,0.00
1633.52200,189.27,18.64,0.00,0.00
1633.54200,189.22,18.64,0.00,0.00
1633.56200,189.18,18.64,0.00,0.00
1633.58200,189.13,18.65,0.00,0.00
1633.60200,189.08,18.65,0.00,0.00
1633.62200,189.03,18.65,0.00,0.00
1633.64200,188.98,18.65,0.00,0.00
1633.66200,188.94,18.65,0.00,0.00
1633.68200,188.89,18.65,0.00,0.00
1633.70200,188.84,18.65,0.00,0.00
1633.72200,188.79,18.65,0.00,0.00
1633.74200,188.74,18.65,0.00,0.00
1633.76200,188.70,18.65,0.00,0.00
1633.78200,188.65,18.65,0.00,0.00
1633.80200,188.60,18.65,0.00,0.00
1633.82200,188.55,18.65,0.00,0.00
1633.84200,188.50,18.65,0.00,0.00
1633.86200,188.46,18.65,0.00,0.00
1633.88200,188.41,18.65,0.00,0.00
1633.90200,188.36,18.65,0.00,0.00
1633.92200,188.31,18.65,0.00,0.00
1633.94200,188.27,18.66,0.00,0.00
1633.96200,188.22,18.66,0.00,0.00
1633.98200,188.17,18.66,0.00,0.00
1634.00200,188.12,18.66,0.00,0.00
1634.02200,188.07,18.66,0.00,0.00
1634.04200,188.03,18.66,0.00,0.00
1634.06200,187.98,18.66,0.00,0.00
1634.08200,187.93,18.66,0.00,0.00
1634.10200,187.88,18.66,0.00,0.00
1634.12200,187.83,18.66,0.00,0.00
1634.14200,187.79,18.66,0.00,0.00
1634.16200,187.74,18.66,0.00,0.00
1634.18200,187.69,18.66,0.00,0.00
1634.20200,187.64,18.66,0.00,0.00
1634.22200,187.60,18.66,0.00,0.00
1634.24200,187.55,18.66,0.00,0.00
1634.26200,187.50,18.66,0.00,0.00
1634.28200,187.45,18.66,0.00,0.00
1634.30200,187.40,18.67,0.00,0.00
1634.32200,187.36,18.67,0.00,0.00
1634.34200,187.31,18.67,0.00,0.00
1634.36200,187.26,18.67,0.00,0.00
1634.38200,187.21,18.67,0.00,0.00
1634.40200,187.17,18.67,0.00,0.00
1634.42200,187.12,18.67,0.00,0.00
1634.44200,187.07,18.67,0.00,0.00
1634.46200,187.02,18.67,0.00,0.00
1634.48200,186.97,18.67,0.00,0.00
1634.50200,186.93,18.67,0.00,0.00
1634.52200,186.88,18.67,0.00,0.00
1634.54200,186.83,18.67,0.00,0.00
1634.56200,186.78,18.67,0.00,0.00
1634.58200,186.74,18.67,0.00,0.00
1634.60200,186.69,18.67,0.00,0.00
1634.62200,186.64,18.67,0.00,0.00
1634.64200,186.59,18.68,0.00,0.00
1634.66200,186.54,18.68,0.00,0.00
1634.68200,186.50,18.68,0.00,0.00
1634.70200,186.45,18.68,0.00,0.00
1634.72200,186.40,18.68,0.00,0.00
1634.74200,186.35,18.68,0.00,0.00
1634.76200,186.31,18.68,0.00,0.00
1634.78200,186.26,18.68,0.00,0.00
1634.80200,186.21,18.68,0.00,0.00
1634.82200,186.16,18.68,0.00,0.00
1634.84200,186.12,18.68,0.00,0.00
1634.86200,186.07,18.68,0.00,0.00
1634.88200,186.02,18.68,0.00,0.00
1634.90200,185.97,18.68,0.00,0.00
1634.92200,185.92,18.68,0.00,0.00
1634.94200,185.88,18.68,0.00,0.00
1634.96200,185.83,18.68,0.00,0.00
1634.98200,185.78,18.68,0.00,0.00
1635.00200,185.73,18.69,0.00,0.00
1635.02200,185.69,18.69,0.00,0.00
1635.04200,185.64,18.69,0.00,0.00
1635.06200,185.59,18.69,0.00,0.00
1635.08200,185.54,18.69,0.00,0.00
1635.10200,185.50,18.69,0.00,0.00
1635.12200,185.45,18.69,0.00,0.00
1635.14200,185.40,18.69,0.00,0.00
1635.16200,185.35,18.69,0.00,0.00
1635.18200,185.31,18.69,0.00,0.00
1635.20200,185.26,18.69,0.00,0.00
1635.22200,185.21,18.69,0.00,0.00
1635.24200,185.16,18.69,0.00,0.00
1635.26200,185.11,18.69,0.00,0.00
1635.28200,185.07,18.69,0.00,0.00
1635.30200,185.02,18.69,0.00,0.00
1635.32200,184.97,18.69,0.00,0.00
1635.34200,184.92,18.69,0.00,0.00
1635.36200,184.88,18.70,0.00,0.00
1635.38200,184.83,18.70,0.00,0.00
1635.40200,184.78,18.70,0.00,0.00
1635.42200,184.73,18.70,0.00,0.00
1635.44200,184.69,18.70,0.00,0.00
1635.46200,184.64,18.70,0.00,0.00
1635.48200,184.59,18.70,0.00,0.00
1635.50200,184.54,18.70,0.00,0.00
1635.52200,184.50,18.70,0.00,0.00
1635.54200,184.45,18.70,0.00,0.00
1635.56200,184.40,18.70,0.00,0.00
1635.58200,184.35,18.70,0.00,0.00
1635.60200,184.31,18.70,0.00,0.00
1635.62200,184.26,18.70,0.00,0.00
1635.64200,184.21,18.70,0.00,0.00
1635.66200,184.16,18.70,0.00,0.00
1635.68200,184.12,18.70,0.00,0.00
1635.70200,184.07,18.70,0.00,0.00
1635.72200,184.02,18.71,0.00,0.00
1635.74200,183.97,18.71,0.00,0.00
1635.76200,183.93,18.71,0.00,0.00
1635.78200,183.88,18.71,0.00,0.00
1635.80200,183.83,18.71,0.00,0.00
1635.82200,183.78,18.71,0.00,0.00
1635.84200,183.74,18.71,0.00,0.00
1635.86200,183.69,18.71,0.00,0.00
1635.88200,183.64,18.71,0.00,0.00
1635.90200,183.59,18.71,0.00,0.00
1635.92200,183.55,18.71,0.00,0.00
1635.94200,183.50,18.71,0.00,0.00
1635.96200,183.45,18.71,0.00,0.00
1635.98200,183.40,18.71,0.00,0.00
1636.00200,183.36,18.71,0.00,0.00
1636.02200,183.31,18.71,0.00,0.00
1636.04200,183.26,18.71,0.00,0.00
1636.06200,183.21,18.72,0.00,0.00
1636.08200,183.17,18.72,0.00,0.00
1636.10200,183.12,18.72,0.00,0.00
1636.12200,183.07,18.72,0.00,0.00
1636.14200,183.02,18.72,0.00,0.00
1636.16200,182.98,18.72,0.00,0.00
1636.18200,182.93,18.72,0.00,0.00
1636.20200,182.88,18.72,0.00,0.00
1636.22200,182.83,18.72,0.00,0.00
1636.24200,182.79,18.72,0.00,0.00
1636.26200,182.74,18.72,0.00,0.00
1636.28200,182.69,18.72,0.00,0.00
1636.30200,182.64,18.72,0.00,0.00
1636.32200,182.60,18.72,0.00,0.00
1636.34200,182.55,18.72,0.00,0.00
1636.36200,182.50,18.72,0.00,0.00
1636.38200,182.46,18.72,0.00,0.00
1636.40200,182.41,18.72,0.00,0.00
1636.42200,182.36,18.73,0.00,0.00
1636.44200,182.31,18.73,0.00,0.00
1636.46200,182.27,18.73,0.00,0.00
1636.48200,182.22,18.73,0.00,0.00
1636.50200,182.17,18.73,0.00,0.00
1636.52200,182.12,18.73,0.00,0.00
1636.54200,182.08,18.73,0.00,0.00
1636.56200,182.03,18.73,0.00,0.00
1636.58200,181.98,18.73,0.00,0.00
1636.60200,181.93,18.73,0.00,0.00
1636.62200,181.89,18.73,0.00,0.00
1636.64200,181.84,18.73,0.00,0.00
1636.66200,181.79,18.73,0.00,0.00
1636.68200,181.75,18.73,0.00,0.00
1636.70200,181.70,18.73,0.00,0.00
1636.72200,181.65,18.73,0.00,0.00
1636.74200,181.60,18.73,0.00,0.00
1636.76200,181.56,18.73,0.00,0.00
1636.78200,181.51,18.74,0.00,0.00
1636.80200,181.46,18.74,0.00,0.00
1636.82200,181.41,18.74,0.00,0.00
1636.84200,181.37,18.74,0.00,0.00
1636.86200,181.32,18.74,0.00,0.00
1636.88200,181.27,18.74,0.00,0.00
1636.90200,181.22,18.74,0.00,0.00
1636.92200,181.18,18.74,0.00,0.00
1636.94200,181.13,18.74,0.00,0.00
1636.96200,181.08,18.74,0.00,0.00
1636.98200,181.04,18.74,0.00,0.00
1637.00200,180.99,18.74,0.00,0.00
1637.02200,180.94,18.74,0.00,0.00
1637.04200,180.89,18.74,0.00,0.00
1637.06200,180.85,18.74,0.00,0.00
1637.08200,180.80,18.74,0.00,0.00
1637.10200,180.75,18.74,0.00,0.00
1637.12200,180.71,18.75,0.00,0.00
1637.14200,180.66,18.75,0.00,0.00
1637.16200,180.61,18.75,0.00,0.00
1637.18200,180.56,18.75,0.00,0.00
1637.20200,180.52,18.75,0.00,0.00
1637.22200,180.47,18.75,0.00,0.00
1637.24200,180.42,18.75,0.00,0.00
1637.26200,180.37,18.75,0.00,0.00
1637.28200,180.33,18.75,0.00,0.00
1637.30200,180.28,18.75,0.00,0.00
1637.32200,180.23,18.75,0.00,0.00
1637.34200,180.19,18.75,0.00,0.00
1637.36200,180.14,18.75,0.00,0.00
1637.38200,180.09,18.75,0.00,0.00
1637.40200,180.04,18.75,0.00,0.00
1637.42200,180.00,18.75,0.00,0.00
1637.44200,179.95,18.75,0.00,0.00
1637.46200,179.90,18.75,0.00,0.00
1637.48200,179.86,18.76,0.00,0.00
1637.50200,179.81,18.76,0.00,0.00
1637.52200,179.76,18.76,0.00,0.00
1637.54200,179.71,18.76,0.00,0.00
1637.56200,179.67,18.76,0.00,0.00
1637.58200,179.62,18.76,0.00,0.00
1637.60200,179.57,18.76,0.00,0.00
1637.62200,179.53,18.76,0.00,0.00
1637.64200,179.48,18.76,0.00,0.00
1637.66200,179.43,18.76,0.00,0.00
1637.68200,179.38,18.76,0.00,0.00
1637.70200,179.34,18.76,0.00,0.00
1637.72200,179.29,18.76,0.00,0.00
1637.74200,179.24,18.76,0.00,0.00
1637.76200,179.20,18.76,0.00,0.00
1637.78200,179.15,18.76,0.00,0.00
1637.80200,179.10,18.76,0.00,0.00
1637.82200,179.05,18.76,0.00,0.00
1637.84200,179.01,18.77,0.00,0.00
1637.86200,178.96,18.77,0.00,0.00
1637.88200,178.91,18.77,0.00,0.00
1637.90200,178.87,18.77,0.00,0.00
1637.92200,178.82,18.77,0.00,0.00
1637.94200,178.77,18.77,0.00,0.00
1637.96200,178.73,18.77,0.00,0.00
1637.98200,178.68,18.77,0.00,0.00
1638.00200,178.63,18.77,0.00,0.00
1638.02200,178.58,18.77,0.00,0.00
1638.04200,178.54,18.77,0.00,0.00
1638.06200,178.49,18.77,0.00,0.00
1638.08200,178.44,18.77,0.00,0.00
1638.10200,178.40,18.77,0.00,0.00
1638.12200,178.35,18.77,0.00,0.00
1638.14200,178.30,18.77,0.00,0.00
1638.16200,178.25,18.77,0.00,0.00
1638.18200,178.21,18.78,0.00,0.00
1638.20200,178.16,18.78,0.00,0.00
1638.22200,178.11,18.78,0.00,0.00
1638.24200,178.07,18.78,0.00,0.00
1638.26200,178.02,18.78,0.00,0.00
1638.28200,177.97,18.78,0.00,0.00
1638.30200,177.93,18.78,0.00,0.00
1638.32200,177.88,18.78,0.00,0.00
1638.34200,177.83,18.78,0.00,0.00
1638.36200,177.78,18.78,0.00,0.00
1638.38200,177.74,18.78,0.00,0.00
1638.40200,177.69,18.78,0.00,0.00
1638.42200,177.64,18.78,0.00,0.00
1638.44200,177.60,18.78,0.00,0.00
1638.46200,177.55,18.78,0.00,0.00
1638.48200,177.50,18.78,0.00,0.00
1638.50200,177.46,18.78,0.00,0.00
1638.52200,177.41,18.78,0.00,0.00
1638.54200,177.36,18.79,0.00,0.00
1638.56200,177.32,18.79,0.00,0.00
1638.58200,177.27,18.79,0.00,0.00
1638.60200,177.22,18.79,0.00,0.00
1638.62200,177.17,18.79,0.00,0.00
1638.64200,177.13,18.79,0.00,0.00
1638.66200,177.08,18.79,0.00,0.00
1638.68200,177.03,18.79,0.00,0.00
1638.70200,176.99,18.79,0.00,0.00
1638.72200,176.94,18.79,0.00,0.00
1638.74200,176.89,18.79,0.00,0.00
1638.76200,176.85,18.79,0.00,0.00
1638.78200,176.80,18.79,0.00,0.00
1638.80200,176.75,18.79,0.00,0.00
1638.82200,176.71,18.79,0.00,0.00
1638.84200,176.66,18.79,0.00,0.00
1638.86200,176.61,18.79,0.00,0.00
1638.88200,176.56,18.80,0.00,0.00
1638.90200,176.52,18.80,0.00,0.00
1638.92200,176.47,18.80,0.00,0.00
1638.94200,176.42,18.80,0.00,0.00
1638.96200,176.38,18.80,0.00,0.00
1638.98200,176.33,18.80,0.00,0.00
1639.00200,176.28,18.80,0.00,0.00
1639.02200,176.24,18.80,0.00,0.00
1639.04200,176.19,18.80,0.00,0.00
1639.06200,176.14,18.80,0.00,0.00
