Cs1,6p1/2,,,
709.17600,151.29,10.71,0.00,0.00
709.19600,151.15,10.71,0.00,0.00
709.21600,151.01,10.71,0.00,0.00
709.23600,150.87,10.71,0.00,0.00
709.25600,150.73,10.71,0.00,0.00
709.27600,150.59,10.71,0.00,0.00
709.29600,150.45,10.71,0.00,0.00
709.31600,150.31,10.71,0.00,0.00
709.33600,150.17,10.71,0.00,0.00
709.35600,150.03,10.71,0.00,0.00
709.37600,149.89,10.71,0.00,0.00
709.39600,149.76,10.71,0.00,0.00
709.41600,149.62,10.71,0.00,0.00
709.43600,149.48,10.71,0.00,0.00
709.45600,149.34,10.71,0.00,0.00
709.47600,149.20,10.71,0.00,0.00
709.49600,149.06,10.70,0.00,0.00
709.51600,148.92,10.70,0.00,0.00
709.53600,148.78,10.70,0.00,0.00
709.55600,148.65,10.70,0.00,0.00
709.57600,148.51,10.70,0.00,0.00
709.59600,148.37,10.70,0.00,0.00
709.61600,148.23,10.70,0.00,0.00
709.63600,148.09,10.70,0.00,0.00
709.65600,147.96,10.70,0.00,0.00
709.67600,147.82,10.70,0.00,0.00
709.69600,147.68,10.70,0.00,0.00
709.71600,147.54,10.70,0.00,0.00
709.73600,147.41,10.70,0.00,0.00
709.75600,147.27,10.70,0.00,0.00
709.77600,147.13,10.70,0.00,0.00
709.79600,146.99,10.70,0.00,0.00
709.81600,146.86,10.70,0.00,0.00
709.83600,146.72,10.70,0.00,0.00
709.85600,146.58,10.69,0.00,0.00
709.87600,146.45,10.69,0.00,0.00
709.89600,146.31,10.69,0.00,0.00
709.91600,146.17,10.69,0.00,0.00
709.93600,146.04,10.69,0.00,0.00
709.95600,145.90,10.69,0.00,0.00
709.97600,145.76,10.69,0.00,0.00
709.99600,145.63,10.69,0.00,0.00
710.01600,145.49,10.69,0.00,0.00
710.03600,145.36,10.69,0.00,0.00
710.05600,145.22,10.69,0.00,0.00
710.07600,145.08,10.69,0.00,0.00
710.09600,144.95,10.69,0.00,0.00
710.11600,144.81,10.69,0.00,0.00
710.13600,144.68,10.69,0.00,0.00
710.15600,144.54,10.69,0.00,0.00
710.17600,144.41,10.69,0.00,0.00
710.19600,144.27,10.69,0.00,0.00
710.21600,144.14,10.69,0.00,0.00
710.23600,144.00,10.68,0.00,0.00
710.25600,143.86,10.68,0.00,0.00
710.27600,143.73,10.68,0.00,0.00
710.29600,143.60,10.68,0.00,0.00
710.31600,143.46,10.68,0.00,0.00
710.33600,143.33,10.68,0.00,0.00
710.35600,143.19,10.68,0.00,0.00
710.37600,143.06,10.68,0.00,0.00
710.39600,142.92,10.68,0.00,0.00
710.41600,142.79,10.68,0.00,0.00
710.43600,142.65,10.68,0.00,0.00
710.45600,142.52,10.68,0.00,0.00
710.47600,142.39,10.68,0.00,0.00
710.49600,142.25,10.68,0.00,0.00
710.51600,142.12,10.68,0.00,0.00
710.53600,141.98,10.68,0.00,0.00
710.55600,141.85,10.68,0.00,0.00
710.57600,141.72,10.68,0.00,0.00
710.59600,141.58,10.68,0.00,0.00
710.61600,141.45,10.68,0.00,0.00
710.63600,141.32,10.67,0.00,0.00
710.65600,141.18,10.67,0.00,0.00
710.67600,141.05,10.67,0.00,0.00
710.69600,140.92,10.67,0.00,0.00
710.71600,140.78,10.67,0.00,0.00
710.73600,140.65,10.67,0.00,0.00
710.75600,140.52,10.67,0.00,0.00
710.77600,140.39,10.67,0.00,0.00
710.79600,140.25,10.67,0.00,0.00
710.81600,140.12,10.67,0.00,0.00
710.83600,139.99,10.67,0.00,0.00
710.85600,139.86,10.67,0.00,0.00
710.87600,139.72,10.67,0.00,0.00
710.89600,139.59,10.67,0.00,0.00
710.91600,139.46,10.67,0.00,0.00
710.93600,139.33,10.67,0.00,0.00
710.95600,139.20,10.67,0.00,0.00
710.97600,139.06,10.67,0.00,0.00
710.99600,138.93,10.67,0.00,0.00
711.01600,138.80,10.67,0.00,0.00
711.03600,138.67,10.67,0.00,0.00
711.05600,138.54,10.67,0.00,0.00
711.07600,138.41,10.66,0.00,0.00
711.09600,138.28,10.66,0.00,0.00
711.11600,138.14,10.66,0.00,0.00
711.13600,138.01,10.66,0.00,0.00
711.15600,137.88,10.66,0.00,0.00
711.17600,137.75,10.66,0.00,0.00
711.19600,137.62,10.66,0.00,0.00
711.21600,137.49,10.66,0.00,0.00
711.23600,137.36,10.66,0.00,0.00
711.25600,137.23,10.66,0.00,0.00
711.27600,137.10,10.66,0.00,0.00
711.29600,136.97,10.66,0.00,0.00
711.31600,136.84,10.66,0.00,0.00
711.33600,136.71,10.66,0.00,0.00
711.35600,136.58,10.66,0.00,0.00
711.37600,136.45,10.66,0.00,0.00
711.39600,136.32,10.66,0.00,0.00
711.41600,136.19,10.66,0.00,0.00
711.43600,136.06,10.66,0.00,0.00
711.45600,135.93,10.66,0.00,0.00
711.47600,135.80,10.66,0.00,0.00
711.49600,135.67,10.66,0.00,0.00
711.51600,135.54,10.66,0.00,0.00
711.53600,135.41,10.65,0.00,0.00
711.55600,135.28,10.65,0.00,0.00
711.57600,135.15,10.65,0.00,0.00
711.59600,135.02,10.65,0.00,0.00
711.61600,134.89,10.65,0.00,0.00
711.63600,134.76,10.65,0.00,0.00
711.65600,134.63,10.65,0.00,0.00
711.67600,134.50,10.65,0.00,0.00
711.69600,134.38,10.65,0.00,0.00
711.71600,134.25,10.65,0.00,0.00
711.73600,134.12,10.65,0.00,0.00
711.75600,133.99,10.65,0.00,0.00
711.77600,133.86,10.65,0.00,0.00
711.79600,133.73,10.65,0.00,0.00
711.81600,133.60,10.65,0.00,0.00
711.83600,133.48,10.65,0.00,0.00
711.85600,133.35,10.65,0.00,0.00
711.87600,133.22,10.65,0.00,0.00
711.89600,133.09,10.65,0.00,0.00
711.91600,132.96,10.65,0.00,0.00
711.93600,132.84,10.65,0.00,0.00
711.95600,132.71,10.65,0.00,0.00
711.97600,132.58,10.65,0.00,0.00
711.99600,132.45,10.65,0.00,0.00
712.01600,132.32,10.65,0.00,0.00
712.03600,132.20,10.65,0.00,0.00
712.05600,132.07,10.64,0.00,0.00
712.07600,131.94,10.64,0.00,0.00
712.09600,131.81,10.64,0.00,0.00
712.11600,131.69,10.64,0.00,0.00
712.13600,131.56,10.64,0.00,0.00
712.15600,131.43,10.64,0.00,0.00
712.17600,131.31,10.64,0.00,0.00
712.19600,131.18,10.64,0.00,0.00
712.21600,131.05,10.64,0.00,0.00
712.23600,130.93,10.64,0.00,0.00
712.25600,130.80,10.64,0.00,0.00
712.27600,130.67,10.64,0.00,0.00
712.29600,130.55,10.64,0.00,0.00
712.31600,130.42,10.64,0.00,0.00
712.33600,130.29,10.64,0.00,0.00
712.35600,130.17,10.64,0.00,0.00
712.37600,130.04,10.64,0.00,0.00
712.39600,129.91,10.64,0.00,0.00
712.41600,129.79,10.64,0.00,0.00
712.43600,129.66,10.64,0.00,0.00
712.45600,129.54,10.64,0.00,0.00
712.47600,129.41,10.64,0.00,0.00
712.49600,129.29,10.64,0.00,0.00
712.51600,129.16,10.64,0.00,0.00
712.53600,129.03,10.64,0.00,0.00
712.55600,128.91,10.64,0.00,0.00
712.57600,128.78,10.64,0.00,0.00
712.59600,128.66,10.64,0.00,0.00
712.61600,128.53,10.64,0.00,0.00
712.63600,128.41,10.63,0.00,0.00
712.65600,128.28,10.63,0.00,0.00
712.67600,128.16,10.63,0.00,0.00
712.69600,128.03,10.63,0.00,0.00
712.71600,127.91,10.63,0.00,0.00
712.73600,127.78,10.63,0.00,0.00
712.75600,127.66,10.63,0.00,0.00
712.77600,127.53,10.63,0.00,0.00
712.79600,127.41,10.63,0.00,0.00
712.81600,127.28,10.63,0.00,0.00
712.83600,127.16,10.63,0.00,0.00
712.85600,127.03,10.63,0.00,0.00
712.87600,126.91,10.63,0.00,0.00
712.89600,126.78,10.63,0.00,0.00
712.91600,126.66,10.63,0.00,0.00
712.93600,126.54,10.63,0.00,0.00
712.95600,126.41,10.63,0.00,0.00
712.97600,126.29,10.63,0.00,0.00
712.99600,126.16,10.63,0.00,0.00
713.01600,126.04,10.63,0.00,0.00
713.03600,125.92,10.63,0.00,0.00
713.05600,125.79,10.63,0.00,0.00
713.07600,125.67,10.63,0.00,0.00
713.09600,125.54,10.63,0.00,0.00
713.11600,125.42,10.63,0.00,0.00
713.13600,125.30,10.63,0.00,0.00
713.15600,125.17,10.63,0.00,0.00
713.17600,125.05,10.63,0.00,0.00
713.19600,124.93,10.63,0.00,0.00
713.21600,124.80,10.63,0.00,0.00
713.23600,124.68,10.63,0.00,0.00
713.25600,124.56,10.63,0.00,0.00
713.27600,124.43,10.63,0.00,0.00
713.29600,124.31,10.63,0.00,0.00
713.31600,124.19,10.62,0.00,0.00
713.33600,124.07,10.62,0.00,0.00
713.35600,123.94,10.62,0.00,0.00
713.37600,123.82,10.62,0.00,0.00
713.39600,123.70,10.62,0.00,0.00
713.41600,123.58,10.62,0.00,0.00
713.43600,123.45,10.62,0.00,0.00
713.45600,123.33,10.62,0.00,0.00
713.47600,123.21,10.62,0.00,0.00
713.49600,123.09,10.62,0.00,0.00
713.51600,122.96,10.62,0.00,0.00
713.53600,122.84,10.62,0.00,0.00
713.55600,122.72,10.62,0.00,0.00
713.57600,122.60,10.62,0.00,0.00
713.59600,122.48,10.62,0.00,0.00
713.61600,122.35,10.62,0.00,0.00
713.63600,122.23,10.62,0.00,0.00
713.65600,122.11,10.62,0.00,0.00
713.67600,121.99,10.62,0.00,0.00
713.69600,121.87,10.62,0.00,0.00
713.71600,121.74,10.62,0.00,0.00
713.73600,121.62,10.62,0.00,0.00
713.75600,121.50,10.62,0.00,0.00
713.77600,121.38,10.62,0.00,0.00
713.79600,121.26,10.62,0.00,0.00
713.81600,121.14,10.62,0.00,0.00
713.83600,121.02,10.62,0.00,0.00
713.85600,120.90,10.62,0.00,0.00
713.87600,120.77,10.62,0.00,0.00
713.89600,120.65,10.62,0.00,0.00
713.91600,120.53,10.62,0.00,0.00
713.93600,120.41,10.62,0.00,0.00
713.95600,120.29,10.62,0.00,0.00
713.97600,120.17,10.62,0.00,0.00
713.99600,120.05,10.62,0.00,0.00
714.01600,119.93,10.62,0.00,0.00
714.03600,119.81,10.62,0.00,0.00
714.05600,119.69,10.62,0.00,0.00
714.07600,119.57,10.62,0.00,0.00
714.09600,119.45,10.62,0.00,0.00
714.11600,119.33,10.61,0.00,0.00
714.13600,119.21,10.61,0.00,0.00
714.15600,119.09,10.61,0.00,0.00
714.17600,118.97,10.61,0.00,0.00
714.19600,118.84,10.61,0.00,0.00
714.21600,118.72,10.61,0.00,0.00
714.23600,118.60,10.61,0.00,0.00
714.25600,118.49,10.61,0.00,0.00
714.27600,118.37,10.61,0.00,0.00
714.29600,118.25,10.61,0.00,0.00
714.31600,118.13,10.61,0.00,0.00
714.33600,118.01,10.61,0.00,0.00
714.35600,117.89,10.61,0.00,0.00
714.37600,117.77,10.61,0.00,0.00
714.39600,117.65,10.61,0.00,0.00
714.41600,117.53,10.61,0.00,0.00
714.43600,117.41,10.61,0.00,0.00
714.45600,117.29,10.61,0.00,0.00
714.47600,117.17,10.61,0.00,0.00
714.49600,117.05,10.61,0.00,0.00
714.51600,116.93,10.61,0.00,0.00
714.53600,116.81,10.61,0.00,0.00
714.55600,116.69,10.61,0.00,0.00
714.57600,116.57,10.61,0.00,0.00
714.59600,116.46,10.61,0.00,0.00
714.61600,116.34,10.61,0.00,0.00
714.63600,116.22,10.61,0.00,0.00
714.65600,116.10,10.61,0.00,0.00
714.67600,115.98,10.61,0.00,0.00
714.69600,115.86,10.61,0.00,0.00
714.71600,115.74,10.61,0.00,0.00
714.73600,115.62,10.61,0.00,0.00
714.75600,115.51,10.61,0.00,0.00
714.77600,115.39,10.61,0.00,0.00
714.79600,115.27,10.61,0.00,0.00
714.81600,115.15,10.61,0.00,0.00
714.83600,115.03,10.61,0.00,0.00
714.85600,114.91,10.61,0.00,0.00
714.87600,114.80,10.61,0.00,0.00
714.89600,114.68,10.61,0.00,0.00
714.91600,114.56,10.61,0.00,0.00
714.93600,114.44,10.61,0.00,0.00
714.95600,114.33,10.61,0.00,0.00
714.97600,114.21,10.61,0.00,0.00
714.99600,114.09,10.61,0.00,0.00
715.01600,113.97,10.61,0.00,0.00
715.03600,113.85,10.61,0.00,0.00
715.05600,113.74,10.61,0.00,0.00
715.07600,113.62,10.61,0.00,0.00
715.09600,113.50,10.61,0.00,0.00
715.11600,113.38,10.61,0.00,0.00
715.13600,113.27,10.61,0.00,0.00
715.15600,113.15,10.61,0.00,0.00
715.17600,113.03,10.61,0.00,0.00
715.19600,112.91,10.61,0.00,0.00
715.21600,112.80,10.61,0.00,0.00
715.23600,112.68,10.60,0.00,0.00
715.25600,112.56,10.60,0.00,0.00
715.27600,112.45,10.60,0.00,0.00
715.29600,112.33,10.60,0.00,0.00
715.31600,112.21,10.60,0.00,0.00
715.33600,112.10,10.60,0.00,0.00
715.35600,111.98,10.60,0.00,0.00
715.37600,111.86,10.60,0.00,0.00
715.39600,111.75,10.60,0.00,0.00
715.41600,111.63,10.60,0.00,0.00
715.43600,111.51,10.60,0.00,0.00
715.45600,111.40,10.60,0.00,0.00
715.47600,111.28,10.60,0.00,0.00
715.49600,111.16,10.60,0.00,0.00
715.51600,111.05,10.60,0.00,0.00
715.53600,110.93,10.60,0.00,0.00
715.55600,110.81,10.60,0.00,0.00
715.57600,110.70,10.60,0.00,0.00
715.59600,110.58,10.60,0.00,0.00
715.61600,110.47,10.60,0.00,0.00
715.63600,110.35,10.60,0.00,0.00
715.65600,110.23,10.60,0.00,0.00
715.67600,110.12,10.60,0.00,0.00
715.69600,110.00,10.60,0.00,0.00
715.71600,109.89,10.60,0.00,0.00
715.73600,109.77,10.60,0.00,0.00
715.75600,109.65,10.60,0.00,0.00
715.77600,109.54,10.60,0.00,0.00
715.79600,109.42,10.60,0.00,0.00
715.81600,109.31,10.60,0.00,0.00
715.83600,109.19,10.60,0.00,0.00
715.85600,109.08,10.60,0.00,0.00
715.87600,108.96,10.60,0.00,0.00
715.89600,108.85,10.60,0.00,0.00
715.91600,108.73,10.60,0.00,0.00
715.93600,108.61,10.60,0.00,0.00
715.95600,108.50,10.60,0.00,0.00
715.97600,108.38,10.60,0.00,0.00
715.99600,108.27,10.60,0.00,0.00
716.01600,108.15,10.60,0.00,0.00
716.03600,108.04,10.60,0.00,0.00
716.05600,107.92,10.60,0.00,0.00
716.07600,107.81,10.60,0.00,0.00
716.09600,107.69,10.60,0.00,0.00
716.11600,107.58,10.60,0.00,0.00
716.13600,107.46,10.60,0.00,0.00
716.15600,107.35,10.60,0.00,0.00
716.17600,107.24,10.60,0.00,0.00
716.19600,107.12,10.60,0.00,0.00
716.21600,107.01,10.60,0.00,0.00
716.23600,106.89,10.60,0.00,0.00
716.25600,106.78,10.60,0.00,0.00
716.27600,106.66,10.60,0.00,0.00
716.29600,106.55,10.60,0.00,0.00
716.31600,106.43,10.60,0.00,0.00
716.33600,106.32,10.60,0.00,0.00
716.35600,106.20,10.60,0.00,0.00
716.37600,106.09,10.60,0.00,0.00
716.39600,105.98,10.60,0.00,0.00
716.41600,105.86,10.60,0.00,0.00
716.43600,105.75,10.60,0.00,0.00
716.45600,105.63,10.60,0.00,0.00
716.47600,105.52,10.60,0.00,0.00
716.49600,105.41,10.60,0.00,0.00
716.51600,105.29,10.60,0.00,0.00
716.53600,105.18,10.60,0.00,0.00
716.55600,105.06,10.60,0.00,0.00
716.57600,104.95,10.60,0.00,0.00
716.59600,104.84,10.60,0.00,0.00
716.61600,104.72,10.60,0.00,0.00
716.63600,104.61,10.60,0.00,0.00
716.65600,104.50,10.60,0.00,0.00
716.67600,104.38,10.60,0.00,0.00
716.69600,104.27,10.60,0.00,0.00
716.71600,104.16,10.60,0.00,0.00
716.73600,104.04,10.60,0.00,0.00
716.75600,103.93,10.60,0.00,0.00
716.77600,103.82,10.60,0.00,0.00
716.79600,103.70,10.60,0.00,0.00
716.81600,103.59,10.60,0.00,0.00
716.83600,103.48,10.60,0.00,0.00
716.85600,103.36,10.60,0.00,0.00
716.87600,103.25,10.60,0.00,0.00
716.89600,103.14,10.60,0.00,0.00
716.91600,103.02,10.60,0.00,0.00
716.93600,102.91,10.60,0.00,0.00
716.95600,102.80,10.60,0.00,0.00
716.97600,102.69,10.60,0.00,0.00
716.99600,102.57,10.60,0.00,0.00
717.01600,102.46,10.60,0.00,0.00
717.03600,102.35,10.60,0.00,0.00
717.05600,102.23,10.60,0.00,0.00
717.07600,102.12,10.60,0.00,0.00
717.09600,102.01,10.60,0.00,0.00
717.11600,101.90,10.60,0.00,0.00
717.13600,101.78,10.60,0.00,0.00
717.15600,101.67,10.60,0.00,0.00
717.17600,101.56,10.60,0.00,0.00
717.19600,101.45,10.60,0.00,0.00
717.21600,101.33,10.60,0.00,0.00
717.23600,101.22,10.60,0.00,0.00
717.25600,101.11,10.60,0.00,0.00
717.27600,101.00,10.60,0.00,0.00
717.29600,100.89,10.60,0.00,0.00
717.31600,100.77,10.60,0.00,0.00
717.33600,100.66,10.60,0.00,0.00
717.35600,100.55,10.60,0.00,0.00
717.37600,100.44,10.60,0.00,0.00
717.39600,100.32,10.60,0.00,0.00
717.41600,100.21,10.60,0.00,0.00
717.43600,100.10,10.60,0.00,0.00
717.45600,99.99,10.60,0.00,0.00
717.47600,99.88,10.60,0.00,0.00
717.49600,99.77,10.60,0.00,0.00
717.51600,99.65,10.60,0.00,0.00
717.53600,99.54,10.60,0.00,0.00
717.55600,99.43,10.60,0.00,0.00
717.57600,99.32,10.60,0.00,0.00
717.59600,99.21,10.60,0.00,0.00
717.61600,99.10,10.60,0.00,0.00
717.63600,98.98,10.60,0.00,0.00
717.65600,98.87,10.60,0.00,0.00
717.67600,98.76,10.60,0.00,0.00
717.69600,98.65,10.60,0.00,0.00
717.71600,98.54,10.60,0.00,0.00
717.73600,98.43,10.60,0.00,0.00
717.75600,98.32,10.60,0.00,0.00
717.77600,98.20,10.60,0.00,0.00
717.79600,98.09,10.60,0.00,0.00
717.81600,97.98,10.60,0.00,0.00
717.83600,97.87,10.60,0.00,0.00
717.85600,97.76,10.60,0.00,0.00
717.87600,97.65,10.60,0.00,0.00
717.89600,97.54,10.60,0.00,0.00
717.91600,97.43,10.60,0.00,0.00
717.93600,97.32,10.60,0.00,0.00
717.95600,97.21,10.60,0.00,0.00
717.97600,97.09,10.60,0.00,0.00
717.99600,96.98,10.60,0.00,0.00
718.01600,96.87,10.60,0.00,0.00
718.03600,96.76,10.60,0.00,0.00
718.05600,96.65,10.60,0.00,0.00
718.07600,96.54,10.60,0.00,0.00
718.09600,96.43,10.60,0.00,0.00
718.11600,96.32,10.60,0.00,0.00
718.13600,96.21,10.60,0.00,0.00
718.15600,96.10,10.60,0.00,0.00
718.17600,95.99,10.60,0.00,0.00
718.19600,95.88,10.60,0.00,0.00
718.21600,95.77,10.60,0.00,0.00
718.23600,95.66,10.60,0.00,0.00
718.25600,95.55,10.60,0.00,0.00
718.27600,95.44,10.60,0.00,0.00
718.29600,95.33,10.60,0.00,0.00
718.31600,95.22,10.60,0.00,0.00
718.33600,95.11,10.60,0.00,0.00
718.35600,95.00,10.60,0.00,0.00
718.37600,94.89,10.60,0.00,0.00
718.39600,94.78,10.60,0.00,0.00
718.41600,94.67,10.60,0.00,0.00
718.43600,94.56,10.60,0.00,0.00
718.45600,94.45,10.60,0.00,0.00
718.47600,94.34,10.60,0.00,0.00
718.49600,94.23,10.60,0.00,0.00
718.51600,94.12,10.60,0.00,0.00
718.53600,94.01,10.60,0.00,0.00
718.55600,93.90,10.60,0.00,0.00
718.57600,93.79,10.60,0.00,0.00
718.59600,93.68,10.60,0.00,0.00
718.61600,93.57,10.60,0.00,0.00
718.63600,93.46,10.60,0.00,0.00
718.65600,93.35,10.60,0.00,0.00
718.67600,93.24,10.60,0.00,0.00
718.69600,93.13,10.60,0.00,0.00
718.71600,93.02,10.60,0.00,0.00
718.73600,92.91,10.60,0.00,0.00
718.75600,92.80,10.60,0.00,0.00
718.77600,92.69,10.60,0.00,0.00
718.79600,92.58,10.60,0.00,0.00
718.81600,92.47,10.60,0.00,0.00
718.83600,92.36,10.60,0.00,0.00
718.85600,92.25,10.60,0.00,0.00
718.87600,92.14,10.60,0.00,0.00
718.89600,92.04,10.60,0.00,0.00
718.91600,91.93,10.60,0.00,0.00
718.93600,91.82,10.60,0.00,0.00
718.95600,91.71,10.60,0.00,0.00
718.97600,91.60,10.60,0.00,0.00
718.99600,91.49,10.60,0.00,0.00
719.01600,91.38,10.60,0.00,0.00
719.03600,91.27,10.60,0.00,0.00
719.05600,91.16,10.60,0.00,0.00
719.07600,91.05,10.60,0.00,0.00
719.09600,90.95,10.60,0.00,0.00
719.11600,90.84,10.60,0.00,0.00
719.13600,90.73,10.60,0.00,0.00
719.15600,90.62,10.60,0.00,0.00
719.17600,90.51,10.60,0.00,0.00
719.19600,90.40,10.60,0.00,0.00
719.21600,90.29,10.60,0.00,0.00
719.23600,90.18,10.60,0.00,0.00
719.25600,90.08,10.60,0.00,0.00
719.27600,89.97,10.60,0.00,0.00
719.29600,89.86,10.60,0.00,0.00
719.31600,89.75,10.60,0.00,0.00
719.33600,89.64,10.60,0.00,0.00
719.35600,89.53,10.60,0.00,0.00
719.37600,89.42,10.60,0.00,0.00
719.39600,89.32,10.60,0.00,0.00
719.41600,89.21,10.60,0.00,0.00
719.43600,89.10,10.60,0.00,0.00
719.45600,88.99,10.60,0.00,0.00
719.47600,88.88,10.60,0.00,0.00
719.49600,88.77,10.60,0.00,0.00
719.51600,88.67,10.60,0.00,0.00
719.53600,88.56,10.60,0.00,0.00
719.55600,88.45,10.60,0.00,0.00
719.57600,88.34,10.60,0.00,0.00
719.59600,88.23,10.60,0.00,0.00
719.61600,88.13,10.60,0.00,0.00
719.63600,88.02,10.60,0.00,0.00
719.65600,87.91,10.60,0.00,0.00
719.67600,87.80,10.60,0.00,0.00
719.69600,87.69,10.60,0.00,0.00
719.71600,87.59,10.60,0.00,0.00
719.73600,87.48,10.61,0.00,0.00
719.75600,87.37,10.61,0.00,0.00
719.77600,87.26,10.61,0.00,0.00
719.79600,87.15,10.61,0.00,0.00
719.81600,87.05,10.61,0.00,0.00
719.83600,86.94,10.61,0.00,0.00
719.85600,86.83,10.61,0.00,0.00
719.87600,86.72,10.61,0.00,0.00
719.89600,86.61,10.61,0.00,0.00
719.91600,86.51,10.61,0.00,0.00
719.93600,86.40,10.61,0.00,0.00
719.95600,86.29,10.61,0.00,0.00
719.97600,86.18,10.61,0.00,0.00
719.99600,86.08,10.61,0.00,0.00
720.01600,85.97,10.61,0.00,0.00
720.03600,85.86,10.61,0.00,0.00
720.05600,85.75,10.61,0.00,0.00
720.07600,85.65,10.61,0.00,0.00
720.09600,85.54,10.61,0.00,0.00
720.11600,85.43,10.61,0.00,0.00
720.13600,85.32,10.61,0.00,0.00
720.15600,85.22,10.61,0.00,0.00
720.17600,85.11,10.61,0.00,0.00
720.19600,85.00,10.61,0.00,0.00
720.21600,84.90,10.61,0.00,0.00
720.23600,84.79,10.61,0.00,0.00
720.25600,84.68,10.61,0.00,0.00
720.27600,84.57,10.61,0.00,0.00
720.29600,84.47,10.61,0.00,0.00
720.31600,84.36,10.61,0.00,0.00
720.33600,84.25,10.61,0.00,0.00
720.35600,84.15,10.61,0.00,0.00
720.37600,84.04,10.61,0.00,0.00
720.39600,83.93,10.61,0.00,0.00
720.41600,83.82,10.61,0.00,0.00
720.43600,83.72,10.61,0.00,0.00
720.45600,83.61,10.61,0.00,0.00
720.47600,83.50,10.61,0.00,0.00
720.49600,83.40,10.61,0.00,0.00
720.51600,83.29,10.61,0.00,0.00
720.53600,83.18,10.61,0.00,0.00
720.55600,83.08,10.61,0.00,0.00
720.57600,82.97,10.61,0.00,0.00
720.59600,82.86,10.61,0.00,0.00
720.61600,82.76,10.61,0.00,0.00
720.63600,82.65,10.61,0.00,0.00
720.65600,82.54,10.61,0.00,0.00
720.67600,82.44,10.61,0.00,0.00
720.69600,82.33,10.61,0.00,0.00
720.71600,82.22,10.61,0.00,0.00
720.73600,82.12,10.61,0.00,0.00
720.75600,82.01,10.61,0.00,0.00
720.77600,81.90,10.61,0.00,0.00
720.79600,81.80,10.61,0.00,0.00
720.81600,81.69,10.61,0.00,0.00
720.83600,81.58,10.61,0.00,0.00
720.85600,81.48,10.61,0.00,0.00
720.87600,81.37,10.61,0.00,0.00
720.89600,81.26,10.62,0.00,0.00
720.91600,81.16,10.62,0.00,0.00
720.93600,81.05,10.62,0.00,0.00
720.95600,80.94,10.62,0.00,0.00
720.97600,80.84,10.62,0.00,0.00
720.99600,80.73,10.62,0.00,0.00
721.01600,80.62,10.62,0.00,0.00
721.03600,80.52,10.62,0.00,0.00
721.05600,80.41,10.62,0.00,0.00
721.07600,80.31,10.62,0.00,0.00
721.09600,80.20,10.62,0.00,0.00
721.11600,80.09,10.62,0.00,0.00
721.13600,79.99,10.62,0.00,0.00
721.15600,79.88,10.62,0.00,0.00
721.17600,79.77,10.62,0.00,0.00
721.19600,79.67,10.62,0.00,0.00
721.21600,79.56,10.62,0.00,0.00
721.23600,79.46,10.62,0.00,0.00
721.25600,79.35,10.62,0.00,0.00
721.27600,79.24,10.62,0.00,0.00
721.29600,79.14,10.62,0.00,0.00
721.31600,79.03,10.62,0.00,0.00
721.33600,78.93,10.62,0.00,0.00
721.35600,78.82,10.62,0.00,0.00
721.37600,78.71,10.62,0.00,0.00
721.39600,78.61,10.62,0.00,0.00
721.41600,78.50,10.62,0.00,0.00
721.43600,78.40,10.62,0.00,0.00
721.45600,78.29,10.62,0.00,0.00
721.47600,78.18,10.62,0.00,0.00
721.49600,78.08,10.62,0.00,0.00
721.51600,77.97,10.62,0.00,0.00
721.53600,77.87,10.62,0.00,0.00
721.55600,77.76,10.62,0.00,0.00
721.57600,77.66,10.62,0.00,0.00
721.59600,77.55,10.62,0.00,0.00
721.61600,77.44,10.62,0.00,0.00
721.63600,77.34,10.62,0.00,0.00
721.65600,77.23,10.62,0.00,0.00
721.67600,77.13,10.62,0.00,0.00
721.69600,77.02,10.62,0.00,0.00
721.71600,76.92,10.62,0.00,0.00
721.73600,76.81,10.62,0.00,0.00
721.75600,76.70,10.63,0.00,0.00
721.77600,76.60,10.63,0.00,0.00
721.79600,76.49,10.63,0.00,0.00
721.81600,76.39,10.63,0.00,0.00
721.83600,76.28,10.63,0.00,0.00
721.85600,76.18,10.63,0.00,0.00
721.87600,76.07,10.63,0.00,0.00
721.89600,75.97,10.63,0.00,0.00
721.91600,75.86,10.63,0.00,0.00
721.93600,75.76,10.63,0.00,0.00
721.95600,75.65,10.63,0.00,0.00
721.97600,75.54,10.63,0.00,0.00
721.99600,75.44,10.63,0.00,0.00
722.01600,75.33,10.63,0.00,0.00
722.03600,75.23,10.63,0.00,0.00
722.05600,75.12,10.63,0.00,0.00
722.07600,75.02,10.63,0.00,0.00
722.09600,74.91,10.63,0.00,0.00
722.11600,74.81,10.63,0.00,0.00
722.13600,74.70,10.63,0.00,0.00
722.15600,74.60,10.63,0.00,0.00
722.17600,74.49,10.63,0.00,0.00
722.19600,74.39,10.63,0.00,0.00
722.21600,74.28,10.63,0.00,0.00
722.23600,74.18,10.63,0.00,0.00
722.25600,74.07,10.63,0.00,0.00
722.27600,73.97,10.63,0.00,0.00
722.29600,73.86,10.63,0.00,0.00
722.31600,73.75,10.63,0.00,0.00
722.33600,73.65,10.63,0.00,0.00
722.35600,73.54,10.63,0.00,0.00
722.37600,73.44,10.63,0.00,0.00
722.39600,73.33,10.63,0.00,0.00
722.41600,73.23,10.63,0.00,0.00
722.43600,73.12,10.63,0.00,0.00
722.45600,73.02,10.63,0.00,0.00
722.47600,72.91,10.63,0.00,0.00
