Cs1,6p3/2,,,
Wavelength,alpha_0,Uncertainty,alpha_2,Uncertainty
1159.70600,-313.75,11.77,601.08,2.75
1159.72600,-313.80,11.77,601.11,2.75
1159.74600,-313.85,11.77,601.14,2.75
1159.76600,-313.90,11.77,601.16,2.75
1159.78600,-313.96,11.77,601.19,2.75
1159.80600,-314.01,11.77,601.21,2.75
1159.82600,-314.06,11.77,601.24,2.75
1159.84600,-314.12,11.77,601.27,2.75
1159.86600,-314.17,11.77,601.29,2.75
1159.88600,-314.22,11.77,601.32,2.75
1159.90600,-314.27,11.77,601.35,2.75
1159.92600,-314.33,11.77,601.37,2.75
1159.94600,-314.38,11.77,601.40,2.75
1159.96600,-314.43,11.77,601.43,2.75
1159.98600,-314.49,11.77,601.45,2.75
1160.00600,-314.54,11.77,601.48,2.75
1160.02600,-314.59,11.77,601.50,2.75
1160.04600,-314.64,11.77,601.53,2.75
1160.06600,-314.70,11.77,601.56,2.75
1160.08600,-314.75,11.77,601.58,2.75
1160.10600,-314.80,11.77,601.61,2.75
1160.12600,-314.86,11.77,601.64,2.75
1160.14600,-314.91,11.77,601.66,2.75
1160.16600,-314.96,11.76,601.69,2.75
1160.18600,-315.01,11.76,601.72,2.75
1160.20600,-315.07,11.76,601.74,2.75
1160.22600,-315.12,11.76,601.77,2.75
1160.24600,-315.17,11.76,601.79,2.75
1160.26600,-315.23,11.76,601.82,2.75
1160.28600,-315.28,11.76,601.85,2.75
1160.30600,-315.33,11.76,601.87,2.75
1160.32600,-315.38,11.76,601.90,2.75
1160.34600,-315.44,11.76,601.93,2.75
1160.36600,-315.49,11.76,601.95,2.75
1160.38600,-315.54,11.76,601.98,2.75
1160.40600,-315.60,11.76,602.01,2.75
1160.42600,-315.65,11.76,602.03,2.75
1160.44600,-315.70,11.76,602.06,2.75
1160.46600,-315.75,11.76,602.09,2.75
1160.48600,-315.81,11.76,602.11,2.75
1160.50600,-315.86,11.76,602.14,2.75
1160.52600,-315.91,11.76,602.17,2.75
1160.54600,-315.97,11.76,602.19,2.75
1160.56600,-316.02,11.76,602.22,2.75
1160.58600,-316.07,11.76,602.25,2.75
1160.60600,-316.12,11.76,602.27,2.75
1160.62600,-316.18,11.76,602.30,2.75
1160.64600,-316.23,11.76,602.32,2.75
1160.66600,-316.28,11.75,602.35,2.75
1160.68600,-316.34,11.75,602.38,2.75
1160.70600,-316.39,11.75,602.40,2.75
1160.72600,-316.44,11.75,602.43,2.75
1160.74600,-316.49,11.75,602.46,2.75
1160.76600,-316.55,11.75,602.48,2.75
1160.78600,-316.60,11.75,602.51,2.75
1160.80600,-316.65,11.75,602.54,2.75
1160.82600,-316.71,11.75,602.56,2.75
1160.84600,-316.76,11.75,602.59,2.75
1160.86600,-316.81,11.75,602.62,2.75
1160.88600,-316.87,11.75,602.64,2.75
1160.90600,-316.92,11.75,602.67,2.75
1160.92600,-316.97,11.75,602.70,2.75
1160.94600,-317.02,11.75,602.72,2.75
1160.96600,-317.08,11.75,602.75,2.75
1160.98600,-317.13,11.75,602.78,2.75
1161.00600,-317.18,11.75,602.80,2.75
1161.02600,-317.24,11.75,602.83,2.75
1161.04600,-317.29,11.75,602.86,2.75
1161.06600,-317.34,11.75,602.88,2.75
1161.08600,-317.39,11.75,602.91,2.75
1161.10600,-317.45,11.75,602.94,2.75
1161.12600,-317.50,11.75,602.96,2.75
1161.14600,-317.55,11.75,602.99,2.75
1161.16600,-317.61,11.75,603.02,2.75
1161.18600,-317.66,11.74,603.04,2.75
1161.20600,-317.71,11.74,603.07,2.75
1161.22600,-317.77,11.74,603.10,2.75
1161.24600,-317.82,11.74,603.12,2.75
1161.26600,-317.87,11.74,603.15,2.75
1161.28600,-317.92,11.74,603.18,2.75
1161.30600,-317.98,11.74,603.20,2.75
1161.32600,-318.03,11.74,603.23,2.75
1161.34600,-318.08,11.74,603.26,2.75
1161.36600,-318.14,11.74,603.28,2.75
1161.38600,-318.19,11.74,603.31,2.75
1161.40600,-318.24,11.74,603.34,2.75
1161.42600,-318.30,11.74,603.36,2.75
1161.44600,-318.35,11.74,603.39,2.75
1161.46600,-318.40,11.74,603.42,2.75
1161.48600,-318.45,11.74,603.45,2.75
1161.50600,-318.51,11.74,603.47,2.75
1161.52600,-318.56,11.74,603.50,2.75
1161.54600,-318.61,11.74,603.53,2.75
1161.56600,-318.67,11.74,603.55,2.75
1161.58600,-318.72,11.74,603.58,2.75
1161.60600,-318.77,11.74,603.61,2.75
1161.62600,-318.83,11.74,603.63,2.75
1161.64600,-318.88,11.74,603.66,2.75
1161.66600,-318.93,11.74,603.69,2.75
1161.68600,-318.98,11.74,603.71,2.75
1161.70600,-319.04,11.73,603.74,2.75
1161.72600,-319.09,11.73,603.77,2.75
1161.74600,-319.14,11.73,603.79,2.75
1161.76600,-319.20,11.73,603.82,2.75
1161.78600,-319.25,11.73,603.85,2.75
1161.80600,-319.30,11.73,603.87,2.75
1161.82600,-319.36,11.73,603.90,2.75
1161.84600,-319.41,11.73,603.93,2.75
1161.86600,-319.46,11.73,603.96,2.75
1161.88600,-319.51,11.73,603.98,2.75
1161.90600,-319.57,11.73,604.01,2.75
1161.92600,-319.62,11.73,604.04,2.75
1161.94600,-319.67,11.73,604.06,2.75
1161.96600,-319.73,11.73,604.09,2.75
1161.98600,-319.78,11.73,604.12,2.75
1162.00600,-319.83,11.73,604.14,2.74
1162.02600,-319.89,11.73,604.17,2.74
1162.04600,-319.94,11.73,604.20,2.74
1162.06600,-319.99,11.73,604.22,2.74
1162.08600,-320.05,11.73,604.25,2.74
1162.10600,-320.10,11.73,604.28,2.74
1162.12600,-320.15,11.73,604.31,2.74
1162.14600,-320.20,11.73,604.33,2.74
1162.16600,-320.26,11.73,604.36,2.74
1162.18600,-320.31,11.73,604.39,2.74
1162.20600,-320.36,11.73,604.41,2.74
1162.22600,-320.42,11.72,604.44,2.74
1162.24600,-320.47,11.72,604.47,2.74
1162.26600,-320.52,11.72,604.49,2.74
1162.28600,-320.58,11.72,604.52,2.74
1162.30600,-320.63,11.72,604.55,2.74
1162.32600,-320.68,11.72,604.58,2.74
1162.34600,-320.74,11.72,604.60,2.74
1162.36600,-320.79,11.72,604.63,2.74
1162.38600,-320.84,11.72,604.66,2.74
1162.40600,-320.89,11.72,604.68,2.74
1162.42600,-320.95,11.72,604.71,2.74
1162.44600,-321.00,11.72,604.74,2.74
1162.46600,-321.05,11.72,604.76,2.74
1162.48600,-321.11,11.72,604.79,2.74
1162.50600,-321.16,11.72,604.82,2.74
1162.52600,-321.21,11.72,604.85,2.74
1162.54600,-321.27,11.72,604.87,2.74
1162.56600,-321.32,11.72,604.90,2.74
1162.58600,-321.37,11.72,604.93,2.74
1162.60600,-321.43,11.72,604.95,2.74
1162.62600,-321.48,11.72,604.98,2.74
1162.64600,-321.53,11.72,605.01,2.74
1162.66600,-321.59,11.72,605.04,2.74
1162.68600,-321.64,11.72,605.06,2.74
1162.70600,-321.69,11.72,605.09,2.74
1162.72600,-321.75,11.72,605.12,2.74
1162.74600,-321.80,11.71,605.14,2.74
1162.76600,-321.85,11.71,605.17,2.74
1162.78600,-321.90,11.71,605.20,2.74
1162.80600,-321.96,11.71,605.23,2.74
1162.82600,-322.01,11.71,605.25,2.74
1162.84600,-322.06,11.71,605.28,2.74
1162.86600,-322.12,11.71,605.31,2.74
1162.88600,-322.17,11.71,605.33,2.74
1162.90600,-322.22,11.71,605.36,2.74
1162.92600,-322.28,11.71,605.39,2.74
1162.94600,-322.33,11.71,605.42,2.74
1162.96600,-322.38,11.71,605.44,2.74
1162.98600,-322.44,11.71,605.47,2.74
1163.00600,-322.49,11.71,605.50,2.74
1163.02600,-322.54,11.71,605.52,2.74
1163.04600,-322.60,11.71,605.55,2.74
1163.06600,-322.65,11.71,605.58,2.74
1163.08600,-322.70,11.71,605.61,2.74
1163.10600,-322.76,11.71,605.63,2.74
1163.12600,-322.81,11.71,605.66,2.74
1163.14600,-322.86,11.71,605.69,2.74
1163.16600,-322.92,11.71,605.72,2.74
1163.18600,-322.97,11.71,605.74,2.74
1163.20600,-323.02,11.71,605.77,2.74
1163.22600,-323.07,11.71,605.80,2.74
1163.24600,-323.13,11.71,605.82,2.74
1163.26600,-323.18,11.71,605.85,2.74
1163.28600,-323.23,11.70,605.88,2.74
1163.30600,-323.29,11.70,605.91,2.74
1163.32600,-323.34,11.70,605.93,2.74
1163.34600,-323.39,11.70,605.96,2.74
1163.36600,-323.45,11.70,605.99,2.74
1163.38600,-323.50,11.70,606.02,2.74
1163.40600,-323.55,11.70,606.04,2.74
1163.42600,-323.61,11.70,606.07,2.74
1163.44600,-323.66,11.70,606.10,2.74
1163.46600,-323.71,11.70,606.13,2.74
1163.48600,-323.77,11.70,606.15,2.74
1163.50600,-323.82,11.70,606.18,2.74
1163.52600,-323.87,11.70,606.21,2.74
1163.54600,-323.93,11.70,606.23,2.74
1163.56600,-323.98,11.70,606.26,2.74
1163.58600,-324.03,11.70,606.29,2.74
1163.60600,-324.09,11.70,606.32,2.74
1163.62600,-324.14,11.70,606.34,2.74
1163.64600,-324.19,11.70,606.37,2.74
1163.66600,-324.25,11.70,606.40,2.74
1163.68600,-324.30,11.70,606.43,2.74
1163.70600,-324.35,11.70,606.45,2.74
1163.72600,-324.41,11.70,606.48,2.74
1163.74600,-324.46,11.70,606.51,2.74
1163.76600,-324.51,11.70,606.54,2.74
1163.78600,-324.57,11.70,606.56,2.74
1163.80600,-324.62,11.69,606.59,2.74
1163.82600,-324.67,11.69,606.62,2.74
1163.84600,-324.73,11.69,606.65,2.74
1163.86600,-324.78,11.69,606.67,2.74
1163.88600,-324.83,11.69,606.70,2.74
1163.90600,-324.89,11.69,606.73,2.74
1163.92600,-324.94,11.69,606.76,2.74
1163.94600,-324.99,11.69,606.78,2.74
1163.96600,-325.05,11.69,606.81,2.74
1163.98600,-325.10,11.69,606.84,2.74
1164.00600,-325.15,11.69,606.87,2.74
1164.02600,-325.21,11.69,606.89,2.74
1164.04600,-325.26,11.69,606.92,2.74
1164.06600,-325.31,11.69,606.95,2.74
1164.08600,-325.37,11.69,606.98,2.74
1164.10600,-325.42,11.69,607.00,2.74
1164.12600,-325.47,11.69,607.03,2.74
1164.14600,-325.53,11.69,607.06,2.74
1164.16600,-325.58,11.69,607.09,2.74
1164.18600,-325.63,11.69,607.11,2.74
1164.20600,-325.69,11.69,607.14,2.74
1164.22600,-325.74,11.69,607.17,2.74
1164.24600,-325.79,11.69,607.20,2.74
1164.26600,-325.85,11.69,607.22,2.74
1164.28600,-325.90,11.69,607.25,2.74
1164.30600,-325.95,11.69,607.28,2.74
1164.32600,-326.01,11.69,607.31,2.74
1164.34600,-326.06,11.68,607.33,2.74
1164.36600,-326.11,11.68,607.36,2.74
1164.38600,-326.17,11.68,607.39,2.74
1164.40600,-326.22,11.68,607.42,2.74
1164.42600,-326.27,11.68,607.44,2.74
1164.44600,-326.33,11.68,607.47,2.74
1164.46600,-326.38,11.68,607.50,2.74
1164.48600,-326.43,11.68,607.53,2.74
1164.50600,-326.49,11.68,607.56,2.74
1164.52600,-326.54,11.68,607.58,2.74
1164.54600,-326.59,11.68,607.61,2.74
1164.56600,-326.65,11.68,607.64,2.74
1164.58600,-326.70,11.68,607.67,2.74
1164.60600,-326.75,11.68,607.69,2.74
1164.62600,-326.81,11.68,607.72,2.74
1164.64600,-326.86,11.68,607.75,2.74
1164.66600,-326.91,11.68,607.78,2.74
1164.68600,-326.97,11.68,607.80,2.74
1164.70600,-327.02,11.68,607.83,2.74
1164.72600,-327.07,11.68,607.86,2.73
1164.74600,-327.13,11.68,607.89,2.73
1164.76600,-327.18,11.68,607.92,2.73
1164.78600,-327.23,11.68,607.94,2.73
1164.80600,-327.29,11.68,607.97,2.73
1164.82600,-327.34,11.68,608.00,2.73
1164.84600,-327.39,11.68,608.03,2.73
1164.86600,-327.45,11.68,608.05,2.73
1164.88600,-327.50,11.67,608.08,2.73
1164.90600,-327.55,11.67,608.11,2.73
1164.92600,-327.61,11.67,608.14,2.73
1164.94600,-327.66,11.67,608.16,2.73
1164.96600,-327.71,11.67,608.19,2.73
1164.98600,-327.77,11.67,608.22,2.73
1165.00600,-327.82,11.67,608.25,2.73
1165.02600,-327.88,11.67,608.28,2.73
1165.04600,-327.93,11.67,608.30,2.73
1165.06600,-327.98,11.67,608.33,2.73
1165.08600,-328.04,11.67,608.36,2.73
1165.10600,-328.09,11.67,608.39,2.73
1165.12600,-328.14,11.67,608.42,2.73
1165.14600,-328.20,11.67,608.44,2.73
1165.16600,-328.25,11.67,608.47,2.73
1165.18600,-328.30,11.67,608.50,2.73
1165.20600,-328.36,11.67,608.53,2.73
1165.22600,-328.41,11.67,608.55,2.73
1165.24600,-328.46,11.67,608.58,2.73
1165.26600,-328.52,11.67,608.61,2.73
1165.28600,-328.57,11.67,608.64,2.73
1165.30600,-328.62,11.67,608.67,2.73
1165.32600,-328.68,11.67,608.69,2.73
1165.34600,-328.73,11.67,608.72,2.73
1165.36600,-328.78,11.67,608.75,2.73
1165.38600,-328.84,11.67,608.78,2.73
1165.40600,-328.89,11.67,608.81,2.73
1165.42600,-328.94,11.66,608.83,2.73
1165.44600,-329.00,11.66,608.86,2.73
1165.46600,-329.05,11.66,608.89,2.73
1165.48600,-329.11,11.66,608.92,2.73
1165.50600,-329.16,11.66,608.94,2.73
1165.52600,-329.21,11.66,608.97,2.73
1165.54600,-329.27,11.66,609.00,2.73
1165.56600,-329.32,11.66,609.03,2.73
1165.58600,-329.37,11.66,609.06,2.73
1165.60600,-329.43,11.66,609.08,2.73
1165.62600,-329.48,11.66,609.11,2.73
1165.64600,-329.53,11.66,609.14,2.73
1165.66600,-329.59,11.66,609.17,2.73
1165.68600,-329.64,11.66,609.20,2.73
1165.70600,-329.69,11.66,609.22,2.73
1165.72600,-329.75,11.66,609.25,2.73
1165.74600,-329.80,11.66,609.28,2.73
1165.76600,-329.85,11.66,609.31,2.73
1165.78600,-329.91,11.66,609.34,2.73
1165.80600,-329.96,11.66,609.36,2.73
1165.82600,-330.02,11.66,609.39,2.73
1165.84600,-330.07,11.66,609.42,2.73
1165.86600,-330.12,11.66,609.45,2.73
1165.88600,-330.18,11.66,609.48,2.73
1165.90600,-330.23,11.66,609.50,2.73
1165.92600,-330.28,11.66,609.53,2.73
1165.94600,-330.34,11.66,609.56,2.73
1165.96600,-330.39,11.66,609.59,2.73
1165.98600,-330.44,11.65,609.62,2.73
1166.00600,-330.50,11.65,609.65,2.73
1166.02600,-330.55,11.65,609.67,2.73
1166.04600,-330.60,11.65,609.70,2.73
1166.06600,-330.66,11.65,609.73,2.73
1166.08600,-330.71,11.65,609.76,2.73
1166.10600,-330.77,11.65,609.79,2.73
1166.12600,-330.82,11.65,609.81,2.73
1166.14600,-330.87,11.65,609.84,2.73
1166.16600,-330.93,11.65,609.87,2.73
1166.18600,-330.98,11.65,609.90,2.73
1166.20600,-331.03,11.65,609.93,2.73
1166.22600,-331.09,11.65,609.95,2.73
1166.24600,-331.14,11.65,609.98,2.73
1166.26600,-331.19,11.65,610.01,2.73
1166.28600,-331.25,11.65,610.04,2.73
1166.30600,-331.30,11.65,610.07,2.73
1166.32600,-331.36,11.65,610.10,2.73
1166.34600,-331.41,11.65,610.12,2.73
1166.36600,-331.46,11.65,610.15,2.73
1166.38600,-331.52,11.65,610.18,2.73
1166.40600,-331.57,11.65,610.21,2.73
1166.42600,-331.62,11.65,610.24,2.73
1166.44600,-331.68,11.65,610.26,2.73
1166.46600,-331.73,11.65,610.29,2.73
1166.48600,-331.78,11.65,610.32,2.73
1166.50600,-331.84,11.65,610.35,2.73
1166.52600,-331.89,11.64,610.38,2.73
1166.54600,-331.95,11.64,610.41,2.73
1166.56600,-332.00,11.64,610.43,2.73
1166.58600,-332.05,11.64,610.46,2.73
1166.60600,-332.11,11.64,610.49,2.73
1166.62600,-332.16,11.64,610.52,2.73
1166.64600,-332.21,11.64,610.55,2.73
1166.66600,-332.27,11.64,610.57,2.73
1166.68600,-332.32,11.64,610.60,2.73
1166.70600,-332.38,11.64,610.63,2.73
1166.72600,-332.43,11.64,610.66,2.73
1166.74600,-332.48,11.64,610.69,2.73
1166.76600,-332.54,11.64,610.72,2.73
1166.78600,-332.59,11.64,610.74,2.73
1166.80600,-332.64,11.64,610.77,2.73
1166.82600,-332.70,11.64,610.80,2.73
1166.84600,-332.75,11.64,610.83,2.73
1166.86600,-332.80,11.64,610.86,2.73
1166.88600,-332.86,11.64,610.89,2.73
1166.90600,-332.91,11.64,610.91,2.73
1166.92600,-332.97,11.64,610.94,2.73
1166.94600,-333.02,11.64,610.97,2.73
1166.96600,-333.07,11.64,611.00,2.73
1166.98600,-333.13,11.64,611.03,2.73
1167.00600,-333.18,11.64,611.06,2.73
1167.02600,-333.23,11.64,611.08,2.73
1167.04600,-333.29,11.64,611.11,2.73
1167.06600,-333.34,11.64,611.14,2.73
1167.08600,-333.40,11.63,611.17,2.73
1167.10600,-333.45,11.63,611.20,2.73
1167.12600,-333.50,11.63,611.23,2.73
1167.14600,-333.56,11.63,611.26,2.73
1167.16600,-333.61,11.63,611.28,2.73
1167.18600,-333.66,11.63,611.31,2.73
1167.20600,-333.72,11.63,611.34,2.73
1167.22600,-333.77,11.63,611.37,2.73
1167.24600,-333.83,11.63,611.40,2.73
1167.26600,-333.88,11.63,611.43,2.73
1167.28600,-333.93,11.63,611.45,2.73
1167.30600,-333.99,11.63,611.48,2.73
1167.32600,-334.04,11.63,611.51,2.73
1167.34600,-334.09,11.63,611.54,2.73
1167.36600,-334.15,11.63,611.57,2.73
1167.38600,-334.20,11.63,611.60,2.73
1167.40600,-334.26,11.63,611.62,2.73
1167.42600,-334.31,11.63,611.65,2.73
1167.44600,-334.36,11.63,611.68,2.73
1167.46600,-334.42,11.63,611.71,2.73
1167.48600,-334.47,11.63,611.74,2.73
1167.50600,-334.52,11.63,611.77,2.73
1167.52600,-334.58,11.63,611.80,2.73
1167.54600,-334.63,11.63,611.82,2.73
1167.56600,-334.69,11.63,611.85,2.73
1167.58600,-334.74,11.63,611.88,2.72
1167.60600,-334.79,11.63,611.91,2.72
1167.62600,-334.85,11.63,611.94,2.72
1167.64600,-334.90,11.62,611.97,2.72
1167.66600,-334.96,11.62,612.00,2.72
1167.68600,-335.01,11.62,612.02,2.72
1167.70600,-335.06,11.62,612.05,2.72
1167.72600,-335.12,11.62,612.08,2.72
1167.74600,-335.17,11.62,612.11,2.72
1167.76600,-335.22,11.62,612.14,2.72
1167.78600,-335.28,11.62,612.17,2.72
1167.80600,-335.33,11.62,612.20,2.72
1167.82600,-335.39,11.62,612.22,2.72
1167.84600,-335.44,11.62,612.25,2.72
1167.86600,-335.49,11.62,612.28,2.72
1167.88600,-335.55,11.62,612.31,2.72
1167.90600,-335.60,11.62,612.34,2.72
1167.92600,-335.66,11.62,612.37,2.72
1167.94600,-335.71,11.62,612.40,2.72
1167.96600,-335.76,11.62,612.42,2.72
1167.98600,-335.82,11.62,612.45,2.72
1168.00600,-335.87,11.62,612.48,2.72
1168.02600,-335.92,11.62,612.51,2.72
1168.04600,-335.98,11.62,612.54,2.72
1168.06600,-336.03,11.62,612.57,2.72
1168.08600,-336.09,11.62,612.60,2.72
1168.10600,-336.14,11.62,612.63,2.72
1168.12600,-336.19,11.62,612.65,2.72
1168.14600,-336.25,11.62,612.68,2.72
1168.16600,-336.30,11.62,612.71,2.72
1168.18600,-336.36,11.62,612.74,2.72
1168.20600,-336.41,11.62,612.77,2.72
1168.22600,-336.46,11.61,612.80,2.72
1168.24600,-336.52,11.61,612.83,2.72
1168.26600,-336.57,11.61,612.86,2.72
1168.28600,-336.63,11.61,612.88,2.72
1168.30600,-336.68,11.61,612.91,2.72
1168.32600,-336.73,11.61,612.94,2.72
1168.34600,-336.79,11.61,612.97,2.72
1168.36600,-336.84,11.61,613.00,2.72
1168.38600,-336.90,11.61,613.03,2.72
1168.40600,-336.95,11.61,613.06,2.72
1168.42600,-337.00,11.61,613.09,2.72
1168.44600,-337.06,11.61,613.11,2.72
1168.46600,-337.11,11.61,613.14,2.72
1168.48600,-337.16,11.61,613.17,2.72
1168.50600,-337.22,11.61,613.20,2.72
1168.52600,-337.27,11.61,613.23,2.72
1168.54600,-337.33,11.61,613.26,2.72
1168.56600,-337.38,11.61,613.29,2.72
1168.58600,-337.43,11.61,613.32,2.72
1168.60600,-337.49,11.61,613.34,2.72
1168.62600,-337.54,11.61,613.37,2.72
1168.64600,-337.60,11.61,613.40,2.72
1168.66600,-337.65,11.61,613.43,2.72
1168.68600,-337.70,11.61,613.46,2.72
1168.70600,-337.76,11.61,613.49,2.72
1168.72600,-337.81,11.61,613.52,2.72
1168.74600,-337.87,11.61,613.55,2.72
1168.76600,-337.92,11.61,613.58,2.72
1168.78600,-337.97,11.60,613.60,2.72
1168.80600,-338.03,11.60,613.63,2.72
1168.82600,-338.08,11.60,613.66,2.72
1168.84600,-338.14,11.60,613.69,2.72
1168.86600,-338.19,11.60,613.72,2.72
1168.88600,-338.24,11.60,613.75,2.72
1168.90600,-338.30,11.60,613.78,2.72
1168.92600,-338.35,11.60,613.81,2.72
1168.94600,-338.41,11.60,613.84,2.72
1168.96600,-338.46,11.60,613.86,2.72
1168.98600,-338.51,11.60,613.89,2.72
1169.00600,-338.57,11.60,613.92,2.72
1169.02600,-338.62,11.60,613.95,2.72
1169.04600,-338.68,11.60,613.98,2.72
1169.06600,-338.73,11.60,614.01,2.72
1169.08600,-338.78,11.60,614.04,2.72
1169.10600,-338.84,11.60,614.07,2.72
1169.12600,-338.89,11.60,614.10,2.72
1169.14600,-338.95,11.60,614.13,2.72
1169.16600,-339.00,11.60,614.15,2.72
1169.18600,-339.05,11.60,614.18,2.72
1169.20600,-339.11,11.60,614.21,2.72
1169.22600,-339.16,11.60,614.24,2.72
1169.24600,-339.22,11.60,614.27,2.72
1169.26600,-339.27,11.60,614.30,2.72
1169.28600,-339.33,11.60,614.33,2.72
1169.30600,-339.38,11.60,614.36,2.72
1169.32600,-339.43,11.60,614.39,2.72
1169.34600,-339.49,11.60,614.42,2.72
1169.36600,-339.54,11.59,614.44,2.72
1169.38600,-339.60,11.59,614.47,2.72
1169.40600,-339.65,11.59,614.50,2.72
1169.42600,-339.70,11.59,614.53,2.72
1169.44600,-339.76,11.59,614.56,2.72
1169.46600,-339.81,11.59,614.59,2.72
1169.48600,-339.87,11.59,614.62,2.72
1169.50600,-339.92,11.59,614.65,2.72
1169.52600,-339.97,11.59,614.68,2.72
1169.54600,-340.03,11.59,614.71,2.72
1169.56600,-340.08,11.59,614.74,2.72
1169.58600,-340.14,11.59,614.77,2.72
1169.60600,-340.19,11.59,614.79,2.72
1169.62600,-340.24,11.59,614.82,2.72
1169.64600,-340.30,11.59,614.85,2.72
1169.66600,-340.35,11.59,614.88,2.72
1169.68600,-340.41,11.59,614.91,2.72
1169.70600,-340.46,11.59,614.94,2.72
1169.72600,-340.52,11.59,614.97,2.72
1169.74600,-340.57,11.59,615.00,2.72
1169.76600,-340.62,11.59,615.03,2.72
1169.78600,-340.68,11.59,615.06,2.72
1169.80600,-340.73,11.59,615.09,2.72
1169.82600,-340.79,11.59,615.12,2.72
1169.84600,-340.84,11.59,615.14,2.72
1169.86600,-340.89,11.59,615.17,2.72
1169.88600,-340.95,11.59,615.20,2.72
1169.90600,-341.00,11.59,615.23,2.72
1169.92600,-341.06,11.59,615.26,2.72
1169.94600,-341.11,11.58,615.29,2.72
1169.96600,-341.17,11.58,615.32,2.72
1169.98600,-341.22,11.58,615.35,2.72
1170.00600,-341.27,11.58,615.38,2.72
1170.02600,-341.33,11.58,615.41,2.72
1170.04600,-341.38,11.58,615.44,2.72
1170.06600,-341.44,11.58,615.47,2.72
1170.08600,-341.49,11.58,615.50,2.72
1170.10600,-341.54,11.58,615.52,2.72
1170.12600,-341.60,11.58,615.55,2.72
1170.14600,-341.65,11.58,615.58,2.72
1170.16600,-341.71,11.58,615.61,2.72
1170.18600,-341.76,11.58,615.64,2.72
1170.20600,-341.82,11.58,615.67,2.72
1170.22600,-341.87,11.58,615.70,2.72
1170.24600,-341.92,11.58,615.73,2.72
1170.26600,-341.98,11.58,615.76,2.72
1170.28600,-342.03,11.58,615.79,2.72
1170.30600,-342.09,11.58,615.82,2.72
1170.32600,-342.14,11.58,615.85,2.72
1170.34600,-342.19,11.58,615.88,2.72
1170.36600,-342.25,11.58,615.91,2.72
1170.38600,-342.30,11.58,615.93,2.72
1170.40600,-342.36,11.58,615.96,2.72
1170.42600,-342.41,11.58,615.99,2.72
1170.44600,-342.47,11.58,616.02,2.72
1170.46600,-342.52,11.58,616.05,2.72
1170.48600,-342.57,11.58,616.08,2.72
1170.50600,-342.63,11.58,616.11,2.72
1170.52600,-342.68,11.57,616.14,2.72
1170.54600,-342.74,11.57,616.17,2.72
1170.56600,-342.79,11.57,616.20,2.72
1170.58600,-342.85,11.57,616.23,2.72
1170.60600,-342.90,11.57,616.26,2.71
1170.62600,-342.95,11.57,616.29,2.71
1170.64600,-343.01,11.57,616.32,2.71
1170.66600,-343.06,11.57,616.35,2.71
1170.68600,-343.12,11.57,616.38,2.71
1170.70600,-343.17,11.57,616.41,2.71
1170.72600,-343.23,11.57,616.44,2.71
1170.74600,-343.28,11.57,616.46,2.71
1170.76600,-343.33,11.57,616.49,2.71
1170.78600,-343.39,11.57,616.52,2.71
1170.80600,-343.44,11.57,616.55,2.71
1170.82600,-343.50,11.57,616.58,2.71
1170.84600,-343.55,11.57,616.61,2.71
1170.86600,-343.61,11.57,616.64,2.71
1170.88600,-343.66,11.57,616.67,2.71
1170.90600,-343.71,11.57,616.70,2.71
1170.92600,-343.77,11.57,616.73,2.71
1170.94600,-343.82,11.57,616.76,2.71
1170.96600,-343.88,11.57,616.79,2.71
1170.98600,-343.93,11.57,616.82,2.71
1171.00600,-343.99,11.57,616.85,2.71
1171.02600,-344.04,11.57,616.88,2.71
1171.04600,-344.09,11.57,616.91,2.71
1171.06600,-344.15,11.57,616.94,2.71
1171.08600,-344.20,11.57,616.97,2.71
1171.10600,-344.26,11.57,617.00,2.71
1171.12600,-344.31,11.56,617.03,2.71
1171.14600,-344.37,11.56,617.06,2.71
1171.16600,-344.42,11.56,617.08,2.71
1171.18600,-344.48,11.56,617.11,2.71
1171.20600,-344.53,11.56,617.14,2.71
1171.22600,-344.58,11.56,617.17,2.71
1171.24600,-344.64,11.56,617.20,2.71
1171.26600,-344.69,11.56,617.23,2.71
1171.28600,-344.75,11.56,617.26,2.71
1171.30600,-344.80,11.56,617.29,2.71
1171.32600,-344.86,11.56,617.32,2.71
1171.34600,-344.91,11.56,617.35,2.71
1171.36600,-344.96,11.56,617.38,2.71
1171.38600,-345.02,11.56,617.41,2.71
1171.40600,-345.07,11.56,617.44,2.71
1171.42600,-345.13,11.56,617.47,2.71
1171.44600,-345.18,11.56,617.50,2.71
1171.46600,-345.24,11.56,617.53,2.71
1171.48600,-345.29,11.56,617.56,2.71
1171.50600,-345.35,11.56,617.59,2.71
1171.52600,-345.40,11.56,617.62,2.71
1171.54600,-345.45,11.56,617.65,2.71
1171.56600,-345.51,11.56,617.68,2.71
1171.58600,-345.56,11.56,617.71,2.71
1171.60600,-345.62,11.56,617.74,2.71
1171.62600,-345.67,11.56,617.77,2.71
1171.64600,-345.73,11.56,617.80,2.71
1171.66600,-345.78,11.56,617.83,2.71
1171.68600,-345.84,11.56,617.86,2.71
1171.70600,-345.89,11.55,617.89,2.71
1171.72600,-345.94,11.55,617.92,2.71
1171.74600,-346.00,11.55,617.95,2.71
1171.76600,-346.05,11.55,617.98,2.71
1171.78600,-346.11,11.55,618.01,2.71
1171.80600,-346.16,11.55,618.04,2.71
