Cs1,6p3/2,,,
Wavelength,alpha_0,Uncertainty,alpha_2,Uncertainty
603.53900,-4700.08,117.19,4538.51,109.11
603.54000,-4827.70,119.98,4666.13,112.11
603.54100,-4962.62,122.95,4801.03,115.27
603.54200,-5105.48,126.10,4943.87,118.63
603.54300,-5256.99,129.45,5095.37,122.19
603.54400,-5417.96,133.03,5256.33,125.97
603.54500,-5589.31,136.85,5427.67,130.00
603.54600,-5772.09,140.94,5610.43,134.30
603.54700,-5967.46,145.32,5805.79,138.89
603.54800,-6176.79,150.04,6015.10,143.82
603.54900,-6401.61,155.11,6239.91,149.11
603.55000,-6643.72,160.60,6482.01,154.81
603.55100,-6905.19,166.54,6743.47,160.96
603.55200,-7188.44,173.00,7026.71,167.63
603.55300,-7496.31,180.03,7334.56,174.88
603.55400,-7832.15,187.72,7670.40,182.79
603.55500,-8199.97,196.17,8038.20,191.46
603.55600,-8604.54,205.49,8442.76,200.99
603.55700,-9051.69,215.81,8889.89,211.53
603.55800,-9548.49,227.30,9386.68,223.25
603.55900,-10103.70,240.17,9941.88,236.34
603.56000,-10728.27,254.68,10566.44,251.06
603.56100,-11436.06,271.15,11274.22,267.76
603.56200,-12244.91,290.00,12083.05,286.84
603.56300,-13178.09,311.79,13016.22,308.85
603.56400,-14266.69,337.25,14104.81,334.53
603.56500,-15553.05,367.38,15391.15,364.88
603.56600,-17096.43,403.57,16934.52,401.30
603.56700,-18982.44,447.86,18820.52,445.81
603.56800,-21339.41,503.26,21177.48,501.44
603.56900,-24368.91,574.54,24206.96,572.95
603.57000,-28406.69,669.62,28244.73,668.26
603.57100,-34056.62,802.76,33894.65,801.63
603.57200,-42525.02,1002.45,42363.03,1001.54
603.57300,-56621.76,1335.01,56459.76,1334.33
603.57400,-84750.71,1998.86,84588.69,1998.40
603.57500,-168624.88,3978.78,168462.86,3978.55
603.57600,-18493939.89,436616.88,18493777.86,436616.88
603.57700,171542.54,4052.65,-171704.59,4052.42
603.57800,85322.17,2017.33,-85484.24,2016.88
603.57900,56758.78,1343.23,-56920.86,1342.55
603.58000,42509.99,1007.08,-42672.08,1006.17
603.58100,33971.21,805.73,-34133.31,804.60
603.58200,28283.05,671.69,-28445.17,670.33
603.58300,24222.22,576.06,-24384.34,574.47
603.58400,21177.76,504.43,-21339.90,502.61
603.58500,18810.53,448.78,-18972.68,446.74
603.58600,16917.18,404.32,-17079.35,402.06
603.58700,15368.37,368.00,-15530.54,365.51
603.58800,14077.88,337.77,-14240.07,335.06
603.58900,12986.07,312.24,-13148.27,309.31
603.59000,12050.33,290.39,-12212.55,287.23
603.59100,11239.44,271.48,-11401.67,268.10
603.59200,10529.96,254.97,-10692.20,251.37
603.59300,9903.99,240.43,-10066.25,236.61
603.59400,9347.61,227.53,-9509.88,223.49
603.59500,8849.82,216.02,-9012.10,211.76
603.59600,8401.83,205.68,-8564.13,201.20
603.59700,7996.53,196.34,-8158.84,191.65
603.59800,7628.09,187.88,-7790.40,182.97
603.59900,7291.69,180.17,-7454.02,175.04
603.60000,6983.34,173.12,-7145.68,167.78
603.60100,6699.66,166.66,-6862.02,161.10
603.60200,6437.82,160.71,-6600.18,154.93
603.60300,6195.37,155.21,-6357.75,149.23
603.60400,5970.25,150.12,-6132.64,143.93
603.60500,5760.65,145.40,-5923.06,139.00
603.60600,5565.03,141.01,-5727.45,134.40
603.60700,5382.04,136.91,-5544.47,130.09
603.60800,5210.48,133.09,-5372.93,126.06
603.60900,5049.33,129.51,-5211.79,122.27
603.61000,4897.65,126.15,-5060.12,118.71
603.61100,4754.65,122.99,-4917.13,115.35
603.61200,4619.59,120.02,-4782.08,112.18
603.61300,4491.83,117.22,-4654.34,109.18
603.61400,4370.80,114.58,-4533.32,106.34
603.61500,4255.97,112.08,-4418.51,103.65
603.61600,4146.89,109.72,-4309.44,101.09
603.61700,4043.13,107.48,-4205.69,98.66
603.61800,3944.31,105.36,-4106.88,96.34
603.61900,3850.08,103.35,-4012.67,94.13
603.62000,3760.14,101.43,-3922.74,92.03
603.62100,3674.20,99.61,-3836.81,90.01
603.62200,3591.99,97.87,-3754.62,88.09
603.62300,3513.28,96.22,-3675.92,86.25
603.62400,3437.86,94.64,-3600.50,84.49
603.62500,3365.51,93.13,-3528.17,82.79
603.62600,3296.05,91.69,-3458.72,81.17
603.62700,3229.32,90.32,-3392.01,79.61
603.62800,3165.15,89.00,-3327.85,78.12
603.62900,3103.41,87.74,-3266.12,76.67
603.63000,3043.95,86.53,-3206.68,75.29
603.63100,2986.65,85.37,-3149.39,73.95
603.63200,2931.40,84.25,-3094.16,72.66
603.63300,2878.09,83.18,-3040.86,71.42
603.63400,2826.62,82.16,-2989.40,70.22
603.63500,2776.89,81.17,-2939.68,69.07
603.63600,2728.82,80.22,-2891.62,67.95
603.63700,2682.33,79.30,-2845.14,66.87
603.63800,2637.33,78.42,-2800.16,65.82
603.63900,2593.76,77.58,-2756.60,64.81
603.64000,2551.56,76.76,-2714.41,63.83
603.64100,2510.65,75.97,-2673.52,62.88
603.64200,2470.98,75.21,-2633.86,61.96
603.64300,2432.50,74.48,-2595.39,61.07
603.64400,2395.14,73.77,-2558.05,60.21
603.64500,2358.87,73.08,-2521.79,59.37
603.64600,2323.64,72.42,-2486.57,58.55
603.64700,2289.40,71.78,-2452.34,57.76
603.64800,2256.11,71.17,-2419.06,56.99
603.64900,2223.73,70.57,-2386.69,56.24
603.65000,2192.22,69.99,-2355.20,55.52
603.65100,2161.56,69.43,-2324.55,54.81
603.65200,2131.70,68.89,-2294.71,54.12
603.65300,2102.62,68.36,-2265.64,53.45
603.65400,2074.28,67.85,-2237.31,52.80
603.65500,2046.66,67.36,-2209.70,52.16
603.65600,2019.73,66.88,-2182.79,51.54
603.65700,1993.46,66.41,-2156.53,50.94
603.65800,1967.84,65.96,-2130.92,50.35
603.65900,1942.83,65.52,-2105.93,49.78
603.66000,1918.42,65.10,-2081.53,49.22
603.66100,1894.58,64.68,-2057.70,48.67
603.66200,1871.30,64.28,-2034.43,48.14
603.66300,1848.55,63.89,-2011.69,47.62
603.66400,1826.31,63.51,-1989.47,47.11
603.66500,1804.58,63.15,-1967.75,46.61
603.66600,1783.33,62.79,-1946.52,46.13
603.66700,1762.55,62.44,-1925.75,45.65
603.66800,1742.21,62.10,-1905.43,45.19
603.66900,1722.32,61.77,-1885.54,44.74
603.67000,1702.85,61.45,-1866.08,44.29
603.67100,1683.78,61.14,-1847.03,43.86
603.67200,1665.12,60.83,-1828.38,43.43
603.67300,1646.84,60.54,-1810.11,43.02
603.67400,1628.93,60.25,-1792.22,42.61
603.67500,1611.38,59.96,-1774.68,42.21
603.67600,1594.19,59.69,-1757.50,41.82
603.67700,1577.33,59.42,-1740.66,41.44
603.67800,1560.81,59.16,-1724.15,41.07
603.67900,1544.60,58.91,-1707.95,40.70
603.68000,1528.71,58.66,-1692.07,40.34
603.68100,1513.12,58.41,-1676.50,39.99
603.68200,1497.82,58.18,-1661.21,39.65
603.68300,1482.81,57.95,-1646.21,39.31
603.68400,1468.08,57.72,-1631.49,38.98
603.68500,1453.61,57.50,-1617.04,38.65
603.68600,1439.41,57.29,-1602.85,38.33
603.68700,1425.47,57.08,-1588.92,38.02
603.68800,1411.77,56.87,-1575.24,37.71
603.68900,1398.32,56.67,-1561.80,37.41
603.69000,1385.10,56.47,-1548.59,37.11
603.69100,1372.11,56.28,-1535.62,36.82
603.69200,1359.35,56.10,-1522.86,36.54
603.69300,1346.80,55.91,-1510.33,36.26
603.69400,1334.46,55.73,-1498.01,35.98
603.69500,1322.34,55.56,-1485.89,35.71
603.69600,1310.41,55.39,-1473.98,35.44
603.69700,1298.68,55.22,-1462.26,35.18
603.69800,1287.15,55.05,-1450.74,34.93
603.69900,1275.80,54.89,-1439.40,34.67
603.70000,1264.63,54.74,-1428.25,34.43
603.70100,1253.64,54.58,-1417.28,34.18
603.70200,1242.83,54.43,-1406.48,33.94
603.70300,1232.19,54.28,-1395.84,33.71
603.70400,1221.71,54.14,-1385.38,33.48
603.70500,1211.39,54.00,-1375.08,33.25
603.70600,1201.24,53.86,-1364.93,33.02
603.70700,1191.23,53.72,-1354.94,32.80
603.70800,1181.38,53.59,-1345.11,32.59
603.70900,1171.68,53.46,-1335.42,32.37
603.71000,1162.12,53.33,-1325.87,32.16
603.71100,1152.71,53.21,-1316.47,31.95
603.71200,1143.43,53.08,-1307.20,31.75
603.71300,1134.28,52.96,-1298.07,31.55
603.71400,1125.27,52.84,-1289.07,31.35
603.71500,1116.39,52.73,-1280.21,31.16
603.71600,1107.64,52.61,-1271.46,30.97
603.71700,1099.01,52.50,-1262.85,30.78
603.71800,1090.50,52.39,-1254.35,30.59
603.71900,1082.11,52.28,-1245.97,30.41
603.72000,1073.83,52.18,-1237.71,30.23
603.72100,1065.67,52.08,-1229.56,30.05
603.72200,1057.63,51.97,-1221.53,29.88
603.72300,1049.69,51.87,-1213.60,29.71
603.72400,1041.85,51.78,-1205.78,29.54
603.72500,1034.13,51.68,-1198.07,29.37
603.72600,1026.50,51.58,-1190.46,29.20
603.72700,1018.98,51.49,-1182.95,29.04
603.72800,1011.55,51.40,-1175.53,28.88
603.72900,1004.23,51.31,-1168.22,28.72
603.73000,996.99,51.22,-1161.00,28.57
603.73100,989.85,51.14,-1153.87,28.41
603.73200,982.81,51.05,-1146.84,28.26
603.73300,975.85,50.97,-1139.89,28.11
603.73400,968.98,50.89,-1133.03,27.96
603.73500,962.19,50.80,-1126.26,27.82
603.73600,955.49,50.73,-1119.57,27.68
603.73700,948.87,50.65,-1112.97,27.53
603.73800,942.34,50.57,-1106.45,27.40
603.73900,935.88,50.49,-1100.00,27.26
603.74000,929.51,50.42,-1093.64,27.12
603.74100,923.21,50.35,-1087.35,26.99
603.74200,916.98,50.28,-1081.14,26.86
603.74300,910.83,50.20,-1075.01,26.72
603.74400,904.76,50.14,-1068.94,26.60
603.74500,898.75,50.07,-1062.95,26.47
603.74600,892.82,50.00,-1057.03,26.34
603.74700,886.95,49.93,-1051.18,26.22
603.74800,881.16,49.87,-1045.39,26.10
603.74900,875.43,49.80,-1039.68,25.98
603.75000,869.76,49.74,-1034.02,25.86
603.75100,864.16,49.68,-1028.44,25.74
603.75200,858.63,49.62,-1022.91,25.62
603.75300,853.15,49.56,-1017.45,25.51
603.75400,847.74,49.50,-1012.05,25.39
603.75500,842.39,49.44,-1006.71,25.28
603.75600,837.09,49.38,-1001.43,25.17
603.75700,831.86,49.32,-996.21,25.06
603.75800,826.68,49.27,-991.05,24.95
603.75900,821.56,49.21,-985.94,24.85
603.76000,816.50,49.16,-980.89,24.74
603.76100,811.49,49.11,-975.89,24.64
603.76200,806.53,49.05,-970.94,24.53
603.76300,801.62,49.00,-966.05,24.43
603.76400,796.77,48.95,-961.21,24.33
603.76500,791.97,48.90,-956.43,24.23
603.76600,787.22,48.85,-951.69,24.14
603.76700,782.52,48.80,-947.00,24.04
603.76800,777.87,48.75,-942.36,23.94
603.76900,773.26,48.71,-937.77,23.85
603.77000,768.71,48.66,-933.23,23.75
603.77100,764.20,48.61,-928.73,23.66
603.77200,759.73,48.57,-924.28,23.57
603.77300,755.31,48.52,-919.87,23.48
603.77400,750.94,48.48,-915.51,23.39
603.77500,746.61,48.43,-911.19,23.30
603.77600,742.32,48.39,-906.92,23.21
603.77700,738.08,48.35,-902.68,23.13
603.77800,733.87,48.31,-898.49,23.04
603.77900,729.71,48.26,-894.34,22.96
603.78000,725.59,48.22,-890.24,22.87
603.78100,721.51,48.18,-886.17,22.79
603.78200,717.47,48.14,-882.14,22.71
603.78300,713.46,48.10,-878.15,22.63
603.78400,709.50,48.07,-874.20,22.55
603.78500,705.57,48.03,-870.28,22.47
603.78600,701.68,47.99,-866.41,22.39
603.78700,697.83,47.95,-862.57,22.31
603.78800,694.02,47.92,-858.76,22.24
603.78900,690.23,47.88,-855.00,22.16
603.79000,686.49,47.84,-851.26,22.08
603.79100,682.78,47.81,-847.57,22.01
603.79200,679.10,47.77,-843.90,21.94
603.79300,675.46,47.74,-840.27,21.86
603.79400,671.85,47.70,-836.68,21.79
603.79500,668.27,47.67,-833.11,21.72
603.79600,664.73,47.64,-829.58,21.65
603.79700,661.22,47.60,-826.08,21.58
603.79800,657.74,47.57,-822.61,21.51
603.79900,654.29,47.54,-819.18,21.44
603.80000,650.87,47.51,-815.77,21.38
603.80100,647.48,47.48,-812.39,21.31
603.80200,644.12,47.45,-809.05,21.24
603.80300,640.79,47.42,-805.73,21.18
603.80400,637.49,47.39,-802.44,21.11
603.80500,634.22,47.36,-799.19,21.05
603.80600,630.97,47.33,-795.96,20.98
603.80700,627.76,47.30,-792.75,20.92
603.80800,624.57,47.27,-789.58,20.86
603.80900,621.41,47.24,-786.43,20.80
603.81000,618.28,47.21,-783.31,20.74
603.81100,615.17,47.19,-780.22,20.67
603.81200,612.09,47.16,-777.15,20.61
603.81300,609.03,47.13,-774.11,20.56
603.81400,606.01,47.10,-771.09,20.50
603.81500,603.00,47.08,-768.10,20.44
603.81600,600.02,47.05,-765.13,20.38
603.81700,597.07,47.03,-762.19,20.32
603.81800,594.14,47.00,-759.27,20.27
603.81900,591.23,46.97,-756.38,20.21
603.82000,588.35,46.95,-753.51,20.16
603.82100,585.49,46.93,-750.66,20.10
603.82200,582.65,46.90,-747.84,20.05
603.82300,579.84,46.88,-745.04,19.99
603.82400,577.05,46.85,-742.26,19.94
603.82500,574.28,46.83,-739.51,19.89
603.82600,571.53,46.81,-736.77,19.83
603.82700,568.81,46.78,-734.06,19.78
603.82800,566.11,46.76,-731.37,19.73
603.82900,563.42,46.74,-728.70,19.68
603.83000,560.76,46.71,-726.05,19.63
603.83100,558.12,46.69,-723.43,19.58
603.83200,555.50,46.67,-720.82,19.53
603.83300,552.91,46.65,-718.23,19.48
603.83400,550.33,46.63,-715.67,19.43
603.83500,547.77,46.61,-713.12,19.38
603.83600,545.23,46.58,-710.59,19.33
603.83700,542.71,46.56,-708.09,19.29
603.83800,540.21,46.54,-705.60,19.24
603.83900,537.72,46.52,-703.13,19.19
603.84000,535.26,46.50,-700.68,19.15
603.84100,532.81,46.48,-698.24,19.10
603.84200,530.39,46.46,-695.83,19.06
603.84300,527.98,46.44,-693.43,19.01
603.84400,525.59,46.42,-691.06,18.97
603.84500,523.21,46.40,-688.70,18.92
603.84600,520.86,46.39,-686.35,18.88
603.84700,518.52,46.37,-684.03,18.84
603.84800,516.20,46.35,-681.72,18.79
603.84900,513.89,46.33,-679.43,18.75
603.85000,511.61,46.31,-677.15,18.71
603.85100,509.33,46.29,-674.89,18.67
603.85200,507.08,46.28,-672.65,18.62
603.85300,504.84,46.26,-670.43,18.58
603.85400,502.62,46.24,-668.22,18.54
603.85500,500.41,46.22,-666.02,18.50
603.85600,498.22,46.21,-663.84,18.46
603.85700,496.04,46.19,-661.68,18.42
603.85800,493.88,46.17,-659.53,18.38
603.85900,491.74,46.16,-657.40,18.34
603.86000,489.61,46.14,-655.28,18.30
603.86100,487.49,46.12,-653.18,18.27
603.86200,485.39,46.11,-651.09,18.23
603.86300,483.31,46.09,-649.02,18.19
603.86400,481.23,46.07,-646.96,18.15
603.86500,479.18,46.06,-644.92,18.11
603.86600,477.13,46.04,-642.88,18.08
603.86700,475.10,46.03,-640.87,18.04
603.86800,473.09,46.01,-638.87,18.00
603.86900,471.09,46.00,-636.88,17.97
603.87000,469.10,45.98,-634.90,17.93
603.87100,467.12,45.97,-632.94,17.90
603.87200,465.16,45.95,-630.99,17.86
603.87300,463.21,45.94,-629.05,17.83
603.87400,461.28,45.92,-627.13,17.79
603.87500,459.35,45.91,-625.22,17.76
603.87600,457.44,45.89,-623.32,17.72
603.87700,455.54,45.88,-621.44,17.69
603.87800,453.66,45.87,-619.57,17.66
603.87900,451.79,45.85,-617.71,17.62
603.88000,449.93,45.84,-615.86,17.59
603.88100,448.08,45.82,-614.02,17.56
603.88200,446.24,45.81,-612.20,17.53
603.88300,444.42,45.80,-610.39,17.49
603.88400,442.60,45.78,-608.59,17.46
603.88500,440.80,45.77,-606.80,17.43
603.88600,439.01,45.76,-605.02,17.40
603.88700,437.23,45.74,-603.26,17.37
603.88800,435.47,45.73,-601.50,17.34
603.88900,433.71,45.72,-599.76,17.31
603.89000,431.97,45.71,-598.03,17.28
603.89100,430.23,45.69,-596.31,17.25
603.89200,428.51,45.68,-594.60,17.22
603.89300,426.80,45.67,-592.90,17.19
603.89400,425.10,45.66,-591.21,17.16
603.89500,423.41,45.64,-589.53,17.13
603.89600,421.73,45.63,-587.87,17.10
603.89700,420.06,45.62,-586.21,17.07
603.89800,418.40,45.61,-584.56,17.04
603.89900,416.75,45.60,-582.93,17.01
603.90000,415.11,45.58,-581.30,16.98
603.90100,413.48,45.57,-579.68,16.96
603.90200,411.86,45.56,-578.08,16.93
603.90300,410.25,45.55,-576.48,16.90
603.90400,408.65,45.54,-574.89,16.87
603.90500,407.06,45.53,-573.32,16.85
603.90600,405.48,45.52,-571.75,16.82
603.90700,403.91,45.50,-570.19,16.79
603.90800,402.35,45.49,-568.64,16.76
603.90900,400.79,45.48,-567.10,16.74
603.91000,399.25,45.47,-565.57,16.71
603.91100,397.72,45.46,-564.05,16.69
603.91200,396.19,45.45,-562.54,16.66
603.91300,394.68,45.44,-561.03,16.63
603.91400,393.17,45.43,-559.54,16.61
603.91500,391.67,45.42,-558.05,16.58
603.91600,390.18,45.41,-556.58,16.56
603.91700,388.70,45.40,-555.11,16.53
603.91800,387.23,45.39,-553.65,16.51
603.91900,385.76,45.38,-552.20,16.48
603.92000,384.31,45.37,-550.76,16.46
603.92100,382.86,45.36,-549.32,16.44
603.92200,381.42,45.35,-547.89,16.41
603.92300,379.99,45.34,-546.48,16.39
603.92400,378.57,45.33,-545.07,16.36
603.92500,377.15,45.32,-543.67,16.34
603.92600,375.75,45.31,-542.27,16.32
603.92700,374.35,45.30,-540.89,16.29
603.92800,372.96,45.29,-539.51,16.27
603.92900,371.57,45.28,-538.14,16.25
603.93000,370.20,45.27,-536.78,16.23
603.93100,368.83,45.26,-535.42,16.20
603.93200,367.47,45.25,-534.07,16.18
603.93300,366.12,45.24,-532.74,16.16
603.93400,364.77,45.24,-531.40,16.14
603.93500,363.44,45.23,-530.08,16.12
603.93600,362.11,45.22,-528.76,16.09
603.93700,360.78,45.21,-527.45,16.07
603.93800,359.47,45.20,-526.15,16.05
603.93900,358.16,45.19,-524.85,16.03
603.94000,356.86,45.18,-523.56,16.01
603.94100,355.56,45.17,-522.28,15.99
603.94200,354.28,45.17,-521.01,15.97
603.94300,353.00,45.16,-519.74,15.95
603.94400,351.72,45.15,-518.48,15.92
603.94500,350.46,45.14,-517.23,15.90
603.94600,349.20,45.13,-515.98,15.88
603.94700,347.94,45.12,-514.74,15.86
603.94800,346.70,45.12,-513.51,15.84
603.94900,345.46,45.11,-512.28,15.82
603.95000,344.22,45.10,-511.06,15.80
603.95100,343.00,45.09,-509.85,15.78
603.95200,341.78,45.08,-508.64,15.76
603.95300,340.56,45.08,-507.44,15.75
603.95400,339.35,45.07,-506.24,15.73
603.95500,338.15,45.06,-505.05,15.71
603.95600,336.96,45.05,-503.87,15.69
603.95700,335.77,45.04,-502.70,15.67
603.95800,334.59,45.04,-501.53,15.65
603.95900,333.41,45.03,-500.36,15.63
603.96000,332.24,45.02,-499.20,15.61
603.96100,331.07,45.01,-498.05,15.59
603.96200,329.92,45.01,-496.91,15.58
603.96300,328.76,45.00,-495.77,15.56
603.96400,327.62,44.99,-494.63,15.54
603.96500,326.48,44.98,-493.51,15.52
603.96600,325.34,44.98,-492.38,15.50
603.96700,324.21,44.97,-491.27,15.49
603.96800,323.09,44.96,-490.16,15.47
603.96900,321.97,44.95,-489.05,15.45
603.97000,320.86,44.95,-487.95,15.43
603.97100,319.75,44.94,-486.86,15.42
603.97200,318.65,44.93,-485.77,15.40
603.97300,317.55,44.93,-484.69,15.38
603.97400,316.46,44.92,-483.61,15.37
603.97500,315.38,44.91,-482.54,15.35
603.97600,314.30,44.91,-481.47,15.33
603.97700,313.22,44.90,-480.41,15.32
603.97800,312.15,44.89,-479.35,15.30
603.97900,311.09,44.89,-478.30,15.28
603.98000,310.03,44.88,-477.25,15.27
603.98100,308.98,44.87,-476.21,15.25
603.98200,307.93,44.87,-475.18,15.23
603.98300,306.88,44.86,-474.15,15.22
603.98400,305.85,44.85,-473.12,15.20
603.98500,304.81,44.85,-472.10,15.19
603.98600,303.78,44.84,-471.09,15.17
603.98700,302.76,44.83,-470.08,15.16
603.98800,301.74,44.83,-469.07,15.14
603.98900,300.73,44.82,-468.07,15.12
603.99000,299.72,44.81,-467.07,15.11
603.99100,298.72,44.81,-466.08,15.09
603.99200,297.72,44.80,-465.10,15.08
603.99300,296.72,44.79,-464.11,15.06
603.99400,295.73,44.79,-463.14,15.05
603.99500,294.75,44.78,-462.16,15.03
603.99600,293.77,44.78,-461.20,15.02
603.99700,292.79,44.77,-460.23,15.00
603.99800,291.82,44.76,-459.28,14.99
603.99900,290.85,44.76,-458.32,14.98
604.00000,289.89,44.75,-457.37,14.96
604.00100,288.93,44.75,-456.43,14.95
604.00200,287.98,44.74,-455.49,14.93
604.00300,287.03,44.73,-454.55,14.92
604.00400,286.08,44.73,-453.62,14.90
604.00500,285.14,44.72,-452.69,14.89
604.00600,284.21,44.72,-451.77,14.88
604.00700,283.27,44.71,-450.85,14.86
604.00800,282.35,44.70,-449.93,14.85
604.00900,281.42,44.70,-449.02,14.84
604.01000,280.50,44.69,-448.12,14.82
604.01100,279.59,44.69,-447.21,14.81
604.01200,278.68,44.68,-446.32,14.79
604.01300,277.77,44.68,-445.42,14.78
604.01400,276.87,44.67,-444.53,14.77
604.01500,275.97,44.67,-443.65,14.75
604.01600,275.08,44.66,-442.77,14.74
604.01700,274.18,44.65,-441.89,14.73
604.01800,273.30,44.65,-441.01,14.72
604.01900,272.41,44.64,-440.14,14.70
604.02000,271.54,44.64,-439.28,14.69
604.02100,270.66,44.63,-438.42,14.68
604.02200,269.79,44.63,-437.56,14.66
604.02300,268.92,44.62,-436.70,14.65
604.02400,268.06,44.62,-435.85,14.64
604.02500,267.20,44.61,-435.01,14.63
604.02600,266.34,44.61,-434.16,14.61
604.02700,265.49,44.60,-433.32,14.60
604.02800,264.64,44.60,-432.49,14.59
604.02900,263.80,44.59,-431.66,14.58
604.03000,262.96,44.59,-430.83,14.57
604.03100,262.12,44.58,-430.00,14.55
604.03200,261.29,44.58,-429.18,14.54
604.03300,260.45,44.57,-428.37,14.53
604.03400,259.63,44.57,-427.55,14.52
604.03500,258.80,44.56,-426.74,14.51
604.03600,257.99,44.56,-425.94,14.49
604.03700,257.17,44.55,-425.13,14.48
604.03800,256.36,44.55,-424.33,14.47
604.03900,255.55,44.54,-423.54,14.46
604.04000,254.74,44.54,-422.74,14.45
604.04100,253.94,44.53,-421.95,14.44
604.04200,253.14,44.53,-421.17,14.43
604.04300,252.34,44.52,-420.38,14.41
604.04400,251.55,44.52,-419.61,14.40
604.04500,250.76,44.51,-418.83,14.39
604.04600,249.98,44.51,-418.06,14.38
604.04700,249.19,44.50,-417.29,14.37
604.04800,248.41,44.50,-416.52,14.36
604.04900,247.64,44.49,-415.76,14.35
604.05000,246.87,44.49,-415.00,14.34
604.05100,246.10,44.48,-414.24,14.33
604.05200,245.33,44.48,-413.49,14.32
604.05300,244.57,44.47,-412.74,14.31
604.05400,243.81,44.47,-411.99,14.30
604.05500,243.05,44.47,-411.25,14.28
604.05600,242.30,44.46,-410.50,14.27
604.05700,241.54,44.46,-409.77,14.26
604.05800,240.80,44.45,-409.03,14.25
604.05900,240.05,44.45,-408.30,14.24
604.06000,239.31,44.44,-407.57,14.23
604.06100,238.57,44.44,-406.85,14.22
604.06200,237.84,44.43,-406.12,14.21
604.06300,237.10,44.43,-405.40,14.20
604.06400,236.37,44.42,-404.69,14.19
604.06500,235.65,44.42,-403.97,14.18
604.06600,234.92,44.42,-403.26,14.17
604.06700,234.20,44.41,-402.55,14.16
604.06800,233.48,44.41,-401.85,14.15
604.06900,232.77,44.40,-401.15,14.14
604.07000,232.05,44.40,-400.45,14.13
604.07100,231.35,44.39,-399.75,14.12
604.07200,230.64,44.39,-399.06,14.11
604.07300,229.93,44.39,-398.36,14.10
604.07400,229.23,44.38,-397.68,14.09
604.07500,228.53,44.38,-396.99,14.09
604.07600,227.84,44.37,-396.31,14.08
604.07700,227.14,44.37,-395.63,14.07
604.09700,213.83,44.29,-382.57,13.89
604.11700,201.48,44.22,-370.48,13.73
604.13700,189.98,44.15,-359.25,13.58
604.15700,179.26,44.08,-348.79,13.45
604.17700,169.23,44.02,-339.02,13.33
604.19700,159.83,43.97,-329.88,13.22
604.21700,151.00,43.91,-321.31,13.11
604.23700,142.69,43.86,-313.26,13.02
604.25700,134.85,43.81,-305.68,12.93
